promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active
PR014526,P02964,Cashback,0.07,Offline,Fashion Enthusiast,2022-09-15,2022-09-21,132349,False
PR014527,P00267,Flat Discount,0.52,Online,Impulse Buyer,2022-01-27,2022-01-29,178985,False
PR014528,P00681,BOGO,0.37,Both,Frequent Buyer,2024-01-08,2024-01-29,379667,False
PR014529,P04925,Flat Discount,0.25,Online,Family Shopper,2023-05-17,2023-06-01,206435,True
PR014530,P00155,Percentage Off,0.44,Offline,Frequent Buyer,2022-09-26,2022-10-13,452371,True
PR014531,P04589,Percentage Off,0.12,Offline,Frequent Buyer,2024-06-28,2024-07-13,184240,False
PR014532,P03474,Flat Discount,0.51,Both,Working Professional,2024-08-16,2024-09-12,314567,True
PR014533,P03807,Percentage Off,0.26,Both,Seasonal Buyer,2022-03-27,2022-03-30,423598,True
PR014534,P01529,BOGO,0.2,Both,Student,2022-08-10,2022-08-29,215393,False
PR014535,P02413,Percentage Off,0.23,Both,Student,2024-06-23,2024-07-14,66479,True
PR014536,P03890,Flat Discount,0.49,Offline,Budget Shopper,2024-11-09,2024-11-22,342363,False
PR014537,P04759,Percentage Off,0.18,Offline,Luxury Shopper,2022-04-18,2022-05-15,479849,False
PR014538,P04316,Flat Discount,0.52,Both,Working Professional,2023-12-18,2024-01-11,422376,False
PR014539,P02849,Percentage Off,0.31,Offline,Impulse Buyer,2023-08-22,2023-09-17,63034,True
PR014540,P01483,Cashback,0.58,Offline,Student,2024-12-08,2025-01-06,109573,True
PR014541,P02124,Percentage Off,0.46,Offline,Brand Loyalist,2022-04-01,2022-04-13,453010,True
PR014542,P03412,Percentage Off,0.1,Online,Frequent Buyer,2022-10-21,2022-11-12,446783,False
PR014543,P04850,Bundle,0.38,Offline,Budget Shopper,2024-09-21,2024-10-16,468214,False
PR014544,P01345,Flat Discount,0.32,Both,Frequent Buyer,2022-01-10,2022-01-19,480043,True
PR014545,P02815,BOGO,0.27,Online,Seasonal Buyer,2024-11-30,2024-12-05,470736,False
PR014546,P00886,Cashback,0.25,Online,Impulse Buyer,2022-07-14,2022-07-21,149242,False
PR014547,P02098,Bundle,0.52,Online,Working Professional,2022-10-21,2022-11-14,411928,False
PR014548,P00774,Bundle,0.16,Offline,Seasonal Buyer,2022-11-14,2022-11-16,194483,False
PR014549,P04256,Cashback,0.24,Offline,Budget Shopper,2024-11-27,2024-12-23,356714,False
PR014550,P02358,Cashback,0.16,Both,Brand Loyalist,2024-12-05,2024-12-08,174192,False
PR014551,P02584,Free Shipping,0.1,Both,Fashion Enthusiast,2022-01-20,2022-02-16,212915,False
PR014552,P03362,Bundle,0.37,Both,Student,2024-01-11,2024-02-05,184611,False
PR014553,P03963,Bundle,0.42,Online,Luxury Shopper,2023-07-25,2023-08-06,216965,True
PR014554,P00492,Bundle,0.58,Online,Seasonal Buyer,2024-03-19,2024-04-16,107994,True
PR014555,P00766,Flat Discount,0.25,Online,Impulse Buyer,2024-04-01,2024-04-23,347642,False
PR014556,P03055,Cashback,0.53,Both,Fashion Enthusiast,2023-08-13,2023-09-03,442126,False
PR014557,P02060,Cashback,0.42,Online,Seasonal Buyer,2023-06-21,2023-07-16,221087,False
PR014558,P00441,BOGO,0.51,Both,Luxury Shopper,2023-01-03,2023-01-04,189012,False
PR014559,P03729,Bundle,0.58,Online,Brand Loyalist,2022-10-28,2022-11-17,83486,False
PR014560,P00602,Free Shipping,0.19,Both,Student,2023-03-14,2023-04-11,278893,False
PR014561,P04987,Percentage Off,0.39,Offline,Budget Shopper,2023-11-30,2023-12-14,54129,False
PR014562,P03743,Flat Discount,0.48,Online,Frequent Buyer,2022-12-12,2022-12-13,93639,True
PR014563,P02592,Cashback,0.23,Online,Brand Loyalist,2022-05-20,2022-05-26,351868,False
PR014564,P03392,Flat Discount,0.1,Online,Budget Shopper,2023-03-26,2023-04-03,358284,False
PR014565,P03253,Percentage Off,0.16,Online,Brand Loyalist,2023-10-24,2023-10-25,433673,False
PR014566,P04716,Free Shipping,0.52,Offline,Impulse Buyer,2024-07-25,2024-07-29,106868,False
PR014567,P02161,Percentage Off,0.56,Both,Impulse Buyer,2023-04-20,2023-05-19,208985,True
PR014568,P04026,Bundle,0.49,Online,Seasonal Buyer,2024-07-10,2024-07-15,494535,False
PR014569,P03739,Cashback,0.15,Online,Budget Shopper,2024-10-17,2024-10-18,61406,True
PR014570,P01849,Bundle,0.19,Both,Frequent Buyer,2024-03-31,2024-04-17,43114,False
PR014571,P04430,BOGO,0.27,Online,Brand Loyalist,2022-07-15,2022-07-30,247540,True
PR014572,P01811,Bundle,0.43,Both,Luxury Shopper,2022-03-25,2022-04-04,230318,False
PR014573,P01430,Percentage Off,0.16,Online,Family Shopper,2022-04-13,2022-04-14,217593,False
PR014574,P03628,Bundle,0.33,Offline,Fashion Enthusiast,2024-01-12,2024-02-07,14371,False
PR014575,P03915,Flat Discount,0.42,Offline,Frequent Buyer,2023-12-05,2023-12-16,166648,False
PR014576,P03820,Bundle,0.08,Both,Impulse Buyer,2023-09-24,2023-09-29,389629,True
PR014577,P01014,Percentage Off,0.09,Offline,Fashion Enthusiast,2022-12-10,2022-12-26,155451,False
PR014578,P00034,Free Shipping,0.29,Offline,Luxury Shopper,2024-10-17,2024-11-03,313473,False
PR014579,P00310,Free Shipping,0.47,Offline,Budget Shopper,2023-06-10,2023-06-23,139418,False
PR014580,P01604,Free Shipping,0.36,Online,Frequent Buyer,2024-11-20,2024-11-30,273545,True
PR014581,P02990,Flat Discount,0.42,Both,Budget Shopper,2022-07-06,2022-07-26,220040,False
PR014582,P03023,BOGO,0.32,Online,Frequent Buyer,2023-02-15,2023-02-17,314086,True
PR014583,P00186,BOGO,0.5,Online,Seasonal Buyer,2024-08-06,2024-09-05,170757,False
PR014584,P00300,Percentage Off,0.51,Both,Family Shopper,2024-03-05,2024-03-23,492612,False
PR014585,P02956,Flat Discount,0.21,Offline,Family Shopper,2024-06-10,2024-06-16,475458,True
PR014586,P04927,Cashback,0.26,Online,Family Shopper,2022-02-17,2022-03-12,24275,False
PR014587,P00979,Bundle,0.41,Offline,Fashion Enthusiast,2022-07-25,2022-08-21,356172,False
PR014588,P02342,Percentage Off,0.33,Offline,Impulse Buyer,2024-08-06,2024-09-03,57947,True
PR014589,P04649,Free Shipping,0.17,Both,Student,2022-06-24,2022-07-10,239983,False
PR014590,P04368,Cashback,0.4,Online,Family Shopper,2023-09-18,2023-09-28,29002,False
PR014591,P01139,Flat Discount,0.2,Both,Family Shopper,2022-05-22,2022-06-19,258826,True
PR014592,P01404,Bundle,0.07,Both,Impulse Buyer,2023-03-25,2023-04-17,158138,False
PR014593,P04438,Free Shipping,0.57,Online,Family Shopper,2023-12-16,2024-01-04,192776,True
PR014594,P00667,Cashback,0.27,Both,Seasonal Buyer,2023-05-21,2023-06-06,306749,False
PR014595,P04179,Free Shipping,0.35,Online,Brand Loyalist,2023-08-06,2023-08-18,190365,False
PR014596,P03145,Free Shipping,0.18,Offline,Family Shopper,2023-12-08,2023-12-13,300841,False
PR014597,P01022,Flat Discount,0.26,Offline,Seasonal Buyer,2024-01-03,2024-01-26,411202,False
PR014598,P02457,Percentage Off,0.59,Offline,Family Shopper,2022-11-13,2022-12-11,247838,False
PR014599,P04512,Free Shipping,0.6,Offline,Family Shopper,2024-03-28,2024-04-15,273759,False
PR014600,P00742,Free Shipping,0.45,Both,Working Professional,2022-05-08,2022-05-27,131093,True
PR014601,P02810,Percentage Off,0.27,Offline,Brand Loyalist,2023-09-10,2023-10-05,358395,True
PR014602,P00509,BOGO,0.3,Online,Impulse Buyer,2022-03-29,2022-04-06,436423,True
PR014603,P03618,BOGO,0.41,Online,Impulse Buyer,2023-01-18,2023-01-21,333784,False
PR014604,P01054,Flat Discount,0.26,Both,Brand Loyalist,2023-12-22,2023-12-28,284133,False
PR014605,P02332,Free Shipping,0.25,Online,Budget Shopper,2024-04-01,2024-04-27,459115,False
PR014606,P00024,Bundle,0.29,Both,Frequent Buyer,2022-12-07,2022-12-29,348030,True
PR014607,P04490,Free Shipping,0.21,Online,Working Professional,2022-03-28,2022-04-11,155390,True
PR014608,P02586,Flat Discount,0.22,Online,Fashion Enthusiast,2024-07-01,2024-07-07,174343,False
PR014609,P00756,Cashback,0.17,Online,Impulse Buyer,2023-06-08,2023-07-08,90861,True
PR014610,P03736,Cashback,0.54,Online,Frequent Buyer,2022-09-19,2022-10-13,393018,True
PR014611,P01462,BOGO,0.37,Both,Working Professional,2024-07-31,2024-08-15,202894,False
PR014612,P03480,Percentage Off,0.43,Both,Seasonal Buyer,2024-06-08,2024-07-08,59817,False
PR014613,P03716,Percentage Off,0.14,Online,Working Professional,2022-08-19,2022-08-28,413127,True
PR014614,P03600,Percentage Off,0.45,Offline,Family Shopper,2024-09-27,2024-10-26,298061,True
PR014615,P02514,Percentage Off,0.45,Offline,Luxury Shopper,2023-12-28,2024-01-05,42138,False
PR014616,P00411,Cashback,0.44,Offline,Working Professional,2024-08-25,2024-09-06,459483,False
PR014617,P01932,Bundle,0.28,Both,Frequent Buyer,2022-12-21,2023-01-11,498670,False
PR014618,P04059,Free Shipping,0.37,Offline,Brand Loyalist,2024-01-17,2024-01-29,429271,False
PR014619,P01629,Free Shipping,0.41,Offline,Working Professional,2022-08-22,2022-09-07,32102,True
PR014620,P03015,BOGO,0.52,Offline,Luxury Shopper,2022-06-16,2022-06-23,240914,False
PR014621,P02461,Percentage Off,0.55,Offline,Student,2023-01-09,2023-01-26,447742,True
PR014622,P02372,BOGO,0.09,Online,Luxury Shopper,2024-12-12,2024-12-23,472239,False
PR014623,P04968,Bundle,0.27,Online,Budget Shopper,2024-01-08,2024-01-09,269436,True
PR014624,P03166,Flat Discount,0.19,Offline,Working Professional,2023-11-28,2023-12-02,142525,True
PR014625,P02507,Cashback,0.23,Offline,Seasonal Buyer,2024-11-06,2024-11-08,204398,False
PR014626,P00949,Bundle,0.31,Online,Impulse Buyer,2023-06-23,2023-07-11,344042,False
PR014627,P04673,Bundle,0.51,Both,Frequent Buyer,2023-12-07,2023-12-19,44100,True
PR014628,P03998,Flat Discount,0.32,Both,Brand Loyalist,2023-03-24,2023-04-12,448845,False
PR014629,P00851,BOGO,0.32,Both,Brand Loyalist,2024-05-06,2024-05-30,463613,False
PR014630,P02228,Bundle,0.05,Online,Budget Shopper,2023-04-12,2023-04-21,477653,True
PR014631,P02166,Cashback,0.17,Offline,Student,2024-11-06,2024-12-01,55133,False
PR014632,P02021,BOGO,0.17,Offline,Student,2023-09-06,2023-10-01,399734,True
PR014633,P04291,Percentage Off,0.08,Offline,Frequent Buyer,2023-08-11,2023-08-15,265227,True
PR014634,P01497,Flat Discount,0.54,Both,Working Professional,2022-09-08,2022-09-24,426322,False
PR014635,P00147,Cashback,0.21,Offline,Student,2024-07-28,2024-08-14,305243,True
PR014636,P03475,Free Shipping,0.55,Online,Seasonal Buyer,2023-05-04,2023-06-03,435004,False
PR014637,P02746,Percentage Off,0.55,Offline,Student,2023-05-09,2023-05-31,166221,True
PR014638,P02260,Free Shipping,0.34,Offline,Luxury Shopper,2023-11-14,2023-12-12,187231,True
PR014639,P01194,Percentage Off,0.3,Both,Family Shopper,2022-04-28,2022-05-16,392161,False
PR014640,P01275,Bundle,0.19,Offline,Student,2022-07-24,2022-07-26,191412,True
PR014641,P04389,Flat Discount,0.57,Offline,Frequent Buyer,2024-05-09,2024-05-29,435288,False
PR014642,P04143,Flat Discount,0.33,Online,Impulse Buyer,2022-03-16,2022-03-28,228335,False
PR014643,P01863,Free Shipping,0.5,Both,Luxury Shopper,2022-11-04,2022-11-25,253103,False
PR014644,P00782,Percentage Off,0.57,Online,Family Shopper,2024-01-24,2024-02-14,490706,True
PR014645,P02277,Percentage Off,0.39,Both,Luxury Shopper,2024-10-31,2024-11-02,300301,False
PR014646,P03957,BOGO,0.33,Both,Impulse Buyer,2024-10-20,2024-10-26,363972,True
PR014647,P00549,Flat Discount,0.31,Online,Family Shopper,2022-07-26,2022-08-01,196056,False
PR014648,P01720,Free Shipping,0.17,Offline,Impulse Buyer,2022-06-06,2022-06-24,110909,False
PR014649,P02009,Cashback,0.25,Both,Seasonal Buyer,2022-09-22,2022-10-16,217419,False
PR014650,P00633,BOGO,0.43,Offline,Budget Shopper,2024-06-17,2024-06-28,341460,False
PR014651,P01474,Flat Discount,0.25,Online,Luxury Shopper,2022-11-09,2022-12-07,191146,False
PR014652,P02935,Flat Discount,0.23,Both,Working Professional,2024-05-14,2024-05-19,318818,False
PR014653,P03794,Percentage Off,0.2,Offline,Frequent Buyer,2023-09-30,2023-10-24,143385,False
PR014654,P02296,Free Shipping,0.17,Online,Student,2022-03-01,2022-03-28,18062,True
PR014655,P04519,Percentage Off,0.44,Offline,Family Shopper,2022-10-28,2022-11-13,446543,False
PR014656,P03492,Percentage Off,0.36,Both,Student,2022-06-02,2022-06-15,266336,False
PR014657,P02761,Bundle,0.18,Both,Fashion Enthusiast,2022-09-26,2022-10-12,312810,False
PR014658,P04615,Bundle,0.19,Offline,Fashion Enthusiast,2024-04-29,2024-05-22,475658,False
PR014659,P03194,Flat Discount,0.36,Both,Brand Loyalist,2024-02-14,2024-02-29,342756,False
PR014660,P04424,BOGO,0.46,Offline,Frequent Buyer,2023-03-07,2023-03-31,450709,True
PR014661,P00862,Cashback,0.22,Online,Budget Shopper,2023-08-01,2023-08-28,464341,False
PR014662,P02011,Percentage Off,0.29,Both,Family Shopper,2023-02-27,2023-03-11,288505,False
PR014663,P03034,Flat Discount,0.58,Both,Budget Shopper,2022-12-15,2023-01-06,369526,False
PR014664,P00547,Bundle,0.54,Online,Impulse Buyer,2024-06-25,2024-06-29,168552,False
PR014665,P00530,Free Shipping,0.39,Both,Luxury Shopper,2023-04-08,2023-04-28,468593,False
PR014666,P04305,Flat Discount,0.57,Online,Impulse Buyer,2024-09-01,2024-09-15,473709,False
PR014667,P04593,Flat Discount,0.16,Online,Fashion Enthusiast,2023-02-28,2023-03-26,234209,False
PR014668,P03776,Percentage Off,0.29,Online,Brand Loyalist,2023-07-19,2023-08-12,493569,False
PR014669,P04740,Flat Discount,0.56,Offline,Budget Shopper,2023-10-16,2023-10-18,329309,False
PR014670,P01897,Percentage Off,0.41,Online,Family Shopper,2024-10-21,2024-10-24,434039,True
PR014671,P00635,BOGO,0.43,Online,Luxury Shopper,2022-07-13,2022-08-01,422149,True
PR014672,P04320,Free Shipping,0.47,Both,Luxury Shopper,2023-12-03,2023-12-18,46383,True
PR014673,P04745,Free Shipping,0.13,Online,Family Shopper,2022-08-31,2022-09-15,200405,False
PR014674,P04277,Percentage Off,0.16,Offline,Fashion Enthusiast,2023-02-13,2023-02-26,133847,True
PR014675,P03644,Free Shipping,0.07,Online,Brand Loyalist,2022-07-11,2022-07-29,102775,True
PR014676,P04319,Percentage Off,0.14,Offline,Working Professional,2022-09-23,2022-10-22,41070,False
PR014677,P02742,Percentage Off,0.3,Offline,Family Shopper,2023-11-05,2023-11-26,466391,False
PR014678,P04394,Bundle,0.32,Both,Budget Shopper,2023-03-15,2023-04-01,111028,False
PR014679,P02408,Flat Discount,0.41,Both,Family Shopper,2023-02-02,2023-02-27,462312,True
PR014680,P01409,Percentage Off,0.26,Both,Student,2023-10-17,2023-11-06,63591,True
PR014681,P01113,Cashback,0.22,Online,Family Shopper,2024-12-23,2025-01-21,420427,True
PR014682,P03881,Bundle,0.56,Online,Working Professional,2023-04-10,2023-04-20,10535,False
PR014683,P01105,Cashback,0.5,Online,Seasonal Buyer,2023-05-22,2023-06-09,183614,False
PR014684,P03014,Cashback,0.51,Offline,Fashion Enthusiast,2023-04-19,2023-05-08,179681,False
PR014685,P03535,Bundle,0.07,Both,Frequent Buyer,2022-03-24,2022-03-28,260287,False
PR014686,P02107,BOGO,0.55,Offline,Frequent Buyer,2022-07-24,2022-07-25,91559,True
PR014687,P02502,Percentage Off,0.5,Offline,Brand Loyalist,2024-09-11,2024-09-26,384519,False
PR014688,P01604,Cashback,0.27,Both,Fashion Enthusiast,2022-09-22,2022-10-15,81743,False
PR014689,P02229,Free Shipping,0.13,Offline,Frequent Buyer,2023-01-01,2023-01-21,207391,False
PR014690,P01895,Cashback,0.28,Offline,Fashion Enthusiast,2024-10-19,2024-10-26,290396,True
PR014691,P03041,Percentage Off,0.08,Offline,Impulse Buyer,2022-11-13,2022-12-11,304776,False
PR014692,P03191,Flat Discount,0.35,Both,Budget Shopper,2024-08-29,2024-09-05,470089,False
PR014693,P01322,Free Shipping,0.05,Both,Impulse Buyer,2022-10-13,2022-10-22,271107,True
PR014694,P01851,Bundle,0.46,Both,Student,2024-12-23,2025-01-08,25185,True
PR014695,P02872,Free Shipping,0.24,Both,Family Shopper,2023-10-26,2023-11-06,174504,False
PR014696,P01586,BOGO,0.45,Both,Budget Shopper,2023-08-16,2023-08-18,388107,False
PR014697,P04699,Flat Discount,0.1,Offline,Seasonal Buyer,2024-12-06,2024-12-23,165214,True
PR014698,P01873,Bundle,0.49,Both,Seasonal Buyer,2023-04-23,2023-05-19,410769,False
PR014699,P04891,Cashback,0.21,Both,Working Professional,2023-04-19,2023-05-18,436742,False
PR014700,P01711,BOGO,0.14,Both,Brand Loyalist,2024-10-13,2024-10-30,117775,True
PR014701,P01528,Free Shipping,0.42,Offline,Impulse Buyer,2023-08-18,2023-09-10,402628,False
PR014702,P02598,Percentage Off,0.16,Offline,Frequent Buyer,2024-02-21,2024-03-03,254996,False
PR014703,P02234,Bundle,0.59,Online,Budget Shopper,2024-04-27,2024-05-25,313452,True
PR014704,P02438,Free Shipping,0.52,Online,Student,2024-08-03,2024-08-18,226864,False
PR014705,P00555,BOGO,0.07,Both,Brand Loyalist,2023-06-30,2023-07-03,404792,True
PR014706,P00397,Bundle,0.18,Both,Fashion Enthusiast,2024-10-02,2024-10-15,426680,False
PR014707,P02761,BOGO,0.43,Online,Seasonal Buyer,2024-07-23,2024-08-01,32648,True
PR014708,P00294,Flat Discount,0.43,Online,Budget Shopper,2023-08-07,2023-09-01,13831,False
PR014709,P01418,Cashback,0.07,Offline,Student,2022-02-24,2022-03-09,207887,True
PR014710,P04037,Cashback,0.35,Both,Budget Shopper,2023-03-13,2023-04-05,271299,False
PR014711,P01684,Free Shipping,0.08,Both,Impulse Buyer,2023-03-17,2023-03-28,389403,True
PR014712,P02742,Flat Discount,0.42,Both,Student,2022-02-21,2022-03-03,342862,False
PR014713,P01425,BOGO,0.33,Offline,Family Shopper,2023-11-20,2023-12-13,242205,True
PR014714,P00973,Flat Discount,0.34,Both,Fashion Enthusiast,2023-07-21,2023-08-01,118781,True
PR014715,P00953,Bundle,0.14,Offline,Luxury Shopper,2022-10-03,2022-10-22,401168,False
PR014716,P03309,Bundle,0.06,Online,Budget Shopper,2022-02-22,2022-03-19,451596,True
PR014717,P03626,BOGO,0.08,Online,Working Professional,2022-04-01,2022-04-04,388611,False
PR014718,P01430,Free Shipping,0.3,Offline,Student,2022-08-14,2022-08-19,351191,False
PR014719,P01767,BOGO,0.55,Both,Impulse Buyer,2022-05-21,2022-05-25,400041,False
PR014720,P02240,Cashback,0.43,Offline,Seasonal Buyer,2023-08-26,2023-09-18,455541,True
PR014721,P03692,Flat Discount,0.14,Offline,Seasonal Buyer,2024-06-22,2024-07-13,47973,False
PR014722,P03552,BOGO,0.55,Online,Student,2023-09-15,2023-09-17,29507,True
PR014723,P00948,Cashback,0.57,Online,Seasonal Buyer,2024-08-02,2024-08-03,282696,False
PR014724,P00157,Percentage Off,0.57,Offline,Budget Shopper,2024-08-31,2024-09-12,178860,False
PR014725,P03129,Bundle,0.44,Offline,Seasonal Buyer,2023-09-21,2023-10-06,100257,False
PR014726,P00993,Flat Discount,0.55,Offline,Working Professional,2022-06-11,2022-07-08,55179,False
PR014727,P01236,BOGO,0.37,Online,Family Shopper,2023-07-06,2023-08-03,323640,False
PR014728,P02687,Flat Discount,0.19,Online,Working Professional,2023-03-08,2023-03-23,287734,False
PR014729,P00245,Cashback,0.38,Both,Impulse Buyer,2022-11-30,2022-12-28,309466,False
PR014730,P02469,Flat Discount,0.2,Online,Working Professional,2022-08-20,2022-08-23,193663,False
PR014731,P02153,Percentage Off,0.08,Online,Family Shopper,2022-01-03,2022-01-25,90675,False
PR014732,P01389,Free Shipping,0.31,Online,Family Shopper,2023-08-18,2023-09-14,299812,True
PR014733,P00637,Flat Discount,0.57,Offline,Brand Loyalist,2024-12-30,2025-01-28,382777,False
PR014734,P03193,BOGO,0.47,Online,Impulse Buyer,2023-12-26,2024-01-01,160626,False
PR014735,P04448,Free Shipping,0.56,Offline,Fashion Enthusiast,2022-12-09,2023-01-08,303696,True
PR014736,P00773,Free Shipping,0.1,Offline,Seasonal Buyer,2023-04-06,2023-04-24,290377,True
PR014737,P00792,Flat Discount,0.43,Online,Brand Loyalist,2024-06-04,2024-06-13,332546,False
PR014738,P01088,Flat Discount,0.55,Offline,Working Professional,2022-01-05,2022-01-28,104102,False
PR014739,P01759,Percentage Off,0.26,Offline,Frequent Buyer,2022-07-03,2022-07-12,280772,False
PR014740,P01000,Cashback,0.31,Offline,Brand Loyalist,2024-04-23,2024-05-13,416110,True
PR014741,P04649,Percentage Off,0.25,Offline,Seasonal Buyer,2023-12-17,2024-01-02,427155,True
PR014742,P04625,BOGO,0.5,Offline,Budget Shopper,2024-09-17,2024-09-24,278901,True
PR014743,P02416,Percentage Off,0.2,Offline,Family Shopper,2024-02-29,2024-03-19,268847,False
PR014744,P00510,Free Shipping,0.59,Offline,Budget Shopper,2024-05-19,2024-06-04,210401,True
PR014745,P00207,BOGO,0.47,Online,Student,2024-09-02,2024-09-14,264178,True
PR014746,P00563,Cashback,0.56,Offline,Working Professional,2023-09-04,2023-09-05,384095,False
PR014747,P02487,Cashback,0.23,Online,Frequent Buyer,2022-03-14,2022-03-31,264409,True
PR014748,P02451,Free Shipping,0.49,Offline,Frequent Buyer,2023-09-20,2023-10-16,406912,False
PR014749,P00317,Free Shipping,0.47,Offline,Seasonal Buyer,2022-07-25,2022-08-23,71712,False
PR014750,P04247,BOGO,0.28,Both,Family Shopper,2023-04-15,2023-05-10,423315,False
PR014751,P03065,Cashback,0.2,Online,Fashion Enthusiast,2024-01-23,2024-01-28,38010,False
PR014752,P00632,Percentage Off,0.23,Both,Family Shopper,2024-03-22,2024-03-31,180089,True
PR014753,P03503,Flat Discount,0.53,Both,Fashion Enthusiast,2023-02-26,2023-03-05,328588,False
PR014754,P00058,Flat Discount,0.05,Offline,Impulse Buyer,2023-04-24,2023-05-22,23144,False
PR014755,P01720,Percentage Off,0.59,Both,Frequent Buyer,2024-02-24,2024-03-11,254731,False
PR014756,P01229,Free Shipping,0.36,Offline,Brand Loyalist,2024-11-15,2024-12-01,218436,False
PR014757,P00927,Flat Discount,0.24,Both,Luxury Shopper,2023-07-15,2023-07-28,141232,False
PR014758,P00882,Flat Discount,0.12,Online,Family Shopper,2022-03-28,2022-04-20,301019,True
PR014759,P01509,BOGO,0.41,Offline,Brand Loyalist,2024-01-21,2024-01-25,281561,False
PR014760,P03368,Percentage Off,0.49,Offline,Frequent Buyer,2022-04-25,2022-04-28,472556,False
PR014761,P00135,Percentage Off,0.17,Both,Fashion Enthusiast,2022-03-09,2022-03-26,450138,False
PR014762,P02248,BOGO,0.3,Online,Fashion Enthusiast,2024-05-09,2024-05-23,211519,False
PR014763,P02769,Percentage Off,0.19,Online,Impulse Buyer,2024-08-27,2024-09-15,247839,False
PR014764,P01921,Bundle,0.15,Online,Impulse Buyer,2022-07-28,2022-08-25,207233,True
PR014765,P01148,Percentage Off,0.24,Both,Frequent Buyer,2024-12-29,2025-01-14,407855,False
PR014766,P03783,Cashback,0.08,Both,Budget Shopper,2023-08-26,2023-09-02,42244,False
PR014767,P03628,Flat Discount,0.38,Offline,Student,2023-07-11,2023-08-06,400013,False
PR014768,P00844,BOGO,0.34,Offline,Seasonal Buyer,2024-03-25,2024-04-10,144120,True
PR014769,P04771,Flat Discount,0.33,Offline,Working Professional,2023-10-15,2023-11-07,312581,True
PR014770,P02976,Free Shipping,0.54,Offline,Student,2023-07-14,2023-08-06,80256,True
PR014771,P03215,Cashback,0.17,Offline,Seasonal Buyer,2024-04-26,2024-05-13,261086,True
PR014772,P00617,Flat Discount,0.48,Online,Impulse Buyer,2022-09-28,2022-10-16,73611,False
PR014773,P03869,Percentage Off,0.47,Both,Seasonal Buyer,2024-03-18,2024-04-09,378213,False
PR014774,P04788,BOGO,0.24,Online,Luxury Shopper,2024-10-21,2024-11-15,406505,True
PR014775,P00633,Bundle,0.32,Offline,Fashion Enthusiast,2022-05-05,2022-05-26,436425,False
PR014776,P00469,Free Shipping,0.59,Both,Student,2024-12-25,2025-01-18,438655,False
PR014777,P03268,Free Shipping,0.58,Both,Budget Shopper,2024-05-23,2024-06-07,274213,True
PR014778,P01717,Flat Discount,0.33,Online,Fashion Enthusiast,2024-08-12,2024-08-13,219819,False
PR014779,P04814,Bundle,0.56,Offline,Brand Loyalist,2022-01-02,2022-01-09,185257,True
PR014780,P03448,BOGO,0.11,Online,Family Shopper,2024-07-10,2024-07-14,278803,True
PR014781,P04977,Bundle,0.45,Both,Luxury Shopper,2023-02-01,2023-02-20,285113,False
PR014782,P01327,Percentage Off,0.24,Online,Impulse Buyer,2023-10-22,2023-11-21,456181,False
PR014783,P01031,Bundle,0.08,Online,Budget Shopper,2024-03-13,2024-04-07,489159,False
PR014784,P02131,Cashback,0.2,Offline,Frequent Buyer,2024-05-18,2024-06-15,304679,False
PR014785,P04857,Flat Discount,0.4,Both,Working Professional,2022-02-15,2022-02-26,497952,True
PR014786,P04290,BOGO,0.5,Online,Impulse Buyer,2023-03-05,2023-03-08,422140,False
PR014787,P02575,Bundle,0.47,Both,Working Professional,2022-11-09,2022-11-11,441153,True
PR014788,P04429,Bundle,0.54,Both,Budget Shopper,2024-08-10,2024-09-07,99957,True
PR014789,P00636,BOGO,0.47,Online,Budget Shopper,2023-11-20,2023-12-03,405568,False
PR014790,P03959,Cashback,0.47,Both,Frequent Buyer,2024-04-22,2024-05-16,16907,False
PR014791,P04050,Free Shipping,0.24,Both,Family Shopper,2023-06-10,2023-07-09,96577,True
PR014792,P04382,Cashback,0.16,Both,Luxury Shopper,2023-11-22,2023-12-15,371569,True
PR014793,P04576,Cashback,0.23,Both,Family Shopper,2022-08-01,2022-08-28,151519,False
PR014794,P00622,Percentage Off,0.51,Offline,Frequent Buyer,2022-09-02,2022-09-14,223906,True
PR014795,P03613,Percentage Off,0.29,Online,Student,2022-01-30,2022-01-31,499855,False
PR014796,P00396,BOGO,0.14,Online,Frequent Buyer,2022-04-19,2022-04-23,406527,False
PR014797,P02475,Cashback,0.29,Online,Impulse Buyer,2024-10-23,2024-10-28,486269,False
PR014798,P03284,Free Shipping,0.17,Both,Family Shopper,2023-02-18,2023-03-19,95646,True
PR014799,P02099,Free Shipping,0.1,Offline,Luxury Shopper,2023-05-26,2023-06-13,164728,False
PR014800,P03680,BOGO,0.22,Both,Seasonal Buyer,2023-10-28,2023-11-04,206647,False
PR014801,P02268,Percentage Off,0.41,Online,Impulse Buyer,2022-05-18,2022-05-25,249772,False
PR014802,P03711,Cashback,0.28,Offline,Student,2022-10-29,2022-11-26,137440,True
PR014803,P02424,Flat Discount,0.6,Online,Working Professional,2024-11-15,2024-12-01,235302,False
PR014804,P03043,Percentage Off,0.4,Offline,Seasonal Buyer,2023-01-06,2023-01-14,247409,False
PR014805,P03086,Bundle,0.58,Offline,Frequent Buyer,2023-09-08,2023-10-02,202531,False
PR014806,P01666,Percentage Off,0.51,Both,Budget Shopper,2022-02-26,2022-03-08,295904,False
