search_id,customer_id,query_text,timestamp,results_count,clicked_product_id,converted
SR0198567,C04617,black dress,2024-11-11 23:20:00,217,P04719,False
SR0198568,C05082,summer kurta,2022-10-30 15:25:00,348,,False
SR0198569,C02033,ethnic wear women,2022-06-26 07:00:00,358,P00784,False
SR0198570,C05863,winter jacket,2024-09-14 14:52:00,56,P00896,False
SR0198571,C07171,party wear dress,2024-06-23 00:30:00,9,P01146,False
SR0198572,C00076,crop top,2022-02-04 04:33:00,113,,False
SR0198573,C06806,casual jeans,2024-07-12 04:00:00,428,P04953,False
SR0198574,C08432,palazzo pants,2023-11-09 12:34:00,366,,False
SR0198575,C09092,handbag red,2023-02-19 09:39:00,279,P00070,False
SR0198576,C09804,silk saree,2024-05-22 16:08:00,407,,False
SR0198577,C00630,printed kurti,2024-01-19 04:54:00,417,P04731,True
SR0198578,C07675,denim jacket,2022-05-25 23:56:00,432,,False
SR0198579,C00032,gym wear,2024-09-17 12:42:00,446,,False
SR0198580,C04834,joggers mens,2022-10-31 03:42:00,494,,False
SR0198581,C07030,handbag red,2023-05-01 09:42:00,92,P02638,False
SR0198582,C04904,black dress,2022-09-20 15:41:00,434,P04252,False
SR0198583,C05443,handbag red,2024-04-18 06:15:00,368,,False
SR0198584,C07979,joggers mens,2022-04-01 07:13:00,83,,False
SR0198585,C09186,maxi dress,2023-01-14 08:31:00,482,P03779,False
SR0198586,C06637,formal shirt men,2022-03-10 02:51:00,369,,False
SR0198587,C09194,winter jacket,2022-01-19 13:26:00,340,P00531,False
SR0198588,C06431,palazzo pants,2022-07-14 12:53:00,209,P02862,False
SR0198589,C00400,maxi dress,2023-01-16 12:59:00,84,,False
SR0198590,C01755,black dress,2023-02-16 08:33:00,376,,False
SR0198591,C01328,winter jacket,2022-01-17 00:37:00,427,P03650,False
SR0198592,C07057,handbag red,2023-02-10 05:28:00,132,,False
SR0198593,C08404,joggers mens,2024-01-04 09:23:00,384,P03708,False
SR0198594,C04976,palazzo pants,2022-10-07 05:21:00,416,P04101,True
SR0198595,C06009,sneakers white,2024-02-12 03:36:00,359,,False
SR0198596,C07821,handbag red,2022-02-02 11:47:00,392,,False
SR0198597,C00925,anarkali suit,2023-07-09 16:42:00,492,P01131,True
SR0198598,C03597,ethnic wear women,2024-11-09 10:31:00,306,P01412,False
SR0198599,C06867,gym wear,2023-11-19 11:58:00,445,P04758,False
SR0198600,C06542,summer kurta,2024-12-31 11:01:00,88,P02902,False
SR0198601,C03749,ethnic wear women,2023-04-02 01:15:00,119,P03385,False
SR0198602,C02531,summer kurta,2024-02-17 11:02:00,290,,False
SR0198603,C05892,sneakers white,2023-10-13 08:12:00,426,,False
SR0198604,C06297,maxi dress,2023-07-22 10:40:00,200,,True
SR0198605,C04470,running shoes,2024-03-15 01:53:00,246,P01244,False
SR0198606,C00364,denim jacket,2024-09-17 20:37:00,369,P01630,True
SR0198607,C01720,casual jeans,2024-04-25 01:17:00,277,,False
SR0198608,C09567,summer kurta,2022-02-28 22:28:00,214,,False
SR0198609,C03656,formal shirt men,2023-11-14 08:50:00,146,P00866,True
SR0198610,C00757,gym wear,2023-01-13 04:09:00,303,,False
SR0198611,C05931,winter jacket,2023-06-28 00:25:00,132,P02577,False
SR0198612,C04148,casual jeans,2024-09-12 23:20:00,183,P02864,False
SR0198613,C00698,denim jacket,2023-11-03 15:57:00,402,P02583,False
SR0198614,C03649,ethnic wear women,2024-10-25 21:03:00,444,P00497,False
SR0198615,C07788,denim jacket,2022-07-06 13:46:00,258,,False
SR0198616,C03574,winter jacket,2024-01-16 16:35:00,323,P02343,False
SR0198617,C00554,anarkali suit,2024-01-10 20:12:00,306,P02002,True
SR0198618,C06259,ethnic wear women,2022-12-27 21:03:00,342,P04149,False
SR0198619,C07003,handbag red,2024-11-27 18:58:00,443,,False
SR0198620,C09505,ethnic wear women,2023-07-13 20:37:00,242,P03329,True
SR0198621,C06065,anarkali suit,2022-07-28 19:38:00,370,P04766,False
SR0198622,C02126,winter jacket,2023-10-20 07:54:00,115,P00114,True
SR0198623,C03980,formal shirt men,2023-09-19 20:52:00,407,,False
SR0198624,C06007,winter jacket,2022-04-12 13:25:00,174,P03104,False
SR0198625,C05263,office wear,2022-01-30 02:55:00,182,P00392,False
SR0198626,C03387,handbag red,2023-11-23 20:28:00,391,P02690,False
SR0198627,C01640,crop top,2024-10-02 21:06:00,43,P00122,False
SR0198628,C08072,running shoes,2023-11-06 09:57:00,163,P01445,False
SR0198629,C06967,black dress,2022-10-12 05:04:00,474,,False
SR0198630,C01201,joggers mens,2023-07-29 22:15:00,231,P01823,True
SR0198631,C07844,casual jeans,2023-05-01 19:39:00,435,P02294,False
SR0198632,C03059,palazzo pants,2022-04-08 11:19:00,392,P03285,False
SR0198633,C09466,casual jeans,2022-10-15 06:01:00,289,P04343,False
SR0198634,C09289,summer kurta,2022-11-14 06:49:00,325,P00731,False
SR0198635,C05301,gym wear,2024-11-19 11:19:00,37,P04734,False
SR0198636,C02538,printed kurti,2023-01-18 15:53:00,196,P03631,False
SR0198637,C05920,anarkali suit,2024-03-09 04:58:00,149,P01870,False
SR0198638,C04285,joggers mens,2024-09-01 15:43:00,125,P02705,True
SR0198639,C02796,maxi dress,2022-05-27 23:48:00,109,P04298,True
SR0198640,C06015,casual jeans,2024-06-19 11:15:00,480,,False
SR0198641,C01701,crop top,2024-10-01 13:29:00,421,P01566,False
SR0198642,C03764,printed kurti,2024-07-06 16:33:00,37,,True
SR0198643,C06765,joggers mens,2023-10-08 12:18:00,388,P03312,False
SR0198644,C03502,crop top,2022-05-14 17:27:00,375,P03217,False
SR0198645,C00700,winter jacket,2022-04-29 11:13:00,335,P03774,False
SR0198646,C09168,printed kurti,2022-02-25 10:28:00,492,,True
SR0198647,C05323,crop top,2022-09-20 18:56:00,177,P00234,False
SR0198648,C07745,formal shirt men,2024-06-18 18:57:00,215,,False
SR0198649,C00817,crop top,2024-06-21 21:41:00,426,,False
SR0198650,C07798,handbag red,2024-10-09 01:15:00,268,P02065,False
SR0198651,C08989,running shoes,2024-02-28 12:21:00,398,P00485,True
SR0198652,C00833,anarkali suit,2023-11-21 08:30:00,416,P02213,False
SR0198653,C08468,running shoes,2023-05-12 19:55:00,462,P00219,False
SR0198654,C09786,black dress,2024-03-13 10:01:00,168,P03239,True
SR0198655,C02286,winter jacket,2022-12-30 04:10:00,397,,False
SR0198656,C07330,running shoes,2022-10-22 20:24:00,277,P02102,True
SR0198657,C04413,palazzo pants,2024-04-07 16:13:00,4,,True
SR0198658,C04202,handbag red,2023-06-25 03:17:00,0,P03834,False
SR0198659,C00630,black dress,2024-11-24 10:10:00,388,P01580,False
SR0198660,C03352,black dress,2022-02-06 10:02:00,299,,False
SR0198661,C01665,running shoes,2024-06-02 19:19:00,329,,False
SR0198662,C03335,ethnic wear women,2023-03-16 18:35:00,489,,False
SR0198663,C03954,printed kurti,2022-04-11 03:55:00,134,P00295,False
SR0198664,C00815,silk saree,2022-01-21 16:21:00,418,P01208,False
SR0198665,C05443,printed kurti,2023-06-24 06:28:00,260,P02879,False
SR0198666,C03444,denim jacket,2022-05-16 17:23:00,258,P00782,True
SR0198667,C03030,casual jeans,2023-02-21 19:19:00,119,P02389,False
SR0198668,C08761,palazzo pants,2024-05-15 04:05:00,344,P02738,False
SR0198669,C08441,office wear,2024-04-08 08:05:00,339,,True
SR0198670,C09284,printed kurti,2024-09-14 12:04:00,30,P04450,False
SR0198671,C05903,casual jeans,2022-04-04 18:10:00,84,P02935,False
SR0198672,C04278,ethnic wear women,2022-09-12 01:28:00,196,P00703,True
SR0198673,C01904,ethnic wear women,2024-11-07 19:12:00,56,P04695,False
SR0198674,C05271,handbag red,2023-10-30 22:37:00,475,,False
SR0198675,C05061,maxi dress,2023-09-07 12:31:00,320,P01977,False
SR0198676,C00312,handbag red,2023-05-06 10:24:00,386,P03817,False
SR0198677,C06465,joggers mens,2024-08-16 10:57:00,58,,False
SR0198678,C09064,printed kurti,2023-12-15 04:07:00,177,P01969,False
SR0198679,C04462,palazzo pants,2023-08-29 19:15:00,495,P02103,False
SR0198680,C04168,black dress,2023-09-21 01:22:00,290,P04972,False
SR0198681,C08794,printed kurti,2023-06-20 18:36:00,389,P00449,False
SR0198682,C01684,office wear,2023-03-26 04:42:00,137,P01903,False
SR0198683,C01306,denim jacket,2024-04-11 21:25:00,41,,False
SR0198684,C03174,summer kurta,2024-01-04 03:07:00,187,,False
SR0198685,C09111,sneakers white,2022-11-28 08:57:00,35,P03722,False
SR0198686,C01070,anarkali suit,2023-04-01 19:34:00,384,,False
SR0198687,C03414,sneakers white,2022-11-24 12:16:00,401,P03819,False
SR0198688,C08957,denim jacket,2022-09-11 17:04:00,117,P04158,True
SR0198689,C09790,winter jacket,2022-10-02 01:25:00,103,,False
SR0198690,C02138,printed kurti,2022-09-08 22:26:00,40,,True
SR0198691,C06737,party wear dress,2023-10-11 15:00:00,185,P04200,True
SR0198692,C06623,denim jacket,2022-01-16 05:03:00,256,,False
SR0198693,C07625,printed kurti,2023-07-22 10:36:00,310,P04503,False
SR0198694,C01686,office wear,2022-12-20 11:10:00,120,,False
SR0198695,C03454,handbag red,2023-07-18 19:13:00,256,P03033,False
SR0198696,C02614,gym wear,2023-09-08 09:05:00,164,,False
SR0198697,C03874,sneakers white,2024-12-19 21:14:00,73,P02281,True
SR0198698,C00457,gym wear,2023-01-15 02:06:00,248,P04438,True
SR0198699,C05828,summer kurta,2023-06-27 07:41:00,435,P03317,False
SR0198700,C03653,ethnic wear women,2023-09-30 23:20:00,30,P00623,True
SR0198701,C07523,joggers mens,2024-11-11 10:10:00,43,,False
SR0198702,C07054,crop top,2022-12-29 18:21:00,417,,False
SR0198703,C00968,silk saree,2024-10-29 15:17:00,224,P00788,False
SR0198704,C09501,casual jeans,2022-11-22 17:26:00,343,P00659,False
SR0198705,C08909,handbag red,2023-05-10 20:08:00,74,P02492,False
SR0198706,C04382,gym wear,2023-04-16 09:59:00,164,,False
SR0198707,C02548,winter jacket,2022-11-12 02:38:00,82,,False
SR0198708,C07287,office wear,2024-01-01 10:53:00,141,,False
SR0198709,C00657,ethnic wear women,2023-11-24 23:01:00,119,P01726,True
SR0198710,C02787,gym wear,2024-09-09 02:20:00,156,P00432,False
SR0198711,C00797,gym wear,2023-03-24 07:26:00,41,P01132,False
SR0198712,C05653,ethnic wear women,2022-12-31 18:41:00,499,P03616,False
SR0198713,C02223,joggers mens,2022-06-05 20:27:00,334,P03176,True
SR0198714,C09627,denim jacket,2023-01-13 11:03:00,307,P01244,False
SR0198715,C05149,palazzo pants,2023-08-13 07:49:00,297,,False
SR0198716,C08713,office wear,2024-08-18 18:11:00,277,P01581,False
SR0198717,C04306,formal shirt men,2023-02-24 23:12:00,376,P00961,False
SR0198718,C02996,denim jacket,2024-08-26 01:08:00,180,P01357,True
SR0198719,C04823,office wear,2022-03-09 01:01:00,384,P01927,True
SR0198720,C07728,party wear dress,2023-02-16 09:38:00,35,P02021,True
SR0198721,C09417,formal shirt men,2023-04-23 22:41:00,28,P00915,False
SR0198722,C02216,silk saree,2022-01-22 02:23:00,385,P02626,True
SR0198723,C05429,denim jacket,2023-05-09 04:31:00,211,P02942,False
SR0198724,C00328,black dress,2023-02-03 04:15:00,180,,False
SR0198725,C06351,office wear,2024-11-07 20:31:00,115,P00116,False
SR0198726,C06256,silk saree,2023-08-04 16:29:00,68,P01098,False
SR0198727,C09482,joggers mens,2022-09-22 06:59:00,304,P01043,False
SR0198728,C01565,formal shirt men,2024-03-19 08:09:00,360,P02820,True
SR0198729,C09551,printed kurti,2024-12-26 21:28:00,42,P01837,False
SR0198730,C08369,black dress,2023-10-22 05:49:00,331,P02857,False
SR0198731,C00641,silk saree,2022-07-04 14:32:00,131,P04543,True
SR0198732,C05568,maxi dress,2023-03-31 01:15:00,470,P03496,False
SR0198733,C04971,running shoes,2024-05-09 10:08:00,341,P00324,False
SR0198734,C02263,joggers mens,2024-12-10 20:07:00,331,,False
SR0198735,C05272,running shoes,2023-06-25 22:27:00,25,P03566,True
SR0198736,C07546,office wear,2022-04-10 03:13:00,280,P04985,False
SR0198737,C07158,black dress,2024-08-22 00:23:00,424,,False
SR0198738,C04187,crop top,2022-08-14 07:13:00,200,P03237,False
SR0198739,C00570,casual jeans,2023-01-30 17:59:00,367,P03231,False
SR0198740,C06893,office wear,2024-12-13 17:33:00,442,P00962,True
SR0198741,C00611,handbag red,2023-10-17 13:49:00,343,,False
SR0198742,C08743,summer kurta,2022-08-10 23:46:00,204,,False
SR0198743,C01635,party wear dress,2022-10-24 17:18:00,230,,False
SR0198744,C05015,gym wear,2023-07-23 16:31:00,471,P01205,False
SR0198745,C05292,palazzo pants,2022-04-19 18:25:00,500,P02420,False
SR0198746,C08785,anarkali suit,2022-12-04 05:55:00,79,P03469,False
SR0198747,C02631,crop top,2024-06-02 06:38:00,311,P01249,False
SR0198748,C03586,gym wear,2024-11-27 03:17:00,85,,False
SR0198749,C09083,summer kurta,2023-05-21 09:32:00,371,,False
SR0198750,C00978,party wear dress,2023-07-05 15:55:00,463,,False
SR0198751,C03981,handbag red,2022-03-13 20:43:00,495,P04821,False
SR0198752,C04789,printed kurti,2022-09-25 10:59:00,403,P03238,False
SR0198753,C07897,handbag red,2024-05-15 16:33:00,168,P00992,False
SR0198754,C00696,casual jeans,2022-08-02 17:02:00,122,P03719,False
SR0198755,C01330,summer kurta,2024-11-28 09:01:00,44,P03379,False
SR0198756,C05103,sneakers white,2022-06-19 13:31:00,23,,False
SR0198757,C04800,casual jeans,2023-09-04 17:24:00,331,,False
SR0198758,C07046,summer kurta,2024-02-11 18:18:00,9,,False
SR0198759,C02207,casual jeans,2023-10-30 14:05:00,84,,False
SR0198760,C04151,joggers mens,2023-02-02 16:47:00,360,,True
SR0198761,C04307,crop top,2022-05-09 19:33:00,250,P04725,False
SR0198762,C03900,handbag red,2023-12-20 23:04:00,449,,False
SR0198763,C08651,sneakers white,2024-10-06 20:18:00,324,P03603,False
SR0198764,C02411,formal shirt men,2022-05-20 06:39:00,270,P01932,False
SR0198765,C07705,silk saree,2023-07-12 01:24:00,404,P04106,False
SR0198766,C08566,party wear dress,2023-04-15 21:59:00,235,P04965,False
SR0198767,C07330,ethnic wear women,2023-01-21 21:36:00,466,P01162,False
SR0198768,C08015,black dress,2022-10-30 10:00:00,409,,False
SR0198769,C04514,palazzo pants,2022-11-03 14:16:00,39,P00641,False
SR0198770,C08916,crop top,2022-03-08 16:55:00,80,P03109,False
SR0198771,C04559,handbag red,2023-09-24 13:30:00,461,P02826,True
SR0198772,C05898,party wear dress,2024-08-02 00:53:00,18,,False
SR0198773,C07173,maxi dress,2022-09-17 04:56:00,431,P01360,False
SR0198774,C09913,party wear dress,2024-08-07 12:03:00,187,P04231,True
SR0198775,C08234,silk saree,2022-11-18 18:20:00,208,P03735,False
SR0198776,C02001,silk saree,2024-01-28 05:12:00,192,P04864,False
SR0198777,C02151,handbag red,2024-07-24 04:20:00,376,,False
SR0198778,C07242,handbag red,2022-03-30 20:14:00,399,,True
SR0198779,C08318,summer kurta,2022-05-10 20:20:00,473,P01381,False
SR0198780,C00221,gym wear,2022-09-22 18:32:00,391,P01313,False
SR0198781,C04342,office wear,2022-01-10 03:56:00,79,P00047,False
SR0198782,C05211,summer kurta,2024-03-11 21:55:00,357,,False
SR0198783,C06352,sneakers white,2022-03-23 23:29:00,104,P01352,False
SR0198784,C07659,gym wear,2022-02-01 15:37:00,129,P03155,False
SR0198785,C09715,joggers mens,2022-07-11 03:28:00,287,,True
SR0198786,C06564,summer kurta,2023-08-04 19:48:00,341,P04968,False
SR0198787,C07229,party wear dress,2024-01-27 04:21:00,82,P03049,False
SR0198788,C04715,running shoes,2024-08-18 19:22:00,108,,False
SR0198789,C08051,ethnic wear women,2022-09-03 05:14:00,299,,False
SR0198790,C08777,joggers mens,2023-04-21 23:18:00,153,,False
SR0198791,C08448,denim jacket,2023-11-29 17:55:00,104,,False
SR0198792,C02123,summer kurta,2024-01-24 14:38:00,184,,False
SR0198793,C02836,sneakers white,2022-12-16 06:09:00,146,P03005,False
SR0198794,C03401,black dress,2023-02-17 00:37:00,453,P01589,False
SR0198795,C07266,silk saree,2023-12-14 16:18:00,370,P01275,True
SR0198796,C01722,maxi dress,2023-11-28 11:26:00,32,P04344,False
SR0198797,C05038,sneakers white,2023-10-07 18:47:00,207,P04750,False
SR0198798,C00437,handbag red,2023-05-14 19:36:00,303,,True
SR0198799,C04662,crop top,2023-11-19 06:57:00,398,P04733,False
SR0198800,C01104,winter jacket,2023-11-08 20:36:00,227,P01150,False
SR0198801,C00534,silk saree,2023-09-05 09:09:00,136,P02807,False
SR0198802,C00891,crop top,2022-03-22 10:56:00,416,P03851,False
SR0198803,C02725,gym wear,2022-10-22 17:41:00,286,P04168,False
SR0198804,C09370,sneakers white,2023-11-24 16:20:00,235,P03023,False
SR0198805,C02857,denim jacket,2022-10-21 15:56:00,423,P04499,False
SR0198806,C05147,formal shirt men,2022-09-01 07:39:00,68,P04454,False
SR0198807,C01387,joggers mens,2024-03-08 19:26:00,236,P04548,True
SR0198808,C00207,casual jeans,2024-08-13 19:42:00,78,P01700,False
SR0198809,C04040,formal shirt men,2024-04-21 18:34:00,401,,False
SR0198810,C07863,handbag red,2023-11-29 10:19:00,54,P02220,True
SR0198811,C08004,sneakers white,2022-03-02 16:42:00,20,P00946,False
SR0198812,C03674,printed kurti,2024-10-08 22:54:00,85,P02522,True
SR0198813,C07843,winter jacket,2023-11-14 00:06:00,304,P04925,False
SR0198814,C01765,silk saree,2024-03-13 18:38:00,175,,False
SR0198815,C08682,casual jeans,2022-01-18 21:08:00,453,P02321,False
SR0198816,C01854,joggers mens,2023-08-29 20:06:00,302,,False
SR0198817,C00351,printed kurti,2022-05-31 04:00:00,126,,False
SR0198818,C09509,crop top,2023-08-07 07:35:00,125,,False
SR0198819,C02512,black dress,2023-01-01 19:56:00,453,P03644,False
SR0198820,C05278,party wear dress,2024-07-31 05:07:00,263,P02004,False
SR0198821,C05794,anarkali suit,2022-09-25 06:46:00,369,P03025,False
SR0198822,C04682,office wear,2023-11-01 20:41:00,291,P02556,False
SR0198823,C05269,silk saree,2023-12-15 08:14:00,463,P04954,False
SR0198824,C03064,silk saree,2023-08-04 14:25:00,19,,False
SR0198825,C07184,sneakers white,2024-03-29 13:26:00,449,,False
SR0198826,C02104,winter jacket,2022-01-25 00:29:00,226,P00022,True
SR0198827,C08513,casual jeans,2022-01-18 05:09:00,350,P04463,False
SR0198828,C04791,party wear dress,2024-04-28 01:31:00,201,,False
SR0198829,C08948,office wear,2022-09-10 19:59:00,483,P04804,False
SR0198830,C04103,sneakers white,2023-11-08 18:02:00,427,,False
SR0198831,C09430,office wear,2022-07-04 02:43:00,281,,False
SR0198832,C04322,denim jacket,2023-05-07 01:02:00,179,P03884,False
SR0198833,C09205,handbag red,2022-12-30 14:39:00,2,,False
SR0198834,C09960,ethnic wear women,2023-11-09 01:34:00,314,,False
SR0198835,C00597,party wear dress,2024-03-01 00:25:00,159,,False
SR0198836,C06534,casual jeans,2024-03-18 06:11:00,269,P02604,False
SR0198837,C02499,casual jeans,2022-04-11 06:02:00,76,P00826,False
SR0198838,C07084,printed kurti,2024-05-27 20:26:00,499,P01579,False
SR0198839,C05303,summer kurta,2022-05-18 01:21:00,465,,False
SR0198840,C05364,anarkali suit,2023-04-26 12:13:00,72,P03127,False
SR0198841,C00380,printed kurti,2023-06-20 08:38:00,14,P03739,False
SR0198842,C06732,joggers mens,2023-03-11 02:26:00,17,P01421,False
SR0198843,C03531,casual jeans,2024-05-04 14:19:00,435,P03485,False
SR0198844,C04077,party wear dress,2024-08-29 03:03:00,253,,True
SR0198845,C04080,crop top,2024-10-29 04:00:00,344,P02868,False
SR0198846,C08229,sneakers white,2022-07-14 15:32:00,306,,False
SR0198847,C03954,printed kurti,2024-10-12 20:58:00,124,,True
SR0198848,C04895,gym wear,2024-11-27 11:30:00,484,,False
SR0198849,C05408,black dress,2024-02-11 01:02:00,138,P01615,False
SR0198850,C06334,gym wear,2024-07-04 02:40:00,337,P02905,False
SR0198851,C01599,crop top,2023-11-14 18:46:00,132,,False
SR0198852,C08618,maxi dress,2023-05-02 04:00:00,363,P04870,False
SR0198853,C00655,winter jacket,2023-03-10 18:48:00,129,,False
SR0198854,C06860,anarkali suit,2023-01-03 10:52:00,321,P04228,False
SR0198855,C09601,maxi dress,2023-07-17 17:25:00,389,,False
SR0198856,C03783,handbag red,2022-08-07 05:51:00,480,P02730,False
SR0198857,C02102,anarkali suit,2023-08-27 22:31:00,163,,False
SR0198858,C07868,gym wear,2022-01-06 07:33:00,5,P03884,True
SR0198859,C03957,sneakers white,2023-08-06 02:04:00,45,P03637,False
SR0198860,C02709,palazzo pants,2024-04-26 11:06:00,212,,False
SR0198861,C02029,black dress,2022-04-26 23:28:00,399,,False
SR0198862,C03451,joggers mens,2023-08-19 17:36:00,460,P04608,False
SR0198863,C04342,joggers mens,2023-02-21 18:29:00,12,P01104,False
SR0198864,C09729,crop top,2023-01-27 17:58:00,487,P00970,False
SR0198865,C09518,gym wear,2024-04-16 05:36:00,141,P02084,False
SR0198866,C09065,joggers mens,2022-10-08 17:00:00,146,,False
SR0198867,C04880,palazzo pants,2022-12-08 15:30:00,59,P03942,True
SR0198868,C00339,casual jeans,2022-07-10 03:14:00,44,P04188,False
SR0198869,C09786,silk saree,2024-02-16 22:17:00,482,,False
SR0198870,C00070,running shoes,2023-04-22 00:27:00,65,,False
SR0198871,C00307,anarkali suit,2023-06-23 21:32:00,500,P00366,False
SR0198872,C01964,office wear,2022-06-06 18:06:00,246,P02239,False
SR0198873,C01692,printed kurti,2024-06-08 08:22:00,32,P04347,False
SR0198874,C06290,summer kurta,2024-03-03 11:43:00,10,P00971,False
SR0198875,C06319,denim jacket,2024-08-14 00:47:00,337,P01981,False
SR0198876,C01489,party wear dress,2022-09-09 15:22:00,97,P04957,False
SR0198877,C07984,party wear dress,2022-03-17 16:27:00,345,P02315,False
SR0198878,C06700,formal shirt men,2022-03-28 10:39:00,116,P00109,False
SR0198879,C02249,maxi dress,2024-03-05 07:36:00,54,P00999,False
SR0198880,C02499,office wear,2023-04-30 03:42:00,46,P04106,False
SR0198881,C04895,black dress,2022-01-17 12:10:00,329,,True
SR0198882,C02218,anarkali suit,2022-11-03 06:48:00,62,P01486,True
SR0198883,C04820,casual jeans,2024-10-08 23:16:00,248,P01717,False
SR0198884,C01857,party wear dress,2023-03-01 08:37:00,428,,False
SR0198885,C01622,ethnic wear women,2024-08-11 08:02:00,408,,False
SR0198886,C00146,printed kurti,2022-07-12 08:51:00,143,P03278,True
SR0198887,C05656,party wear dress,2023-10-03 19:36:00,371,,False
SR0198888,C03561,silk saree,2024-07-07 01:20:00,432,P00510,False
SR0198889,C01780,denim jacket,2024-04-16 22:14:00,253,P02174,False
SR0198890,C01326,casual jeans,2023-12-26 20:36:00,302,P04822,False
SR0198891,C05585,palazzo pants,2023-09-24 14:23:00,217,P03504,False
SR0198892,C01465,casual jeans,2024-06-13 08:24:00,460,P00455,False
SR0198893,C04651,printed kurti,2023-03-30 02:46:00,458,,True
SR0198894,C04640,printed kurti,2023-08-08 22:11:00,236,,False
SR0198895,C05884,office wear,2022-01-12 11:07:00,43,P02635,False
SR0198896,C08317,running shoes,2022-11-16 01:58:00,384,P02381,False
SR0198897,C04688,winter jacket,2024-01-22 21:32:00,60,P01017,False
SR0198898,C07932,winter jacket,2023-05-05 23:54:00,3,P03867,False
SR0198899,C08186,silk saree,2023-02-24 14:13:00,472,,False
SR0198900,C06405,anarkali suit,2022-02-25 22:09:00,138,P00134,False
SR0198901,C08264,casual jeans,2023-10-22 15:10:00,249,,False
SR0198902,C08395,gym wear,2024-07-31 18:58:00,43,P03416,False
SR0198903,C09630,palazzo pants,2023-08-29 08:22:00,51,P04520,True
SR0198904,C02756,sneakers white,2023-09-16 04:38:00,93,P02642,False
SR0198905,C03131,sneakers white,2023-02-10 21:05:00,456,P03430,False
SR0198906,C03517,party wear dress,2024-11-30 06:10:00,316,P02209,False
SR0198907,C05846,denim jacket,2023-03-16 16:44:00,150,,False
SR0198908,C03948,silk saree,2024-12-15 13:49:00,4,P01383,False
SR0198909,C07894,anarkali suit,2024-10-02 14:31:00,26,P02078,False
SR0198910,C00782,anarkali suit,2023-10-24 05:38:00,431,P03175,False
SR0198911,C03509,ethnic wear women,2023-02-05 17:51:00,116,P01844,False
SR0198912,C09391,maxi dress,2023-12-24 09:40:00,153,,True
SR0198913,C04055,denim jacket,2023-04-25 18:36:00,198,,False
SR0198914,C06404,black dress,2022-09-24 10:27:00,257,,False
SR0198915,C04192,casual jeans,2024-04-25 01:39:00,405,,False
SR0198916,C09967,gym wear,2022-05-31 02:09:00,100,P01980,False
SR0198917,C05069,sneakers white,2022-11-24 05:08:00,465,,False
SR0198918,C04249,gym wear,2023-02-10 21:57:00,301,P03460,False
SR0198919,C02234,silk saree,2024-09-25 04:49:00,42,P01986,True
SR0198920,C06480,gym wear,2024-05-06 16:57:00,320,P02677,False
SR0198921,C00988,joggers mens,2022-11-18 14:20:00,311,P02823,False
SR0198922,C09824,party wear dress,2023-12-05 14:09:00,194,,False
SR0198923,C09624,black dress,2022-10-23 02:24:00,323,P01589,True
SR0198924,C05500,summer kurta,2022-12-24 19:36:00,467,P03725,False
SR0198925,C06983,silk saree,2022-11-07 03:24:00,480,,False
SR0198926,C04801,gym wear,2023-02-16 12:39:00,308,P01146,True
SR0198927,C08982,party wear dress,2022-02-15 10:07:00,146,P04072,True
SR0198928,C04550,black dress,2022-06-19 01:03:00,158,P01045,False
SR0198929,C04130,running shoes,2024-05-27 06:20:00,44,,False
SR0198930,C04174,sneakers white,2022-03-22 14:42:00,261,,False
SR0198931,C05867,printed kurti,2023-09-29 15:53:00,349,P02225,False
SR0198932,C00415,denim jacket,2023-05-23 18:12:00,86,,False
SR0198933,C07503,party wear dress,2024-01-28 12:19:00,180,,False
SR0198934,C06711,crop top,2022-10-09 22:11:00,401,P00233,False
SR0198935,C04449,black dress,2024-11-21 09:27:00,485,,False
SR0198936,C08570,maxi dress,2022-04-19 22:14:00,337,P03575,False
SR0198937,C04455,handbag red,2023-05-17 23:14:00,28,,True
SR0198938,C05521,denim jacket,2023-07-04 15:42:00,359,P03750,False
SR0198939,C07643,black dress,2022-11-30 16:35:00,75,P04793,False
SR0198940,C07331,running shoes,2023-06-21 00:09:00,368,,False
SR0198941,C09259,winter jacket,2024-05-14 09:17:00,18,P03345,False
SR0198942,C05267,denim jacket,2023-07-20 05:53:00,190,P03389,False
SR0198943,C07401,winter jacket,2022-05-13 04:26:00,28,,False
SR0198944,C06724,sneakers white,2022-09-15 10:49:00,223,P04967,False
SR0198945,C08912,gym wear,2023-09-23 22:42:00,14,P02507,True
SR0198946,C01616,sneakers white,2024-10-18 13:16:00,182,P00624,False
SR0198947,C04735,summer kurta,2023-10-20 22:39:00,489,P01520,False
SR0198948,C08394,crop top,2024-07-01 06:40:00,406,P03225,False
SR0198949,C02213,summer kurta,2022-02-06 08:47:00,405,P03559,False
SR0198950,C00775,palazzo pants,2023-10-07 00:44:00,318,,False
SR0198951,C09832,anarkali suit,2023-01-04 01:54:00,496,,False
SR0198952,C01764,handbag red,2024-01-24 20:19:00,274,P01673,True
SR0198953,C06218,sneakers white,2023-04-04 19:50:00,278,P02048,False
SR0198954,C07321,maxi dress,2022-07-29 16:32:00,140,P02967,False
SR0198955,C04480,summer kurta,2022-10-12 11:44:00,37,P03892,True
SR0198956,C04767,maxi dress,2022-08-11 07:28:00,77,,False
SR0198957,C00391,maxi dress,2022-07-30 18:54:00,328,,False
