inventory_id,product_id,store_id,warehouse_id,location_type,stock_qty,reorder_point,max_stock,days_on_hand,last_updated
INV024103,P01018,S0012,,store,374,97,485,31.2,2024-01-25
INV024104,P04334,S0062,,store,119,83,415,7.9,2024-12-27
INV024105,P04200,S0019,,store,493,60,300,123.2,2024-12-19
INV024106,P01780,,W007,warehouse,96,27,135,12.0,2024-11-29
INV024107,P00766,S0001,,store,45,32,160,2.2,2024-08-01
INV024108,P00048,,W030,warehouse,448,86,430,28.0,2024-10-28
INV024109,P02285,S0091,,store,109,58,290,27.2,2024-06-15
INV024110,P01194,S0090,,store,326,37,185,23.3,2024-12-15
INV024111,P03162,S0018,,store,370,80,400,61.7,2024-07-23
INV024112,P03752,S0074,,store,251,32,160,31.4,2024-06-22
INV024113,P00687,,W008,warehouse,394,68,340,21.9,2024-08-08
INV024114,P01204,S0036,,store,239,54,270,59.8,2024-12-06
INV024115,P04274,,W015,warehouse,448,96,480,29.9,2024-12-12
INV024116,P01838,S0089,,store,439,64,320,219.5,2024-09-07
INV024117,P02193,S0112,,store,147,73,365,49.0,2024-05-21
INV024118,P03314,,W015,warehouse,101,71,355,5.3,2024-11-20
INV024119,P03845,,W026,warehouse,58,39,195,6.4,2024-04-07
INV024120,P02838,,W007,warehouse,128,91,455,7.1,2024-11-05
INV024121,P02531,,W026,warehouse,157,70,350,39.2,2024-12-18
INV024122,P04195,S0092,,store,431,51,255,71.8,2024-04-07
INV024123,P00889,S0057,,store,33,64,320,8.2,2024-10-06
INV024124,P02128,,W022,warehouse,149,31,155,16.6,2024-01-04
INV024125,P03118,,W004,warehouse,465,44,220,155.0,2024-07-25
INV024126,P00871,S0144,,store,12,97,485,4.0,2024-03-24
INV024127,P03759,,W022,warehouse,38,97,485,2.9,2024-01-16
INV024128,P04960,S0109,,store,308,83,415,25.7,2024-11-17
INV024129,P03928,S0037,,store,107,61,305,6.3,2024-01-24
INV024130,P01598,S0002,,store,117,23,115,7.3,2024-08-20
INV024131,P02110,S0005,,store,382,54,270,42.4,2024-10-19
INV024132,P03940,,W021,warehouse,265,94,470,18.9,2024-06-18
INV024133,P01503,S0015,,store,3,92,460,0.6,2024-12-27
INV024134,P03136,,W002,warehouse,173,91,455,173.0,2024-12-03
INV024135,P04741,S0134,,store,17,75,375,17.0,2024-09-25
INV024136,P04584,S0127,,store,355,99,495,22.2,2024-02-28
INV024137,P03004,S0025,,store,469,65,325,52.1,2024-12-01
INV024138,P03629,,W011,warehouse,293,32,160,36.6,2024-05-18
INV024139,P04625,S0083,,store,400,73,365,400.0,2024-05-13
INV024140,P01990,,W009,warehouse,140,95,475,12.7,2024-10-18
INV024141,P02971,,W028,warehouse,136,49,245,12.4,2024-10-23
INV024142,P04724,,W008,warehouse,119,22,110,6.3,2024-03-26
INV024143,P04382,S0112,,store,411,38,190,51.4,2024-03-02
INV024144,P00058,,W027,warehouse,394,79,395,32.8,2024-02-18
INV024145,P02098,S0086,,store,173,64,320,12.4,2024-05-16
INV024146,P02172,S0131,,store,407,82,410,81.4,2024-01-11
INV024147,P02044,,W004,warehouse,399,63,315,30.7,2024-05-30
INV024148,P02950,S0137,,store,266,46,230,24.2,2024-06-28
INV024149,P02161,S0009,,store,214,35,175,14.3,2024-10-25
INV024150,P00333,,W010,warehouse,162,82,410,54.0,2024-03-17
INV024151,P00687,S0019,,store,241,93,465,20.1,2024-01-29
INV024152,P04463,S0045,,store,380,23,115,54.3,2024-01-24
INV024153,P01736,S0139,,store,182,83,415,22.8,2024-09-30
INV024154,P00685,S0125,,store,63,57,285,4.5,2024-07-27
INV024155,P04726,,W020,warehouse,491,95,475,122.8,2024-06-03
INV024156,P00188,,W023,warehouse,419,53,265,59.9,2024-07-29
INV024157,P04825,S0053,,store,120,59,295,12.0,2024-02-17
INV024158,P02710,S0140,,store,155,48,240,7.8,2024-12-15
INV024159,P01338,S0146,,store,261,61,305,37.3,2024-03-24
INV024160,P02645,,W027,warehouse,221,24,120,73.7,2024-04-21
INV024161,P03864,,W028,warehouse,68,88,440,22.7,2024-03-14
INV024162,P02872,S0114,,store,454,66,330,454.0,2024-11-27
INV024163,P00931,S0079,,store,1,98,490,0.1,2024-06-13
INV024164,P01283,S0144,,store,204,100,500,102.0,2024-01-12
INV024165,P01298,S0101,,store,126,36,180,9.7,2024-09-17
INV024166,P01943,S0072,,store,279,69,345,34.9,2024-02-10
INV024167,P04687,S0003,,store,308,21,105,44.0,2024-08-14
INV024168,P03021,S0117,,store,34,48,240,11.3,2024-10-04
INV024169,P03937,S0112,,store,212,26,130,15.1,2024-11-22
INV024170,P02936,S0085,,store,172,67,335,17.2,2024-12-16
INV024171,P00455,,W004,warehouse,73,51,255,8.1,2024-05-07
INV024172,P03943,S0002,,store,180,41,205,45.0,2024-04-12
INV024173,P04790,S0038,,store,455,52,260,151.7,2024-12-05
INV024174,P03880,S0067,,store,200,63,315,10.0,2024-07-17
INV024175,P02247,S0007,,store,53,53,265,3.8,2024-05-14
INV024176,P02213,S0109,,store,76,100,500,6.9,2024-05-19
INV024177,P04390,S0071,,store,387,37,185,24.2,2024-01-01
INV024178,P00998,,W026,warehouse,202,47,235,14.4,2024-06-07
INV024179,P03282,,W009,warehouse,416,32,160,21.9,2024-04-24
INV024180,P02792,S0078,,store,250,41,205,62.5,2024-08-11
INV024181,P01344,,W018,warehouse,273,31,155,27.3,2024-08-20
INV024182,P03338,,W013,warehouse,144,25,125,9.0,2024-07-13
INV024183,P00536,S0065,,store,494,72,360,123.5,2024-12-12
INV024184,P04292,S0027,,store,408,27,135,40.8,2024-05-07
INV024185,P02604,,W026,warehouse,7,54,270,1.4,2024-07-13
INV024186,P04144,,W024,warehouse,33,91,455,2.2,2024-05-12
INV024187,P00089,S0117,,store,425,30,150,23.6,2024-11-15
INV024188,P04246,,W017,warehouse,304,92,460,43.4,2024-12-23
INV024189,P03509,S0072,,store,311,44,220,34.6,2024-12-26
INV024190,P00711,S0078,,store,374,61,305,18.7,2024-01-21
INV024191,P03040,,W006,warehouse,395,40,200,395.0,2024-12-12
INV024192,P03081,S0069,,store,228,47,235,12.7,2024-05-07
INV024193,P00752,S0034,,store,183,55,275,10.8,2024-12-18
INV024194,P00001,,W028,warehouse,416,99,495,37.8,2024-03-03
INV024195,P04016,,W028,warehouse,52,84,420,13.0,2024-02-26
INV024196,P01622,,W014,warehouse,342,38,190,20.1,2024-05-25
INV024197,P02900,S0130,,store,46,23,115,46.0,2024-05-03
INV024198,P04200,S0034,,store,344,20,100,49.1,2024-01-15
INV024199,P04952,S0022,,store,405,66,330,202.5,2024-06-16
INV024200,P01587,,W014,warehouse,143,89,445,11.0,2024-08-29
INV024201,P02530,S0107,,store,146,49,245,7.3,2024-08-14
INV024202,P00491,,W017,warehouse,92,86,430,5.1,2024-12-11
INV024203,P02528,S0085,,store,352,40,200,32.0,2024-12-15
INV024204,P00458,S0106,,store,286,56,280,286.0,2024-02-08
INV024205,P01320,,W020,warehouse,241,72,360,18.5,2024-05-16
INV024206,P02493,S0127,,store,230,100,500,115.0,2024-05-23
INV024207,P02513,S0072,,store,464,62,310,38.7,2024-09-04
INV024208,P01121,,W003,warehouse,74,56,280,4.4,2024-08-11
INV024209,P03590,S0061,,store,217,76,380,19.7,2024-10-08
INV024210,P01253,S0142,,store,488,76,380,162.7,2024-06-12
INV024211,P00664,S0046,,store,157,43,215,26.2,2024-01-13
INV024212,P02314,S0121,,store,79,35,175,6.6,2024-01-11
INV024213,P04071,,W027,warehouse,112,78,390,6.2,2024-09-06
INV024214,P00359,,W002,warehouse,180,21,105,9.0,2024-04-22
INV024215,P01124,S0105,,store,304,31,155,76.0,2024-09-29
INV024216,P01146,,W024,warehouse,431,98,490,107.8,2024-03-25
INV024217,P01965,,W027,warehouse,202,96,480,25.2,2024-05-24
INV024218,P02903,S0145,,store,151,23,115,15.1,2024-08-12
INV024219,P00498,S0086,,store,235,100,500,39.2,2024-05-09
INV024220,P04005,S0019,,store,88,30,150,5.2,2024-04-03
INV024221,P00667,S0078,,store,202,28,140,25.2,2024-06-05
INV024222,P04861,,W001,warehouse,24,89,445,3.4,2024-11-04
INV024223,P02519,,W030,warehouse,3,62,310,0.4,2024-04-02
INV024224,P01503,S0082,,store,144,84,420,144.0,2024-10-11
INV024225,P02962,,W006,warehouse,108,61,305,6.4,2024-12-10
INV024226,P01249,,W027,warehouse,391,24,120,35.5,2024-10-12
INV024227,P02093,,W012,warehouse,447,80,400,31.9,2024-07-11
INV024228,P03821,S0034,,store,56,86,430,3.1,2024-07-30
INV024229,P03971,S0113,,store,172,56,280,8.6,2024-10-09
INV024230,P01899,,W030,warehouse,266,43,215,14.8,2024-06-15
INV024231,P01946,S0063,,store,256,39,195,12.8,2024-02-14
INV024232,P02205,S0118,,store,465,52,260,155.0,2024-09-01
INV024233,P04080,S0018,,store,30,99,495,6.0,2024-08-09
INV024234,P04417,S0131,,store,75,78,390,8.3,2024-07-01
INV024235,P03284,,W001,warehouse,37,35,175,2.8,2024-12-06
INV024236,P04655,S0069,,store,322,69,345,16.1,2024-07-01
INV024237,P04564,S0029,,store,136,79,395,6.8,2024-06-05
INV024238,P03113,S0111,,store,181,32,160,36.2,2024-06-26
INV024239,P01529,S0016,,store,189,49,245,12.6,2024-06-25
INV024240,P04678,,W024,warehouse,431,67,335,143.7,2024-10-25
INV024241,P01891,,W022,warehouse,356,85,425,25.4,2024-05-06
INV024242,P01841,,W005,warehouse,44,35,175,6.3,2024-02-23
INV024243,P00839,S0109,,store,417,31,155,24.5,2024-05-12
INV024244,P01772,,W011,warehouse,23,43,215,1.8,2024-11-21
INV024245,P03639,S0148,,store,64,79,395,16.0,2024-09-28
INV024246,P01160,S0017,,store,125,55,275,6.6,2024-11-23
INV024247,P03494,,W027,warehouse,406,30,150,33.8,2024-04-15
INV024248,P02967,S0061,,store,159,26,130,22.7,2024-04-28
INV024249,P00802,S0061,,store,331,22,110,25.5,2024-03-25
INV024250,P03837,,W003,warehouse,378,72,360,75.6,2024-11-09
INV024251,P04347,,W026,warehouse,2,81,405,0.1,2024-02-19
INV024252,P01791,S0128,,store,183,54,270,9.2,2024-11-25
INV024253,P00239,S0012,,store,57,53,265,3.0,2024-02-23
INV024254,P02904,,W007,warehouse,383,60,300,34.8,2024-05-28
INV024255,P03810,S0124,,store,230,70,350,46.0,2024-09-16
INV024256,P02627,S0009,,store,263,66,330,263.0,2024-06-17
INV024257,P04760,S0085,,store,155,47,235,25.8,2024-08-28
INV024258,P00054,,W002,warehouse,57,82,410,11.4,2024-01-08
INV024259,P01650,S0037,,store,495,80,400,38.1,2024-12-20
INV024260,P04965,,W015,warehouse,332,27,135,22.1,2024-05-09
INV024261,P01260,S0131,,store,138,40,200,12.5,2024-03-03
INV024262,P00143,,W024,warehouse,204,84,420,14.6,2024-12-08
INV024263,P04879,S0067,,store,406,81,405,20.3,2024-02-05
INV024264,P00195,S0008,,store,50,85,425,5.6,2024-07-05
INV024265,P04180,S0140,,store,97,93,465,32.3,2024-12-26
INV024266,P02152,S0013,,store,59,43,215,5.4,2024-09-13
INV024267,P04140,S0065,,store,226,69,345,20.5,2024-03-24
INV024268,P02836,S0137,,store,0,88,440,0.0,2024-11-10
INV024269,P00287,S0081,,store,75,91,455,8.3,2024-04-14
INV024270,P00304,S0004,,store,450,57,285,45.0,2024-02-10
INV024271,P03846,S0080,,store,351,30,150,43.9,2024-11-21
INV024272,P02797,S0019,,store,481,88,440,240.5,2024-03-02
INV024273,P01005,S0117,,store,118,30,150,6.9,2024-11-18
INV024274,P01558,,W025,warehouse,360,74,370,120.0,2024-09-03
INV024275,P01601,S0065,,store,381,32,160,29.3,2024-03-28
INV024276,P04053,,W026,warehouse,134,39,195,16.8,2024-11-06
INV024277,P00350,S0133,,store,150,82,410,25.0,2024-10-02
INV024278,P03635,S0060,,store,165,90,450,33.0,2024-09-25
INV024279,P04727,S0139,,store,161,65,325,8.9,2024-05-26
INV024280,P01716,,W024,warehouse,335,32,160,18.6,2024-05-04
INV024281,P02131,,W018,warehouse,312,27,135,104.0,2024-02-09
INV024282,P03200,S0002,,store,173,31,155,10.2,2024-05-03
INV024283,P02655,,W020,warehouse,192,95,475,64.0,2024-12-05
INV024284,P01810,,W003,warehouse,404,87,435,40.4,2024-08-12
INV024285,P04276,S0056,,store,345,82,410,26.5,2024-01-31
INV024286,P01540,S0077,,store,458,52,260,114.5,2024-06-16
INV024287,P02420,S0065,,store,135,39,195,10.4,2024-11-21
INV024288,P02566,,W020,warehouse,7,86,430,2.3,2024-09-30
INV024289,P01752,S0149,,store,63,67,335,31.5,2024-01-19
INV024290,P00895,S0005,,store,236,75,375,11.8,2024-06-05
INV024291,P00053,S0039,,store,342,57,285,48.9,2024-08-09
INV024292,P01358,,W028,warehouse,24,96,480,4.0,2024-07-21
INV024293,P01891,S0023,,store,31,65,325,2.4,2024-03-03
INV024294,P00386,S0030,,store,249,35,175,24.9,2024-09-20
INV024295,P02500,,W009,warehouse,491,33,165,35.1,2024-12-31
INV024296,P04489,S0016,,store,115,72,360,5.8,2024-02-14
INV024297,P03960,,W028,warehouse,232,83,415,19.3,2024-08-08
INV024298,P03634,S0074,,store,97,62,310,48.5,2024-11-17
INV024299,P01645,S0023,,store,195,50,250,32.5,2024-07-16
INV024300,P03121,S0050,,store,196,89,445,9.8,2024-10-06
INV024301,P02765,S0119,,store,424,27,135,23.6,2024-01-14
INV024302,P04566,S0055,,store,231,74,370,16.5,2024-02-04
INV024303,P02928,,W008,warehouse,384,95,475,29.5,2024-01-17
INV024304,P00118,,W019,warehouse,45,53,265,3.2,2024-04-14
INV024305,P03008,,W001,warehouse,406,92,460,36.9,2024-07-20
INV024306,P04882,S0014,,store,106,32,160,7.1,2024-09-16
INV024307,P02794,,W025,warehouse,313,50,250,52.2,2024-02-10
INV024308,P04299,,W016,warehouse,104,41,205,17.3,2024-12-04
INV024309,P01309,S0071,,store,30,70,350,3.8,2024-08-22
INV024310,P00374,S0085,,store,179,47,235,16.3,2024-07-11
INV024311,P03449,S0002,,store,256,29,145,16.0,2024-08-03
INV024312,P01786,S0137,,store,60,96,480,4.3,2024-11-22
INV024313,P02039,,W019,warehouse,237,83,415,59.2,2024-02-19
INV024314,P00113,,W011,warehouse,215,85,425,16.5,2024-02-24
INV024315,P03597,,W014,warehouse,53,87,435,5.9,2024-07-29
INV024316,P00467,S0120,,store,86,31,155,4.3,2024-03-18
INV024317,P01906,S0052,,store,473,97,485,473.0,2024-12-02
INV024318,P00933,,W010,warehouse,260,28,140,52.0,2024-01-11
INV024319,P01405,,W008,warehouse,409,33,165,31.5,2024-05-06
INV024320,P04183,,W016,warehouse,221,84,420,13.8,2024-08-03
INV024321,P02825,,W030,warehouse,213,92,460,16.4,2024-07-08
INV024322,P01437,S0150,,store,271,56,280,135.5,2024-12-17
INV024323,P00539,S0049,,store,341,21,105,31.0,2024-01-03
INV024324,P01184,S0124,,store,268,83,415,33.5,2024-05-12
INV024325,P01021,S0068,,store,312,53,265,24.0,2024-04-10
INV024326,P01627,S0032,,store,468,24,120,117.0,2024-04-24
INV024327,P00010,S0123,,store,281,98,490,56.2,2024-03-17
INV024328,P04598,,W023,warehouse,404,47,235,26.9,2024-01-03
INV024329,P04228,,W018,warehouse,294,75,375,73.5,2024-09-05
INV024330,P02090,S0076,,store,245,65,325,122.5,2024-10-28
INV024331,P04026,,W002,warehouse,172,47,235,24.6,2024-08-02
INV024332,P02989,,W021,warehouse,382,46,230,42.4,2024-04-20
INV024333,P02036,S0139,,store,257,83,415,28.6,2024-02-29
INV024334,P04365,,W029,warehouse,258,77,385,258.0,2024-09-09
INV024335,P04564,S0005,,store,221,50,250,24.6,2024-06-30
INV024336,P03370,,W006,warehouse,300,99,495,37.5,2024-10-23
INV024337,P01725,S0005,,store,491,30,150,24.6,2024-01-06
INV024338,P03151,S0006,,store,249,37,185,19.2,2024-02-02
INV024339,P03940,,W009,warehouse,220,26,130,44.0,2024-01-27
INV024340,P00193,S0116,,store,84,67,335,42.0,2024-01-08
INV024341,P00755,S0113,,store,398,31,155,22.1,2024-04-24
INV024342,P04990,S0017,,store,239,42,210,23.9,2024-10-11
INV024343,P04954,S0090,,store,207,86,430,17.2,2024-04-13
INV024344,P02085,S0140,,store,431,78,390,33.2,2024-02-28
INV024345,P01635,,W007,warehouse,310,54,270,23.8,2024-01-04
INV024346,P02114,S0031,,store,83,46,230,27.7,2024-07-03
INV024347,P00462,S0129,,store,54,26,130,27.0,2024-04-06
INV024348,P03251,S0016,,store,256,76,380,23.3,2024-03-09
INV024349,P04935,,W009,warehouse,274,97,485,17.1,2024-09-20
INV024350,P02738,S0026,,store,391,79,395,55.9,2024-07-01
INV024351,P01952,,W008,warehouse,125,71,355,13.9,2024-05-13
INV024352,P02907,S0104,,store,114,88,440,14.2,2024-12-30
INV024353,P01654,S0144,,store,279,48,240,23.2,2024-01-07
INV024354,P02659,,W027,warehouse,31,33,165,2.8,2024-05-17
INV024355,P01352,S0010,,store,368,34,170,19.4,2024-07-12
INV024356,P02063,,W021,warehouse,67,26,130,5.2,2024-08-02
INV024357,P04430,S0124,,store,181,82,410,9.5,2024-12-30
INV024358,P02824,S0079,,store,239,31,155,21.7,2024-01-09
INV024359,P00414,S0032,,store,33,45,225,3.3,2024-01-28
INV024360,P04902,,W017,warehouse,21,99,495,1.4,2024-07-18
INV024361,P04504,,W019,warehouse,362,72,360,40.2,2024-06-28
INV024362,P03598,S0117,,store,412,87,435,82.4,2024-01-23
INV024363,P01621,S0019,,store,186,31,155,9.8,2024-04-16
INV024364,P01380,,W011,warehouse,40,60,300,4.0,2024-08-05
INV024365,P04874,S0096,,store,381,71,355,21.2,2024-09-23
INV024366,P02418,S0040,,store,123,62,310,61.5,2024-08-23
INV024367,P02852,,W001,warehouse,331,40,200,23.6,2024-03-30
INV024368,P04461,S0069,,store,276,60,300,27.6,2024-05-25
INV024369,P04882,,W017,warehouse,303,76,380,60.6,2024-09-29
INV024370,P01107,,W003,warehouse,32,60,300,16.0,2024-09-11
INV024371,P02887,,W025,warehouse,76,90,450,5.8,2024-09-23
INV024372,P03219,,W008,warehouse,112,80,400,37.3,2024-10-23
INV024373,P03581,S0067,,store,251,77,385,15.7,2024-08-03
INV024374,P02028,S0068,,store,440,85,425,40.0,2024-07-14
INV024375,P03634,S0114,,store,57,34,170,3.6,2024-07-09
INV024376,P03580,,W026,warehouse,379,45,225,21.1,2024-04-15
INV024377,P00244,,W010,warehouse,160,68,340,14.5,2024-07-27
INV024378,P02486,,W004,warehouse,405,63,315,101.2,2024-03-31
INV024379,P03533,,W016,warehouse,87,100,500,12.4,2024-08-19
INV024380,P02351,S0037,,store,16,70,350,1.3,2024-04-29
INV024381,P03852,S0003,,store,295,45,225,18.4,2024-07-23
INV024382,P04704,S0091,,store,104,24,120,13.0,2024-09-27
INV024383,P04639,,W001,warehouse,115,86,430,7.2,2024-04-16
INV024384,P03002,,W016,warehouse,485,95,475,30.3,2024-08-17
INV024385,P02429,S0142,,store,326,99,495,17.2,2024-08-23
INV024386,P00420,,W013,warehouse,259,31,155,51.8,2024-11-25
INV024387,P02799,S0053,,store,81,76,380,4.0,2024-06-25
INV024388,P03287,,W006,warehouse,56,99,495,9.3,2024-07-04
INV024389,P03707,,W008,warehouse,300,59,295,17.6,2024-01-13
INV024390,P03765,S0029,,store,46,20,100,2.9,2024-03-21
INV024391,P03053,S0134,,store,296,33,165,98.7,2024-04-01
INV024392,P03207,S0130,,store,476,33,165,238.0,2024-08-07
INV024393,P03147,S0011,,store,483,21,105,483.0,2024-08-24
INV024394,P03193,S0001,,store,0,52,260,0.0,2024-05-12
INV024395,P01247,S0002,,store,483,83,415,28.4,2024-05-19
INV024396,P00980,,W026,warehouse,284,83,415,31.6,2024-01-12
INV024397,P03079,S0060,,store,341,72,360,68.2,2024-02-08
INV024398,P04901,,W028,warehouse,98,44,220,7.0,2024-03-23
INV024399,P03229,S0046,,store,8,25,125,1.3,2024-10-16
INV024400,P04218,S0150,,store,344,85,425,34.4,2024-11-02
INV024401,P00241,S0018,,store,112,73,365,6.6,2024-06-09
INV024402,P03739,,W003,warehouse,240,100,500,15.0,2024-08-16
INV024403,P01087,S0086,,store,343,77,385,68.6,2024-08-22
INV024404,P04772,,W027,warehouse,483,39,195,69.0,2024-02-06
INV024405,P01797,,W021,warehouse,385,87,435,19.2,2024-11-18
INV024406,P04505,S0110,,store,217,25,125,12.8,2024-05-19
INV024407,P04793,S0053,,store,440,20,100,146.7,2024-12-15
INV024408,P00917,S0008,,store,56,28,140,28.0,2024-02-28
INV024409,P01298,S0059,,store,94,95,475,5.9,2024-06-29
INV024410,P01664,S0078,,store,339,99,495,30.8,2024-09-28
INV024411,P02837,S0082,,store,24,21,105,12.0,2024-04-04
INV024412,P00235,S0146,,store,490,61,305,70.0,2024-01-01
INV024413,P00138,S0026,,store,6,25,125,0.4,2024-09-10
INV024414,P01210,,W014,warehouse,37,38,190,1.9,2024-04-21
INV024415,P01268,,W022,warehouse,6,93,465,0.4,2024-10-25
INV024416,P04562,,W027,warehouse,278,22,110,13.9,2024-06-24
INV024417,P01521,S0020,,store,173,58,290,43.2,2024-10-30
INV024418,P01017,S0084,,store,404,95,475,57.7,2024-04-04
INV024419,P01460,S0040,,store,466,80,400,35.8,2024-01-31
INV024420,P04458,S0114,,store,270,30,150,22.5,2024-03-25
INV024421,P04698,S0062,,store,260,99,495,52.0,2024-03-16
INV024422,P01638,S0013,,store,221,70,350,27.6,2024-11-06
INV024423,P00493,S0096,,store,337,68,340,16.9,2024-05-03
INV024424,P00689,,W014,warehouse,87,60,300,9.7,2024-06-13
INV024425,P04713,,W001,warehouse,88,55,275,22.0,2024-11-23
INV024426,P02148,S0038,,store,17,22,110,1.7,2024-06-14
INV024427,P02469,S0061,,store,247,37,185,61.8,2024-08-27
INV024428,P02476,S0030,,store,160,99,495,80.0,2024-04-20
INV024429,P01157,S0097,,store,40,64,320,3.1,2024-05-04
INV024430,P01294,,W013,warehouse,30,36,180,5.0,2024-03-25
INV024431,P00349,S0108,,store,176,77,385,16.0,2024-09-02
INV024432,P04313,S0128,,store,153,92,460,10.9,2024-12-13
INV024433,P04095,S0029,,store,341,70,350,24.4,2024-02-16
INV024434,P04086,S0056,,store,100,59,295,5.6,2024-02-04
INV024435,P04879,S0050,,store,154,76,380,9.6,2024-07-03
INV024436,P02799,S0029,,store,335,90,450,33.5,2024-11-28
INV024437,P01793,,W002,warehouse,129,82,410,64.5,2024-09-21
INV024438,P03432,S0081,,store,32,81,405,16.0,2024-06-30
INV024439,P04167,S0051,,store,449,88,440,22.4,2024-02-10
INV024440,P04064,S0038,,store,486,82,410,30.4,2024-12-08
INV024441,P03832,S0098,,store,353,27,135,25.2,2024-03-15
INV024442,P04121,S0137,,store,148,20,100,7.8,2024-04-12
INV024443,P02771,,W010,warehouse,245,48,240,22.3,2024-08-15
INV024444,P02551,S0024,,store,60,98,490,12.0,2024-11-29
INV024445,P00142,S0063,,store,477,35,175,59.6,2024-04-23
INV024446,P00768,S0027,,store,243,20,100,243.0,2024-03-18
INV024447,P02610,,W015,warehouse,83,36,180,8.3,2024-09-26
INV024448,P03080,S0101,,store,425,91,455,30.4,2024-04-23
INV024449,P01111,S0076,,store,339,28,140,18.8,2024-03-03
INV024450,P04241,,W019,warehouse,305,23,115,27.7,2024-05-19
INV024451,P04857,,W027,warehouse,191,80,400,23.9,2024-04-13
INV024452,P02080,,W007,warehouse,257,22,110,23.4,2024-11-21
INV024453,P03684,,W015,warehouse,3,25,125,3.0,2024-11-06
INV024454,P01709,,W019,warehouse,435,74,370,72.5,2024-01-07
INV024455,P01859,,W016,warehouse,191,66,330,10.1,2024-06-03
INV024456,P04821,S0111,,store,498,35,175,99.6,2024-08-31
INV024457,P00179,,W018,warehouse,370,23,115,37.0,2024-02-19
INV024458,P03303,,W018,warehouse,223,62,310,13.9,2024-09-29
INV024459,P00150,,W015,warehouse,423,42,210,28.2,2024-02-16
INV024460,P03785,S0140,,store,105,88,440,35.0,2024-06-04
INV024461,P00914,,W021,warehouse,134,37,185,16.8,2024-04-30
INV024462,P00509,S0118,,store,465,58,290,38.8,2024-06-19
INV024463,P02002,S0089,,store,300,79,395,25.0,2024-09-06
INV024464,P01826,S0040,,store,303,20,100,27.5,2024-05-18
INV024465,P04336,,W019,warehouse,43,83,415,4.8,2024-10-18
INV024466,P04921,S0029,,store,60,61,305,10.0,2024-05-12
INV024467,P03482,,W006,warehouse,39,66,330,3.5,2024-07-16
INV024468,P00123,S0146,,store,275,44,220,25.0,2024-06-02
INV024469,P00387,S0078,,store,463,69,345,23.1,2024-04-20
INV024470,P01365,S0050,,store,151,38,190,21.6,2024-06-04
INV024471,P02939,,W022,warehouse,155,78,390,9.1,2024-05-15
INV024472,P02338,S0058,,store,236,72,360,19.7,2024-02-10
INV024473,P01302,S0056,,store,347,76,380,43.4,2024-04-29
INV024474,P03749,S0052,,store,183,29,145,91.5,2024-12-09
INV024475,P00114,S0009,,store,260,28,140,52.0,2024-10-20
INV024476,P04252,S0088,,store,314,82,410,17.4,2024-02-10
INV024477,P01107,,W012,warehouse,358,36,180,19.9,2024-07-25
INV024478,P03870,,W002,warehouse,82,27,135,6.3,2024-12-31
INV024479,P02113,S0108,,store,470,28,140,26.1,2024-04-30
INV024480,P00268,S0132,,store,498,39,195,29.3,2024-10-16
INV024481,P03411,S0075,,store,396,48,240,33.0,2024-10-27
INV024482,P04240,S0016,,store,420,51,255,42.0,2024-04-13
INV024483,P00944,S0082,,store,321,84,420,17.8,2024-07-20
INV024484,P03487,,W023,warehouse,500,22,110,41.7,2024-11-17
INV024485,P04125,S0051,,store,370,85,425,23.1,2024-05-29
INV024486,P01034,,W019,warehouse,402,69,345,22.3,2024-11-06
INV024487,P01284,S0085,,store,88,70,350,14.7,2024-04-16
INV024488,P00232,,W017,warehouse,499,89,445,99.8,2024-09-27
INV024489,P01135,,W016,warehouse,141,68,340,9.4,2024-05-22
INV024490,P00029,S0058,,store,451,86,430,30.1,2024-11-20
INV024491,P04824,S0072,,store,1,30,150,0.1,2024-10-15
INV024492,P02532,,W007,warehouse,35,93,465,3.5,2024-06-25
INV024493,P02125,S0053,,store,305,73,365,20.3,2024-05-11
INV024494,P04111,S0143,,store,129,50,250,21.5,2024-05-23
INV024495,P02187,S0131,,store,232,80,400,14.5,2024-04-23
INV024496,P00174,,W013,warehouse,88,79,395,9.8,2024-08-31
INV024497,P02671,,W014,warehouse,386,94,470,96.5,2024-02-21
INV024498,P01495,S0075,,store,465,24,120,24.5,2024-08-06
INV024499,P00414,,W008,warehouse,464,100,500,116.0,2024-10-03
INV024500,P04835,S0070,,store,256,65,325,14.2,2024-12-10
INV024501,P02360,S0066,,store,218,85,425,14.5,2024-02-26
INV024502,P03280,S0081,,store,28,61,305,1.5,2024-11-27
INV024503,P02102,S0049,,store,305,32,160,27.7,2024-10-27
INV024504,P03707,S0051,,store,318,82,410,39.8,2024-10-25
INV024505,P02255,,W029,warehouse,467,72,360,33.4,2024-04-06
INV024506,P03107,S0005,,store,347,90,450,43.4,2024-03-09
INV024507,P02217,,W029,warehouse,267,60,300,14.1,2024-07-13
INV024508,P04878,,W012,warehouse,453,66,330,113.2,2024-01-18
INV024509,P04236,S0093,,store,166,30,150,8.7,2024-01-12
INV024510,P02438,S0089,,store,480,73,365,26.7,2024-09-30
INV024511,P00451,S0122,,store,413,70,350,31.8,2024-03-08
INV024512,P03026,,W024,warehouse,251,93,465,14.8,2024-01-06
INV024513,P01690,,W017,warehouse,129,83,415,10.8,2024-03-21
INV024514,P00699,S0100,,store,76,63,315,3.8,2024-11-10
INV024515,P03869,S0049,,store,419,95,475,29.9,2024-05-19
