order_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,order_date,estimated_delivery,actual_delivery,status,delivery_city,shipping_fee
ORD0167071,C02943,P04160,S0118,3,14602,43806,2024-02-01,2024-02-09,2024-02-14,Delivered,Ahmedabad,0
ORD0167072,C00919,P04281,S0056,2,4156,8312,2022-01-21,2022-01-31,2022-02-01,Delivered,Bengaluru,99
ORD0167073,C04328,P00678,S0061,3,449,1347,2023-05-20,2023-05-24,2023-05-29,Shipped,Kolkata,49
ORD0167074,C04252,P02457,S0028,2,497,994,2023-12-01,2023-12-09,2023-12-14,Delivered,Bhopal,0
ORD0167075,C08874,P02699,S0107,3,4059,12177,2024-01-06,2024-01-15,2024-01-14,Delivered,Chandigarh,0
ORD0167076,C07389,P00923,S0146,2,1311,2622,2022-11-07,2022-11-10,2022-11-12,Delivered,Bhopal,0
ORD0167077,C00939,P00584,S0127,1,8263,8263,2024-06-02,2024-06-11,2024-06-10,Delivered,Vadodara,99
ORD0167078,C02330,P03593,S0147,2,1496,2992,2023-05-22,2023-05-28,2023-05-29,Delivered,Kolkata,0
ORD0167079,C07413,P00967,S0032,1,4533,4533,2022-07-14,2022-07-24,2022-07-24,Delivered,Jaipur,0
ORD0167080,C07033,P00051,S0015,2,2862,5724,2023-08-03,2023-08-08,2023-08-12,Placed,Jaipur,0
ORD0167081,C09284,P04790,S0075,1,7781,7781,2023-09-27,2023-10-04,2023-10-07,Delivered,Bengaluru,99
ORD0167082,C01085,P04022,S0051,3,10677,32031,2024-07-04,2024-07-11,2024-07-14,Shipped,Delhi,49
ORD0167083,C04341,P00653,S0088,3,4020,12060,2024-02-15,2024-02-19,2024-02-21,Delivered,Hyderabad,49
ORD0167084,C03792,P01739,S0016,3,3257,9771,2022-10-02,2022-10-04,2022-10-04,Delivered,Bengaluru,99
ORD0167085,C04851,P00263,S0009,1,1688,1688,2022-06-20,2022-06-26,2022-06-30,Returned,Bhopal,0
ORD0167086,C05336,P04331,S0108,3,1182,3546,2023-09-16,2023-09-20,2023-09-25,Delivered,Chandigarh,0
ORD0167087,C05417,P02387,S0101,2,3229,6458,2024-05-03,2024-05-09,2024-05-10,Delivered,Hyderabad,99
ORD0167088,C05297,P03704,S0093,1,211,211,2022-01-03,2022-01-08,2022-01-12,Shipped,Hyderabad,0
ORD0167089,C09690,P00847,S0111,3,3715,11145,2023-11-21,2023-11-27,2023-11-29,Delivered,Lucknow,0
ORD0167090,C01719,P01729,S0061,2,1114,2228,2024-03-02,2024-03-09,2024-03-14,Delivered,Lucknow,49
ORD0167091,C01484,P01572,S0043,2,1654,3308,2024-07-05,2024-07-10,2024-07-11,Delivered,Ludhiana,0
ORD0167092,C03974,P00579,S0061,2,818,1636,2024-08-25,2024-08-29,2024-09-02,Delivered,Bengaluru,0
ORD0167093,C08963,P02468,S0123,3,4046,12138,2022-07-07,2022-07-16,2022-07-19,Delivered,Ahmedabad,0
ORD0167094,C03807,P04438,S0043,1,472,472,2023-08-05,2023-08-08,2023-08-07,Delivered,Nagpur,0
ORD0167095,C02243,P03792,S0008,3,3065,9195,2023-08-29,2023-09-02,2023-09-05,Delivered,Lucknow,0
ORD0167096,C04794,P03336,S0087,2,3835,7670,2023-02-24,2023-02-26,2023-02-25,Shipped,Bengaluru,49
ORD0167097,C08036,P02334,S0001,1,825,825,2023-07-18,2023-07-22,2023-07-25,Shipped,Agra,0
ORD0167098,C01754,P00900,S0091,3,7883,23649,2022-04-16,2022-04-23,2022-04-24,Delivered,Chennai,0
ORD0167099,C01688,P01831,S0060,2,2531,5062,2022-01-14,2022-01-23,2022-01-25,Delivered,Patna,49
ORD0167100,C02698,P00642,S0018,3,2092,6276,2024-09-02,2024-09-12,2024-09-13,Delivered,Jaipur,0
ORD0167101,C05426,P04080,S0067,1,1933,1933,2023-08-11,2023-08-18,2023-08-22,Delivered,Mumbai,49
ORD0167102,C04295,P04689,S0058,1,1306,1306,2024-06-13,2024-06-22,2024-06-24,Delivered,Nagpur,49
ORD0167103,C02606,P02957,S0085,2,2001,4002,2022-07-18,2022-07-24,2022-07-27,Delivered,Bengaluru,99
ORD0167104,C05683,P02404,S0035,3,4795,14385,2022-02-11,2022-02-19,2022-02-19,Cancelled,Agra,99
ORD0167105,C02743,P01330,S0134,1,1638,1638,2023-08-23,2023-08-29,2023-09-02,Shipped,Kochi,0
ORD0167106,C08814,P03149,S0029,2,213,426,2023-02-20,2023-02-24,2023-03-01,Returned,Ludhiana,99
ORD0167107,C01750,P01339,S0083,1,208,208,2022-08-28,2022-09-07,2022-09-08,Delivered,Lucknow,49
ORD0167108,C02003,P03981,S0047,1,7772,7772,2024-06-07,2024-06-11,2024-06-10,Returned,Jaipur,0
ORD0167109,C08871,P03344,S0147,1,5014,5014,2023-12-16,2023-12-18,2023-12-23,Placed,Chennai,0
ORD0167110,C07566,P02870,S0127,2,4984,9968,2023-07-31,2023-08-09,2023-08-09,Delivered,Patna,0
ORD0167111,C05377,P00515,S0004,1,2086,2086,2023-03-18,2023-03-21,2023-03-21,Delivered,Patna,49
ORD0167112,C07905,P01677,S0037,3,1978,5934,2022-10-18,2022-10-26,2022-10-30,Delivered,Vadodara,0
ORD0167113,C05580,P00526,S0095,2,5881,11762,2023-11-08,2023-11-13,2023-11-17,Delivered,Chandigarh,99
ORD0167114,C00556,P01643,S0111,1,3994,3994,2022-06-29,2022-07-04,2022-07-07,Delivered,Kolkata,0
ORD0167115,C02841,P00229,S0133,3,448,1344,2022-03-18,2022-03-21,2022-03-21,Placed,Bengaluru,0
ORD0167116,C07807,P02552,S0131,3,2236,6708,2022-04-04,2022-04-13,2022-04-13,Returned,Nagpur,49
ORD0167117,C04427,P04738,S0150,1,785,785,2023-11-13,2023-11-21,2023-11-22,Delivered,Chennai,0
ORD0167118,C08680,P01403,S0058,1,1395,1395,2023-07-23,2023-07-29,2023-07-30,Cancelled,Delhi,0
ORD0167119,C08528,P02309,S0101,3,4036,12108,2024-07-18,2024-07-25,2024-07-30,Shipped,Mumbai,99
ORD0167120,C00965,P03477,S0128,1,1601,1601,2022-04-24,2022-04-30,2022-05-03,Delivered,Indore,99
ORD0167121,C04736,P03778,S0088,2,356,712,2024-05-09,2024-05-19,2024-05-19,Delivered,Bengaluru,99
ORD0167122,C09800,P01277,S0147,3,1708,5124,2024-03-10,2024-03-12,2024-03-11,Delivered,Surat,0
ORD0167123,C01327,P01344,S0076,3,10960,32880,2022-07-29,2022-08-07,2022-08-10,Delivered,Kolkata,49
ORD0167124,C03359,P00941,S0039,3,1445,4335,2024-04-24,2024-05-03,2024-05-02,Delivered,Pune,0
ORD0167125,C01906,P00151,S0150,3,9047,27141,2024-12-18,2024-12-27,2024-12-28,Shipped,Vadodara,0
ORD0167126,C06195,P01370,S0110,3,2010,6030,2023-05-13,2023-05-21,2023-05-25,Delivered,Kochi,49
ORD0167127,C06719,P00091,S0087,2,831,1662,2022-11-09,2022-11-12,2022-11-14,Delivered,Surat,0
ORD0167128,C00286,P01659,S0010,1,2863,2863,2024-02-02,2024-02-12,2024-02-12,Confirmed,Kochi,0
ORD0167129,C06199,P04397,S0022,3,11450,34350,2022-09-07,2022-09-17,2022-09-19,Confirmed,Vadodara,0
ORD0167130,C00896,P03897,S0148,3,501,1503,2024-07-01,2024-07-04,2024-07-05,Delivered,Lucknow,99
ORD0167131,C01646,P01390,S0145,1,2768,2768,2022-03-19,2022-03-28,2022-03-30,Delivered,Kolkata,0
ORD0167132,C02734,P02787,S0024,1,9374,9374,2023-04-16,2023-04-22,2023-04-22,Delivered,Agra,49
ORD0167133,C00469,P04505,S0016,2,773,1546,2022-09-18,2022-09-23,2022-09-28,Delivered,Kochi,0
ORD0167134,C05330,P00202,S0147,2,1982,3964,2024-06-08,2024-06-11,2024-06-13,Delivered,Indore,49
ORD0167135,C06386,P01626,S0143,2,3694,7388,2024-07-18,2024-07-21,2024-07-24,Delivered,Pune,0
ORD0167136,C00085,P03522,S0054,2,2171,4342,2024-05-24,2024-06-02,2024-06-02,Shipped,Vadodara,0
ORD0167137,C02639,P01777,S0110,2,1256,2512,2024-10-02,2024-10-07,2024-10-10,Delivered,Bhopal,99
ORD0167138,C04073,P04486,S0035,1,3783,3783,2023-06-26,2023-07-04,2023-07-07,Delivered,Ludhiana,49
ORD0167139,C06204,P02177,S0133,1,2442,2442,2022-02-16,2022-02-23,2022-02-26,Delivered,Bhopal,49
ORD0167140,C06185,P02566,S0011,2,5695,11390,2024-01-28,2024-01-30,2024-01-29,Delivered,Hyderabad,0
ORD0167141,C07065,P04217,S0084,1,6565,6565,2024-04-15,2024-04-25,2024-04-26,Delivered,Patna,49
ORD0167142,C02588,P00369,S0056,3,10447,31341,2024-02-23,2024-03-03,2024-03-03,Returned,Nagpur,99
ORD0167143,C04440,P03157,S0147,3,4029,12087,2023-09-01,2023-09-05,2023-09-08,Delivered,Bengaluru,0
ORD0167144,C06909,P04158,S0145,3,244,732,2022-12-16,2022-12-22,2022-12-24,Delivered,Agra,0
ORD0167145,C08200,P04149,S0007,1,1841,1841,2023-05-16,2023-05-18,2023-05-22,Delivered,Chennai,0
ORD0167146,C02487,P04612,S0089,1,3662,3662,2022-05-14,2022-05-23,2022-05-25,Cancelled,Kolkata,49
ORD0167147,C00386,P04615,S0074,1,9233,9233,2024-06-10,2024-06-15,2024-06-16,Cancelled,Chandigarh,49
ORD0167148,C09393,P00833,S0088,3,2751,8253,2023-06-28,2023-06-30,2023-07-03,Cancelled,Surat,0
ORD0167149,C03014,P04700,S0108,3,136,408,2024-02-17,2024-02-26,2024-02-28,Delivered,Ahmedabad,49
ORD0167150,C09278,P03517,S0062,2,8913,17826,2024-01-06,2024-01-13,2024-01-13,Shipped,Kolkata,49
ORD0167151,C06360,P00863,S0048,3,1083,3249,2024-06-10,2024-06-13,2024-06-15,Returned,Nagpur,0
ORD0167152,C07793,P01348,S0136,3,1157,3471,2023-10-19,2023-10-22,2023-10-25,Returned,Vadodara,49
ORD0167153,C02811,P00923,S0064,3,1311,3933,2022-07-14,2022-07-22,2022-07-26,Delivered,Pune,49
ORD0167154,C03494,P03003,S0076,2,427,854,2023-11-30,2023-12-10,2023-12-10,Delivered,Kolkata,0
ORD0167155,C07778,P04412,S0086,2,4076,8152,2024-08-15,2024-08-17,2024-08-22,Shipped,Ludhiana,0
ORD0167156,C04011,P03271,S0004,1,246,246,2023-05-29,2023-06-06,2023-06-05,Shipped,Kolkata,49
ORD0167157,C04303,P04416,S0060,2,4874,9748,2022-01-05,2022-01-09,2022-01-08,Returned,Chandigarh,99
ORD0167158,C00625,P01687,S0069,2,5040,10080,2024-07-26,2024-08-05,2024-08-06,Shipped,Hyderabad,49
ORD0167159,C06553,P03246,S0130,3,729,2187,2023-12-30,2024-01-02,2024-01-07,Delivered,Kolkata,0
ORD0167160,C02456,P00908,S0136,2,864,1728,2024-03-06,2024-03-09,2024-03-08,Delivered,Vadodara,0
ORD0167161,C06630,P04194,S0120,2,3655,7310,2024-12-04,2024-12-09,2024-12-14,Delivered,Kolkata,49
ORD0167162,C05435,P02807,S0103,2,11638,23276,2022-08-30,2022-09-03,2022-09-04,Delivered,Nagpur,0
ORD0167163,C05690,P04139,S0005,3,1738,5214,2023-02-21,2023-03-02,2023-03-01,Delivered,Chandigarh,0
ORD0167164,C09215,P02490,S0124,2,596,1192,2023-08-23,2023-08-27,2023-08-31,Delivered,Pune,0
ORD0167165,C04182,P04642,S0053,2,2780,5560,2023-07-22,2023-07-30,2023-08-01,Cancelled,Vadodara,49
ORD0167166,C02580,P04971,S0035,3,1703,5109,2022-11-02,2022-11-09,2022-11-10,Delivered,Nagpur,99
ORD0167167,C01029,P03768,S0060,3,2476,7428,2023-03-28,2023-04-02,2023-04-02,Delivered,Nagpur,49
ORD0167168,C03213,P04862,S0073,3,686,2058,2022-03-12,2022-03-22,2022-03-22,Cancelled,Nagpur,0
ORD0167169,C05975,P02685,,2,4710,9420,2022-11-26,2022-12-06,2022-12-06,Delivered,Surat,99
ORD0167170,C00829,P01155,S0015,2,6704,13408,2023-02-11,2023-02-20,2023-02-22,Delivered,Agra,0
ORD0167171,C05718,P04537,S0046,3,5760,17280,2024-02-02,2024-02-11,2024-02-13,Placed,Chennai,0
ORD0167172,C09547,P00878,S0082,1,8582,8582,2022-05-16,2022-05-23,2022-05-23,Delivered,Hyderabad,49
ORD0167173,C02020,P03767,S0020,1,3205,3205,2022-03-02,2022-03-07,2022-03-09,Delivered,Kochi,49
ORD0167174,C08358,P02075,S0006,1,10874,10874,2022-12-10,2022-12-15,2022-12-16,Cancelled,Ahmedabad,0
ORD0167175,C04146,P04162,S0068,1,1414,1414,2022-11-24,2022-11-26,2022-11-28,Delivered,Ludhiana,99
ORD0167176,C09619,P01633,S0010,3,241,723,2024-07-09,2024-07-16,2024-07-15,Delivered,Kochi,49
ORD0167177,C08788,P04909,S0043,1,2863,2863,2024-06-12,2024-06-21,2024-06-22,Delivered,Hyderabad,0
ORD0167178,C06239,P03303,S0006,1,2519,2519,2022-06-09,2022-06-13,2022-06-13,Delivered,Agra,0
ORD0167179,C00861,P01993,S0047,3,9723,29169,2024-11-17,2024-11-24,2024-11-27,Shipped,Nagpur,0
ORD0167180,C08155,P02190,S0080,1,8954,8954,2024-06-01,2024-06-08,2024-06-07,Delivered,Mumbai,0
ORD0167181,C02430,P04874,S0005,1,3565,3565,2022-06-25,2022-06-29,2022-07-03,Delivered,Agra,49
ORD0167182,C00278,P00435,S0057,3,6475,19425,2023-06-23,2023-06-28,2023-06-27,Delivered,Nagpur,49
ORD0167183,C01576,P01092,S0122,2,4205,8410,2023-03-03,2023-03-09,2023-03-11,Returned,Patna,0
ORD0167184,C06117,P03013,S0046,2,1798,3596,2024-04-22,2024-05-02,2024-05-02,Delivered,Pune,99
ORD0167185,C01111,P00612,S0117,2,273,546,2024-09-28,2024-10-01,2024-10-01,Delivered,Ludhiana,49
ORD0167186,C06814,P00268,S0012,1,1034,1034,2022-09-20,2022-09-30,2022-10-03,Cancelled,Chennai,0
ORD0167187,C01023,P03234,S0130,2,6568,13136,2022-11-05,2022-11-15,2022-11-20,Delivered,Bengaluru,99
ORD0167188,C01762,P04830,S0049,3,13266,39798,2023-08-20,2023-08-22,2023-08-25,Delivered,Kochi,99
ORD0167189,C08138,P00101,S0056,3,2768,8304,2023-06-27,2023-07-04,2023-07-08,Delivered,Agra,99
ORD0167190,C03011,P01510,S0149,1,4698,4698,2023-03-20,2023-03-27,2023-04-01,Delivered,Chandigarh,99
ORD0167191,C00621,P04819,S0102,2,4706,9412,2023-08-01,2023-08-11,2023-08-15,Delivered,Patna,0
ORD0167192,C00585,P04003,S0126,2,322,644,2022-05-11,2022-05-18,2022-05-23,Delivered,Kochi,0
ORD0167193,C08392,P00584,S0129,3,8263,24789,2022-03-12,2022-03-19,2022-03-24,Delivered,Ludhiana,0
ORD0167194,C03718,P01515,S0001,2,10245,20490,2022-12-18,2022-12-28,2022-12-28,Delivered,Hyderabad,0
ORD0167195,C06988,P03633,S0067,2,437,874,2022-09-21,2022-09-23,2022-09-22,Delivered,Hyderabad,0
ORD0167196,C03323,P04863,S0059,2,6065,12130,2023-01-12,2023-01-18,2023-01-21,Shipped,Lucknow,99
ORD0167197,C05453,P02534,S0146,2,406,812,2022-06-07,2022-06-17,2022-06-17,Delivered,Bengaluru,99
ORD0167198,C00634,P00443,S0084,3,4957,14871,2022-05-14,2022-05-17,2022-05-22,Shipped,Chennai,99
ORD0167199,C06890,P02247,S0136,1,694,694,2024-02-04,2024-02-14,2024-02-16,Shipped,Bhopal,49
ORD0167200,C01602,P03287,S0150,2,999,1998,2022-02-08,2022-02-15,2022-02-18,Delivered,Chennai,99
ORD0167201,C02616,P01103,S0036,3,5285,15855,2023-02-09,2023-02-15,2023-02-20,Delivered,Lucknow,0
ORD0167202,C07571,P02949,S0106,1,4183,4183,2023-05-27,2023-05-29,2023-05-31,Delivered,Delhi,49
ORD0167203,C07361,P04234,S0083,1,2061,2061,2023-10-20,2023-10-27,2023-11-01,Delivered,Hyderabad,49
ORD0167204,C04159,P04119,S0066,1,867,867,2023-04-11,2023-04-17,2023-04-17,Returned,Indore,0
ORD0167205,C03844,P00710,S0128,1,2088,2088,2023-08-23,2023-08-26,2023-08-27,Delivered,Delhi,0
ORD0167206,C05334,P00454,S0064,1,14884,14884,2023-01-05,2023-01-10,2023-01-09,Shipped,Indore,0
ORD0167207,C04903,P03684,S0042,2,2968,5936,2024-06-21,2024-06-27,2024-06-27,Delivered,Ahmedabad,49
ORD0167208,C06074,P00158,S0079,2,770,1540,2022-01-07,2022-01-09,2022-01-08,Delivered,Agra,0
ORD0167209,C08365,P00815,S0105,1,5930,5930,2024-09-30,2024-10-04,2024-10-05,Delivered,Patna,99
ORD0167210,C02782,P04035,S0034,1,3706,3706,2023-06-16,2023-06-25,2023-06-29,Delivered,Ludhiana,0
ORD0167211,C07336,P03928,S0056,2,2505,5010,2024-03-17,2024-03-24,2024-03-25,Delivered,Patna,0
ORD0167212,C09288,P03549,S0079,2,3800,7600,2024-05-28,2024-06-04,2024-06-07,Delivered,Indore,0
ORD0167213,C04236,P01259,S0063,1,4203,4203,2023-11-01,2023-11-11,2023-11-16,Delivered,Patna,99
ORD0167214,C02016,P00077,S0058,1,1952,1952,2023-12-28,2024-01-07,2024-01-12,Delivered,Nagpur,49
ORD0167215,C02752,P00045,S0118,3,984,2952,2022-08-19,2022-08-23,2022-08-28,Delivered,Surat,99
ORD0167216,C09342,P00843,S0004,1,1069,1069,2023-10-02,2023-10-08,2023-10-13,Shipped,Patna,49
ORD0167217,C07559,P04440,S0055,2,2877,5754,2023-09-16,2023-09-21,2023-09-26,Delivered,Surat,0
ORD0167218,C08824,P02605,S0115,1,12890,12890,2023-03-20,2023-03-30,2023-04-02,Delivered,Kochi,0
ORD0167219,C04989,P03554,S0110,1,503,503,2024-06-06,2024-06-08,2024-06-11,Delivered,Mumbai,49
ORD0167220,C09809,P03201,S0132,2,6880,13760,2022-07-23,2022-08-02,2022-08-07,Shipped,Indore,0
ORD0167221,C02142,P00510,S0115,2,4675,9350,2022-03-24,2022-03-30,2022-03-31,Delivered,Surat,49
ORD0167222,C05764,P03487,S0136,3,2016,6048,2024-07-22,2024-07-29,2024-08-03,Returned,Jaipur,0
ORD0167223,C09192,P01393,S0005,3,373,1119,2023-04-10,2023-04-19,2023-04-23,Delivered,Nagpur,0
ORD0167224,C08738,P01679,S0022,2,3987,7974,2023-07-28,2023-07-30,2023-07-31,Delivered,Bengaluru,0
ORD0167225,C08439,P03522,S0068,1,2171,2171,2024-09-13,2024-09-21,2024-09-23,Delivered,Indore,0
ORD0167226,C04912,P01310,S0069,1,4893,4893,2024-09-13,2024-09-22,2024-09-25,Placed,Jaipur,0
ORD0167227,C09239,P02161,S0017,2,259,518,2024-06-28,2024-07-07,2024-07-06,Shipped,Pune,99
ORD0167228,C06281,P04702,S0107,1,3804,3804,2023-01-12,2023-01-21,2023-01-23,Delivered,Delhi,0
ORD0167229,C03802,P03287,S0022,2,999,1998,2023-03-18,2023-03-25,2023-03-30,Delivered,Jaipur,49
ORD0167230,C05268,P01649,S0001,1,10379,10379,2023-03-14,2023-03-22,2023-03-26,Shipped,Jaipur,49
ORD0167231,C07320,P02117,S0040,1,7833,7833,2022-11-07,2022-11-10,2022-11-11,Delivered,Bhopal,0
ORD0167232,C09361,P03224,,2,7308,14616,2022-05-21,2022-05-24,2022-05-29,Cancelled,Agra,49
ORD0167233,C00110,P00222,S0025,1,3649,3649,2024-08-06,2024-08-08,2024-08-11,Delivered,Vadodara,0
ORD0167234,C05472,P02507,S0143,2,4899,9798,2022-09-07,2022-09-11,2022-09-14,Delivered,Lucknow,49
ORD0167235,C00416,P00461,S0026,1,2231,2231,2024-06-01,2024-06-03,2024-06-03,Delivered,Mumbai,49
ORD0167236,C06528,P02505,S0032,3,3568,10704,2022-12-30,2023-01-09,2023-01-13,Delivered,Chandigarh,0
ORD0167237,C06244,P01453,S0016,1,1649,1649,2022-08-06,2022-08-09,2022-08-13,Returned,Jaipur,99
ORD0167238,C04961,P01631,S0016,2,3006,6012,2023-01-12,2023-01-14,2023-01-15,Shipped,Chandigarh,0
ORD0167239,C00898,P01320,S0073,2,8435,16870,2022-12-06,2022-12-09,2022-12-14,Confirmed,Indore,49
ORD0167240,C01444,P02872,S0127,2,5601,11202,2022-06-25,2022-07-04,2022-07-05,Returned,Delhi,0
ORD0167241,C07134,P03957,S0146,1,2545,2545,2024-10-25,2024-11-02,2024-11-07,Delivered,Delhi,0
ORD0167242,C01189,P03647,S0027,2,886,1772,2024-01-06,2024-01-11,2024-01-10,Delivered,Hyderabad,0
ORD0167243,C04319,P04857,S0089,2,7120,14240,2024-04-25,2024-05-02,2024-05-03,Returned,Kochi,49
ORD0167244,C09875,P02007,S0024,3,575,1725,2023-08-17,2023-08-26,2023-08-30,Delivered,Indore,0
ORD0167245,C04145,P00021,S0145,2,4425,8850,2022-06-22,2022-06-25,2022-06-29,Returned,Agra,0
ORD0167246,C01096,P04434,S0068,1,361,361,2022-09-21,2022-09-23,2022-09-26,Delivered,Mumbai,49
ORD0167247,C02733,P01174,S0120,1,1799,1799,2023-01-05,2023-01-15,2023-01-18,Delivered,Bhopal,0
ORD0167248,C08928,P03438,S0059,2,3643,7286,2024-11-28,2024-12-01,2024-12-01,Delivered,Bengaluru,0
ORD0167249,C01854,P00611,S0010,3,3521,10563,2023-09-18,2023-09-27,2023-09-27,Shipped,Lucknow,0
ORD0167250,C02114,P02104,S0023,3,1342,4026,2023-02-23,2023-03-01,2023-03-04,Delivered,Ludhiana,49
ORD0167251,C06093,P03218,S0142,2,3846,7692,2024-08-31,2024-09-09,2024-09-09,Delivered,Patna,49
ORD0167252,C05576,P01467,S0146,2,692,1384,2022-03-26,2022-03-29,2022-03-29,Returned,Indore,0
ORD0167253,C05049,P03639,S0145,1,258,258,2024-08-07,2024-08-10,2024-08-09,Delivered,Nagpur,0
ORD0167254,C07884,P04346,S0015,2,4997,9994,2023-10-14,2023-10-21,2023-10-21,Shipped,Hyderabad,0
ORD0167255,C02063,P04401,S0116,2,1662,3324,2022-01-07,2022-01-12,2022-01-12,Delivered,Chandigarh,49
ORD0167256,C04025,P02144,S0090,1,2312,2312,2023-09-24,2023-10-04,2023-10-03,Delivered,Patna,99
ORD0167257,C07934,P00984,S0089,3,3035,9105,2023-01-31,2023-02-10,2023-02-11,Shipped,Ahmedabad,0
ORD0167258,C09783,P02818,S0028,1,521,521,2023-07-26,2023-07-28,2023-07-29,Delivered,Nagpur,0
ORD0167259,C08301,P03837,S0055,3,4478,13434,2022-07-16,2022-07-26,2022-07-31,Returned,Nagpur,0
ORD0167260,C07929,P02421,S0122,2,2285,4570,2022-10-19,2022-10-28,2022-11-02,Shipped,Bengaluru,99
ORD0167261,C04357,P02854,S0003,2,3510,7020,2024-09-05,2024-09-14,2024-09-17,Delivered,Delhi,0
ORD0167262,C00200,P00136,S0014,3,1667,5001,2024-05-30,2024-06-01,2024-06-06,Delivered,Ahmedabad,0
ORD0167263,C02611,P04189,S0016,1,4680,4680,2024-05-28,2024-06-05,2024-06-09,Delivered,Agra,49
ORD0167264,C03604,P00809,S0071,1,5687,5687,2024-10-31,2024-11-08,2024-11-11,Delivered,Chandigarh,0
ORD0167265,C01956,P00702,S0049,3,1797,5391,2024-11-22,2024-11-28,2024-12-01,Delivered,Jaipur,0
ORD0167266,C09723,P04893,S0086,2,2854,5708,2022-07-13,2022-07-22,2022-07-22,Delivered,Surat,0
ORD0167267,C02240,P00046,S0150,2,4437,8874,2022-10-07,2022-10-13,2022-10-13,Returned,Lucknow,49
ORD0167268,C03303,P03108,S0140,2,3080,6160,2024-01-03,2024-01-06,2024-01-05,Delivered,Nagpur,49
ORD0167269,C07520,P04567,S0118,3,1333,3999,2024-02-10,2024-02-17,2024-02-17,Confirmed,Mumbai,99
ORD0167270,C04197,P01605,S0146,1,3554,3554,2023-03-21,2023-03-26,2023-03-28,Delivered,Ahmedabad,0
ORD0167271,C04390,P04638,S0041,2,5867,11734,2023-01-02,2023-01-05,2023-01-10,Returned,Chennai,0
ORD0167272,C03928,P01140,S0084,3,3600,10800,2024-08-07,2024-08-09,2024-08-14,Returned,Ahmedabad,0
ORD0167273,C04075,P03954,S0113,1,2764,2764,2022-03-08,2022-03-12,2022-03-17,Delivered,Bengaluru,0
ORD0167274,C02749,P03127,S0150,3,1158,3474,2024-11-05,2024-11-08,2024-11-13,Placed,Bengaluru,0
ORD0167275,C06661,P01936,S0003,1,4808,4808,2023-01-21,2023-01-25,2023-01-27,Confirmed,Agra,0
ORD0167276,C09524,P03591,S0080,3,9216,27648,2024-02-16,2024-02-21,2024-02-24,Delivered,Bhopal,0
ORD0167277,C01549,P00697,S0051,1,2632,2632,2023-03-28,2023-03-31,2023-04-01,Delivered,Vadodara,99
ORD0167278,C00805,P02673,S0078,3,10209,30627,2024-04-30,2024-05-03,2024-05-02,Returned,Jaipur,0
ORD0167279,C05821,P02768,S0038,2,3211,6422,2022-02-01,2022-02-04,2022-02-03,Delivered,Patna,0
ORD0167280,C06007,P00605,S0093,2,2487,4974,2023-01-29,2023-02-06,2023-02-05,Delivered,Agra,0
ORD0167281,C03559,P02858,S0077,1,918,918,2023-05-26,2023-06-01,2023-05-31,Delivered,Vadodara,49
ORD0167282,C01235,P00129,S0080,2,287,574,2022-10-20,2022-10-27,2022-10-27,Delivered,Agra,99
ORD0167283,C05397,P03538,S0010,1,3187,3187,2022-08-03,2022-08-07,2022-08-10,Delivered,Ludhiana,0
ORD0167284,C06240,P01657,S0147,1,1175,1175,2023-03-30,2023-04-04,2023-04-06,Delivered,Vadodara,99
ORD0167285,C06440,P03140,S0065,3,2423,7269,2022-02-06,2022-02-15,2022-02-14,Delivered,Agra,0
ORD0167286,C02936,P00630,S0140,3,4802,14406,2023-12-20,2023-12-22,2023-12-23,Delivered,Ahmedabad,0
ORD0167287,C06086,P02413,S0060,3,4498,13494,2022-11-25,2022-11-27,2022-11-26,Delivered,Vadodara,0
ORD0167288,C06598,P02542,S0094,3,6340,19020,2022-05-03,2022-05-13,2022-05-16,Delivered,Bhopal,0
ORD0167289,C01408,P04985,S0123,3,4731,14193,2024-11-27,2024-12-03,2024-12-07,Delivered,Lucknow,0
ORD0167290,C09673,P01654,S0088,2,5262,10524,2022-02-22,2022-03-02,2022-03-07,Confirmed,Mumbai,49
ORD0167291,C03849,P01041,S0123,1,1147,1147,2022-03-17,2022-03-19,2022-03-23,Delivered,Surat,0
ORD0167292,C04544,P04426,S0146,1,143,143,2022-05-01,2022-05-11,2022-05-16,Shipped,Mumbai,0
ORD0167293,C07514,P04996,S0114,3,4958,14874,2022-06-27,2022-07-01,2022-06-30,Delivered,Patna,49
ORD0167294,C04489,P03132,S0022,3,1247,3741,2024-12-04,2024-12-09,2024-12-10,Delivered,Bhopal,49
ORD0167295,C04841,P04940,S0059,1,2641,2641,2022-11-24,2022-12-02,2022-12-01,Delivered,Bhopal,0
ORD0167296,C02034,P04391,S0136,2,4157,8314,2022-07-02,2022-07-05,2022-07-04,Delivered,Nagpur,99
ORD0167297,C06467,P02175,S0062,1,10705,10705,2022-08-18,2022-08-26,2022-08-26,Delivered,Delhi,0
ORD0167298,C04946,P02421,S0077,2,2285,4570,2022-06-19,2022-06-21,2022-06-22,Delivered,Kochi,0
ORD0167299,C08537,P02416,S0116,1,566,566,2022-11-06,2022-11-10,2022-11-12,Delivered,Hyderabad,0
ORD0167300,C09532,P00257,S0127,1,1274,1274,2024-08-06,2024-08-15,2024-08-20,Shipped,Indore,99
ORD0167301,C00463,P04033,S0005,1,4453,4453,2024-11-19,2024-11-26,2024-11-25,Shipped,Kochi,99
