return_id,order_id,customer_id,product_id,reason,return_date,refund_amount,status
RET039334,ORD0198094,C00429,P00149,Changed Mind,2022-06-13,1993.89,Rejected
RET039335,ORD0009761,C06347,P01819,Wrong Item Delivered,2022-09-16,1203.79,Approved
RET039336,ORD0093809,C08850,P01562,Not as Described,2024-03-06,25831.09,Refunded
RET039337,ORD0043341,C05129,P04436,Duplicate Order,2023-11-07,2613.22,Approved
RET039338,ORD0061423,C00498,P02337,Not as Described,2023-03-02,26705.02,Rejected
RET039339,ORD0159856,C02529,P02160,Wrong Size,2024-01-26,6559.79,Picked Up
RET039340,ORD0131098,C01522,P01939,Better Price Found,2024-02-29,17555.43,Refunded
RET039341,ORD0002187,C08832,P01371,Defective Product,2022-06-06,11506.59,Refunded
RET039342,ORD0118342,C07620,P00983,Quality Issue,2023-05-10,1954.13,Approved
RET039343,ORD0138064,C04458,P00664,Duplicate Order,2023-08-26,23003.55,Refunded
RET039344,ORD0043993,C01274,P02644,Wrong Size,2024-10-16,4043.29,Picked Up
RET039345,ORD0108636,C03368,P00340,Wrong Item Delivered,2024-03-12,3946.08,Refunded
RET039346,ORD0103367,C02091,P03388,Better Price Found,2024-09-13,919.99,Approved
RET039347,ORD0096839,C06374,P02245,Defective Product,2023-02-06,19608.65,Requested
RET039348,ORD0126906,C01161,P00426,Wrong Item Delivered,2022-08-27,1565.82,Picked Up
RET039349,ORD0191142,C04937,P01052,Wrong Size,2022-11-30,1201.55,Approved
RET039350,ORD0052828,C06187,P04074,Changed Mind,2024-06-20,9178.69,Approved
RET039351,ORD0125349,C00965,P02496,Changed Mind,2022-09-09,11537.77,Refunded
RET039352,ORD0157822,C02725,P02474,Duplicate Order,2022-06-03,5732.68,Refunded
RET039353,ORD0123254,C01474,P02287,Defective Product,2023-01-26,7511.22,Refunded
RET039354,ORD0140264,C09589,P02788,Defective Product,2024-03-01,3112.37,Picked Up
RET039355,ORD0101113,C05357,P01573,Defective Product,2022-07-20,8260.56,Approved
RET039356,ORD0056987,C00156,P00120,Defective Product,2022-10-14,1730.48,Requested
RET039357,ORD0058836,C07604,P02119,Duplicate Order,2022-07-22,1281.27,Refunded
RET039358,ORD0049312,C03275,P02408,Wrong Size,2022-12-06,7443.87,Picked Up
RET039359,ORD0014989,C06016,P02225,Wrong Size,2022-11-25,12057.52,Picked Up
RET039360,ORD0093833,C02657,P04143,Defective Product,2022-04-08,8975.47,Refunded
RET039361,ORD0146293,C08378,P04924,Better Price Found,2024-08-22,2063.01,Refunded
RET039362,ORD0142993,C09662,P00858,Wrong Size,2023-11-30,20118.05,Picked Up
RET039363,ORD0041281,C08209,P03101,Better Price Found,2023-12-12,32461.07,Picked Up
RET039364,ORD0172755,C02213,P01478,Defective Product,2023-05-20,7214.37,Refunded
RET039365,ORD0113882,C00252,P02571,Quality Issue,2024-11-09,294.58,Refunded
RET039366,ORD0156882,C06509,P04114,Better Price Found,2024-06-12,552.17,Refunded
RET039367,ORD0070017,C02037,P03104,Changed Mind,2022-01-30,16988.71,Approved
RET039368,ORD0153534,C08189,P01514,Better Price Found,2024-06-22,12677.63,Refunded
RET039369,ORD0162194,C07083,P02153,Not as Described,2022-05-03,3887.19,Refunded
RET039370,ORD0026476,C03706,P04080,Better Price Found,2024-08-25,1777.49,Refunded
RET039371,ORD0123772,C08062,P04333,Quality Issue,2024-01-20,13007.88,Picked Up
RET039372,ORD0025645,C06303,P03892,Not as Described,2022-11-27,6382.57,Refunded
RET039373,ORD0145985,C07164,P02281,Duplicate Order,2023-08-18,1662.42,Refunded
RET039374,ORD0064313,C05588,P03526,Changed Mind,2024-08-31,18426.09,Approved
RET039375,ORD0132797,C03687,P01091,Not as Described,2024-05-06,5849.62,Refunded
RET039376,ORD0180586,C03493,P01436,Quality Issue,2022-06-29,379.16,Requested
RET039377,ORD0125731,C06876,P00106,Duplicate Order,2023-04-12,10205.14,Picked Up
RET039378,ORD0146937,C08483,P03088,Wrong Size,2023-01-03,8485.11,Picked Up
RET039379,ORD0112844,C08578,P02307,Duplicate Order,2022-10-17,2520.68,Approved
RET039380,ORD0092999,C09828,P00015,Changed Mind,2023-06-27,845.79,Refunded
RET039381,ORD0114284,C02310,P03881,Not as Described,2024-08-22,2514.76,Refunded
RET039382,ORD0044202,C09729,P00805,Defective Product,2024-06-21,5387.83,Refunded
RET039383,ORD0185106,C07208,P00191,Wrong Size,2023-01-28,520.65,Refunded
RET039384,ORD0104605,C08786,P01631,Defective Product,2022-12-20,5681.28,Refunded
RET039385,ORD0176284,C06197,P00020,Wrong Item Delivered,2022-03-28,7405.38,Refunded
RET039386,ORD0159568,C06752,P02757,Quality Issue,2024-12-01,5678.01,Approved
RET039387,ORD0082647,C09442,P03431,Defective Product,2024-04-09,4167.88,Refunded
RET039388,ORD0196185,C01271,P02635,Better Price Found,2024-03-26,643.06,Approved
RET039389,ORD0143319,C01336,P03913,Quality Issue,2022-08-21,451.03,Refunded
RET039390,ORD0190777,C05946,P04737,Changed Mind,2022-02-09,5226.59,Refunded
RET039391,ORD0044191,C08627,P00157,Defective Product,2023-09-15,958.56,Rejected
RET039392,ORD0160598,C04452,P04767,Defective Product,2022-04-02,2772.34,Requested
RET039393,ORD0085920,C04431,P04256,Wrong Item Delivered,2023-01-18,3108.01,Requested
RET039394,ORD0079021,C02451,P04645,Defective Product,2022-08-09,1389.02,Approved
RET039395,ORD0109822,C02790,P04395,Wrong Item Delivered,2024-08-04,5152.34,Refunded
RET039396,ORD0139224,C08520,P04126,Not as Described,2024-12-13,3598.71,Rejected
RET039397,ORD0158645,C06136,P01655,Better Price Found,2022-05-28,1906.07,Refunded
RET039398,ORD0001021,C05481,P04811,Duplicate Order,2023-11-11,7488.91,Refunded
RET039399,ORD0052042,C09146,P03545,Duplicate Order,2023-09-17,312.62,Rejected
RET039400,ORD0015916,C05087,P03811,Quality Issue,2024-12-20,1894.59,Refunded
RET039401,ORD0126496,C07313,P01148,Quality Issue,2022-03-17,10542.02,Refunded
RET039402,ORD0025767,C04007,P02094,Changed Mind,2022-01-16,619.96,Picked Up
RET039403,ORD0025001,C05714,P00206,Defective Product,2024-04-09,6195.33,Refunded
RET039404,ORD0098637,C01819,P01829,Quality Issue,2022-05-15,2909.52,Approved
RET039405,ORD0023097,C02754,P01928,Changed Mind,2022-08-05,5906.8,Refunded
RET039406,ORD0118012,C08239,P03054,Duplicate Order,2023-07-15,9235.4,Refunded
RET039407,ORD0145280,C01243,P03631,Quality Issue,2022-02-17,267.41,Approved
RET039408,ORD0113775,C01798,P03669,Not as Described,2024-01-02,3372.38,Refunded
RET039409,ORD0082687,C03189,P01737,Wrong Size,2022-09-04,2447.2,Approved
RET039410,ORD0076351,C00284,P03886,Wrong Size,2022-07-15,14367.17,Refunded
RET039411,ORD0191145,C09772,P01854,Wrong Item Delivered,2023-12-08,3805.41,Approved
RET039412,ORD0116603,C01436,P04610,Wrong Item Delivered,2022-02-19,5427.85,Approved
RET039413,ORD0082985,C04336,P02102,Better Price Found,2023-03-10,9811.87,Refunded
RET039414,ORD0142097,C03380,P00617,Duplicate Order,2023-05-13,4183.0,Approved
RET039415,ORD0023522,C06789,P04885,Wrong Size,2022-11-02,4671.31,Picked Up
RET039416,ORD0035829,C01439,P03667,Defective Product,2024-06-27,11498.64,Refunded
RET039417,ORD0094721,C01495,P00681,Better Price Found,2023-02-20,13746.87,Refunded
RET039418,ORD0156963,C08655,P01314,Defective Product,2024-01-14,7485.38,Requested
RET039419,ORD0187130,C01032,P01097,Quality Issue,2024-05-01,8839.22,Refunded
RET039420,ORD0145409,C00453,P02790,Quality Issue,2023-12-19,1903.23,Refunded
RET039421,ORD0171426,C00900,P01036,Duplicate Order,2022-05-08,1272.96,Refunded
RET039422,ORD0074562,C07684,P01656,Not as Described,2024-09-11,5892.94,Refunded
RET039423,ORD0198738,C03701,P04200,Changed Mind,2023-09-25,9849.67,Refunded
RET039424,ORD0087150,C04163,P00705,Wrong Item Delivered,2024-06-28,5815.2,Requested
RET039425,ORD0194076,C07027,P03901,Better Price Found,2023-10-18,20819.94,Refunded
RET039426,ORD0130624,C03355,P04450,Duplicate Order,2024-08-06,1043.95,Picked Up
RET039427,ORD0006406,C03107,P02076,Wrong Size,2023-01-16,6610.55,Refunded
RET039428,ORD0116079,C02880,P02075,Quality Issue,2024-02-23,9134.04,Approved
RET039429,ORD0078201,C02744,P02317,Better Price Found,2023-05-06,1599.04,Requested
RET039430,ORD0142025,C02135,P03362,Defective Product,2022-11-12,4805.55,Approved
RET039431,ORD0136423,C01907,P03823,Duplicate Order,2024-05-01,6774.89,Refunded
RET039432,ORD0180256,C02988,P04902,Defective Product,2024-06-20,5660.56,Approved
RET039433,ORD0160667,C07078,P03530,Not as Described,2022-02-15,28209.95,Approved
RET039434,ORD0035719,C04596,P01728,Defective Product,2024-05-01,3297.72,Picked Up
RET039435,ORD0077758,C03866,P02129,Duplicate Order,2023-09-16,9348.24,Requested
RET039436,ORD0124741,C00231,P00271,Wrong Item Delivered,2023-09-23,950.54,Refunded
RET039437,ORD0137769,C09524,P03757,Quality Issue,2022-04-14,9357.02,Refunded
RET039438,ORD0049192,C02162,P00157,Wrong Item Delivered,2024-10-19,621.78,Picked Up
RET039439,ORD0057076,C07024,P03992,Defective Product,2024-06-24,2604.94,Refunded
RET039440,ORD0080937,C09188,P02592,Not as Described,2022-09-09,35277.92,Approved
RET039441,ORD0047912,C08815,P01862,Quality Issue,2024-12-27,683.03,Refunded
RET039442,ORD0009325,C03509,P04193,Defective Product,2022-05-16,11998.05,Approved
RET039443,ORD0034219,C01336,P03094,Changed Mind,2023-09-25,15396.26,Refunded
RET039444,ORD0047625,C00180,P04885,Better Price Found,2023-08-04,5057.66,Refunded
RET039445,ORD0133459,C01572,P02264,Wrong Item Delivered,2022-01-22,5122.96,Picked Up
RET039446,ORD0102401,C09726,P01861,Better Price Found,2023-12-03,8279.12,Refunded
RET039447,ORD0094484,C04251,P01906,Duplicate Order,2024-11-08,11956.99,Requested
RET039448,ORD0127284,C03194,P02322,Wrong Size,2022-03-23,17406.41,Approved
RET039449,ORD0119620,C04388,P00066,Quality Issue,2024-01-09,225.06,Refunded
RET039450,ORD0158241,C02501,P04278,Wrong Size,2022-05-26,396.54,Refunded
RET039451,ORD0075128,C07900,P03368,Duplicate Order,2023-04-30,461.57,Refunded
RET039452,ORD0058968,C00603,P01429,Changed Mind,2023-12-22,9032.11,Refunded
RET039453,ORD0007818,C02178,P02842,Better Price Found,2022-11-28,1999.8,Refunded
RET039454,ORD0178686,C05997,P02316,Not as Described,2023-02-16,1085.9,Rejected
RET039455,ORD0148046,C08705,P02250,Changed Mind,2022-06-05,6518.27,Requested
RET039456,ORD0091435,C09442,P00679,Better Price Found,2023-11-17,4587.14,Picked Up
RET039457,ORD0082767,C09205,P03351,Wrong Size,2024-06-24,688.66,Refunded
RET039458,ORD0044567,C02478,P02318,Wrong Size,2023-01-27,5978.04,Approved
RET039459,ORD0024430,C00760,P02674,Changed Mind,2022-08-21,3963.54,Refunded
RET039460,ORD0027259,C07223,P00812,Changed Mind,2022-05-06,7810.58,Approved
RET039461,ORD0030611,C03208,P03077,Wrong Item Delivered,2024-07-04,5662.0,Refunded
RET039462,ORD0114101,C00640,P04023,Quality Issue,2022-07-15,4836.33,Refunded
RET039463,ORD0016217,C08673,P01506,Better Price Found,2023-03-17,4516.24,Refunded
RET039464,ORD0076043,C02622,P02728,Duplicate Order,2024-09-20,3086.59,Picked Up
RET039465,ORD0159336,C01471,P02017,Wrong Size,2022-05-26,20010.14,Rejected
RET039466,ORD0164960,C07912,P04078,Defective Product,2023-09-18,1150.23,Approved
RET039467,ORD0122015,C08012,P03681,Wrong Size,2022-07-05,6515.82,Picked Up
RET039468,ORD0144668,C05488,P00869,Defective Product,2024-12-21,17289.3,Approved
RET039469,ORD0117331,C07223,P04917,Not as Described,2023-02-23,5521.46,Refunded
RET039470,ORD0001372,C00980,P04232,Not as Described,2024-05-08,3643.67,Picked Up
RET039471,ORD0182948,C09471,P01857,Not as Described,2024-04-21,3384.73,Approved
RET039472,ORD0013304,C00421,P04331,Wrong Size,2022-12-29,2083.95,Refunded
RET039473,ORD0020179,C07118,P00144,Wrong Item Delivered,2024-06-10,3565.37,Refunded
RET039474,ORD0121993,C04193,P02287,Better Price Found,2022-01-29,5264.52,Refunded
RET039475,ORD0019609,C07788,P02873,Duplicate Order,2024-04-03,16167.68,Requested
RET039476,ORD0074093,C06407,P03096,Duplicate Order,2023-06-10,20790.17,Requested
RET039477,ORD0159263,C06884,P02630,Wrong Size,2023-05-12,696.47,Approved
RET039478,ORD0198889,C09784,P00405,Changed Mind,2024-11-20,5634.67,Refunded
RET039479,ORD0065126,C02698,P02116,Changed Mind,2022-01-28,6332.5,Refunded
RET039480,ORD0079324,C06449,P03857,Changed Mind,2024-06-28,3505.59,Picked Up
RET039481,ORD0162145,C08676,P02006,Quality Issue,2022-07-16,3166.16,Refunded
RET039482,ORD0169676,C07246,P02565,Not as Described,2023-08-09,3672.08,Refunded
RET039483,ORD0037785,C05634,P03643,Wrong Size,2023-10-21,1352.53,Refunded
RET039484,ORD0115582,C09456,P00390,Wrong Item Delivered,2024-11-04,12969.07,Refunded
RET039485,ORD0139100,C04255,P00573,Wrong Item Delivered,2022-09-17,1923.48,Approved
RET039486,ORD0064847,C00261,P04391,Better Price Found,2023-06-18,7675.46,Picked Up
RET039487,ORD0017648,C09178,P00434,Changed Mind,2023-04-23,300.48,Approved
RET039488,ORD0118084,C01952,P03346,Not as Described,2022-07-21,8704.17,Refunded
RET039489,ORD0143899,C09231,P03053,Quality Issue,2022-08-13,3216.1,Picked Up
RET039490,ORD0165937,C02913,P04308,Changed Mind,2023-05-30,5380.78,Approved
RET039491,ORD0013201,C08980,P02940,Not as Described,2023-07-21,1946.87,Picked Up
RET039492,ORD0074378,C04555,P01779,Defective Product,2024-05-04,10362.78,Refunded
RET039493,ORD0083099,C00015,P00485,Wrong Item Delivered,2024-05-06,4436.78,Refunded
RET039494,ORD0038436,C05628,P04847,Better Price Found,2024-02-18,4838.98,Refunded
RET039495,ORD0025759,C09622,P04123,Duplicate Order,2023-04-04,17288.75,Approved
RET039496,ORD0110275,C06774,P04928,Not as Described,2022-05-17,4187.71,Approved
RET039497,ORD0005259,C07611,P04814,Defective Product,2023-05-15,7324.79,Rejected
RET039498,ORD0046984,C03247,P03971,Defective Product,2022-04-09,4845.93,Approved
RET039499,ORD0005164,C04923,P01429,Changed Mind,2023-01-21,9492.35,Refunded
RET039500,ORD0144052,C04414,P01891,Not as Described,2023-09-19,2124.73,Picked Up
RET039501,ORD0093540,C08644,P04460,Quality Issue,2024-01-10,8027.26,Requested
RET039502,ORD0052178,C02237,P02588,Changed Mind,2023-07-04,566.33,Refunded
RET039503,ORD0148527,C09014,P04047,Defective Product,2023-12-05,1048.56,Rejected
RET039504,ORD0144873,C09863,P01433,Wrong Item Delivered,2024-06-14,6046.58,Approved
RET039505,ORD0197817,C04515,P00544,Duplicate Order,2022-07-25,8909.58,Refunded
RET039506,ORD0070328,C05288,P00670,Not as Described,2022-01-15,8369.62,Refunded
RET039507,ORD0171796,C02627,P03947,Defective Product,2022-09-07,29436.54,Refunded
RET039508,ORD0001291,C09651,P03838,Better Price Found,2022-08-19,6670.07,Requested
RET039509,ORD0134541,C09059,P00408,Duplicate Order,2022-06-05,215.76,Refunded
RET039510,ORD0177309,C02809,P04824,Quality Issue,2024-07-19,3938.64,Approved
RET039511,ORD0149739,C09146,P02968,Defective Product,2024-04-04,9003.83,Picked Up
RET039512,ORD0107598,C08008,P03987,Quality Issue,2024-08-14,2096.09,Refunded
RET039513,ORD0018062,C02840,P01294,Duplicate Order,2023-01-09,2203.86,Refunded
RET039514,ORD0002536,C04717,P04917,Better Price Found,2023-09-24,4815.32,Refunded
RET039515,ORD0003412,C02034,P00387,Not as Described,2022-04-07,2131.08,Picked Up
RET039516,ORD0010382,C02507,P02399,Changed Mind,2024-12-07,22693.45,Rejected
RET039517,ORD0172503,C02018,P00992,Wrong Size,2024-08-07,1962.99,Refunded
RET039518,ORD0086963,C08420,P02468,Wrong Size,2024-03-10,3645.27,Refunded
RET039519,ORD0070381,C06372,P02321,Quality Issue,2024-10-20,1204.63,Refunded
RET039520,ORD0015127,C05630,P02681,Better Price Found,2023-07-19,6952.08,Approved
RET039521,ORD0037785,C05634,P03643,Better Price Found,2023-10-29,1405.41,Refunded
RET039522,ORD0062763,C02678,P00193,Wrong Size,2022-04-09,4992.83,Picked Up
RET039523,ORD0144908,C02258,P02581,Wrong Size,2024-02-24,6576.35,Picked Up
RET039524,ORD0077332,C08357,P03366,Wrong Size,2024-01-06,3912.68,Rejected
RET039525,ORD0067946,C00445,P01302,Quality Issue,2024-11-10,4465.08,Refunded
RET039526,ORD0168947,C05891,P00519,Defective Product,2022-03-27,7510.98,Refunded
RET039527,ORD0140178,C07169,P02666,Changed Mind,2023-02-26,4925.86,Approved
RET039528,ORD0048642,C00680,P03755,Quality Issue,2023-07-29,633.79,Approved
RET039529,ORD0020306,C01459,P04728,Wrong Size,2022-09-14,1383.8,Picked Up
RET039530,ORD0143263,C09269,P01570,Wrong Size,2022-04-29,9382.22,Refunded
RET039531,ORD0027263,C06370,P03328,Quality Issue,2023-03-18,10140.59,Picked Up
RET039532,ORD0109854,C02258,P00283,Defective Product,2022-02-06,5742.25,Approved
RET039533,ORD0166274,C09378,P00473,Not as Described,2023-07-29,2116.46,Refunded
RET039534,ORD0044446,C08379,P00963,Duplicate Order,2024-07-12,4569.59,Refunded
RET039535,ORD0010492,C03297,P01609,Wrong Size,2022-08-08,662.09,Requested
RET039536,ORD0199062,C01261,P00200,Not as Described,2023-05-09,4485.15,Approved
RET039537,ORD0153603,C01199,P03737,Changed Mind,2022-11-02,1331.61,Picked Up
RET039538,ORD0018164,C09815,P01764,Defective Product,2023-05-15,1538.35,Refunded
RET039539,ORD0028189,C01386,P02492,Duplicate Order,2022-09-16,5201.08,Refunded
RET039540,ORD0064405,C00379,P03942,Wrong Size,2022-06-28,5869.18,Refunded
RET039541,ORD0195832,C06312,P00965,Changed Mind,2023-07-28,6413.72,Picked Up
RET039542,ORD0188612,C02877,P01762,Better Price Found,2024-06-18,638.55,Approved
RET039543,ORD0196265,C02938,P02765,Not as Described,2022-01-30,12977.3,Refunded
RET039544,ORD0091875,C08867,P02322,Not as Described,2022-01-14,5019.65,Refunded
RET039545,ORD0091419,C02048,P00782,Wrong Item Delivered,2024-03-19,1287.02,Refunded
RET039546,ORD0096009,C06771,P04876,Changed Mind,2022-04-02,1439.95,Refunded
RET039547,ORD0160787,C09542,P04529,Quality Issue,2022-07-05,863.92,Rejected
RET039548,ORD0124022,C02271,P00566,Changed Mind,2023-04-29,7031.92,Refunded
RET039549,ORD0063903,C09412,P00888,Changed Mind,2023-04-03,14741.38,Refunded
RET039550,ORD0008603,C05929,P03172,Quality Issue,2024-09-06,1363.58,Refunded
RET039551,ORD0075734,C00459,P00741,Not as Described,2023-01-15,342.7,Requested
RET039552,ORD0181053,C06019,P00414,Not as Described,2022-03-27,9972.78,Picked Up
RET039553,ORD0178556,C06031,P01810,Changed Mind,2023-12-15,7997.6,Refunded
RET039554,ORD0179550,C09821,P01426,Changed Mind,2022-07-05,314.39,Refunded
RET039555,ORD0130606,C02412,P03134,Quality Issue,2023-01-11,5728.41,Picked Up
RET039556,ORD0171636,C02694,P03251,Quality Issue,2023-10-07,1866.51,Picked Up
RET039557,ORD0007577,C07919,P01883,Quality Issue,2023-03-14,12810.17,Approved
RET039558,ORD0022043,C02515,P02924,Better Price Found,2024-11-27,14420.52,Refunded
RET039559,ORD0091631,C04032,P02448,Not as Described,2023-02-20,5683.08,Refunded
RET039560,ORD0049649,C03405,P00722,Changed Mind,2022-08-20,7780.3,Refunded
RET039561,ORD0142478,C07467,P03661,Changed Mind,2024-11-28,14793.39,Approved
RET039562,ORD0042744,C03115,P04195,Duplicate Order,2022-02-01,1892.31,Refunded
RET039563,ORD0167296,C02034,P04391,Duplicate Order,2022-07-04,6707.56,Refunded
RET039564,ORD0077815,C00026,P00497,Duplicate Order,2022-04-17,7686.28,Picked Up
RET039565,ORD0059438,C07581,P03229,Changed Mind,2023-07-09,9812.2,Refunded
RET039566,ORD0161482,C02941,P03420,Defective Product,2024-02-05,15093.42,Refunded
RET039567,ORD0001758,C09761,P02775,Changed Mind,2024-03-09,4629.15,Refunded
RET039568,ORD0158962,C07172,P04812,Wrong Size,2022-09-07,6388.75,Refunded
RET039569,ORD0107655,C02805,P02040,Defective Product,2023-04-29,1594.38,Refunded
RET039570,ORD0050212,C03094,P01086,Wrong Item Delivered,2023-02-08,7939.24,Refunded
RET039571,ORD0092955,C02935,P00317,Better Price Found,2024-09-16,472.46,Refunded
RET039572,ORD0038870,C04673,P00460,Not as Described,2024-06-15,14617.89,Requested
RET039573,ORD0160290,C08769,P04231,Defective Product,2022-07-10,6830.61,Requested
RET039574,ORD0174101,C02933,P04042,Changed Mind,2022-11-05,2206.66,Approved
RET039575,ORD0089214,C00904,P00411,Wrong Size,2023-11-19,11784.55,Approved
RET039576,ORD0010621,C07906,P04595,Quality Issue,2022-09-23,2669.15,Refunded
RET039577,ORD0196699,C06254,P03039,Wrong Size,2022-03-21,2545.84,Requested
RET039578,ORD0086268,C00447,P04361,Not as Described,2024-10-20,9296.64,Approved
RET039579,ORD0044495,C00392,P00039,Better Price Found,2023-02-13,1117.33,Refunded
RET039580,ORD0072814,C09833,P02017,Defective Product,2024-11-14,9698.34,Refunded
RET039581,ORD0149664,C02573,P00947,Not as Described,2024-10-25,3729.94,Picked Up
RET039582,ORD0091512,C01108,P03612,Duplicate Order,2022-10-23,9826.03,Refunded
RET039583,ORD0067069,C05661,P01842,Changed Mind,2024-06-07,773.72,Rejected
RET039584,ORD0165014,C05298,P04757,Wrong Item Delivered,2023-08-22,3571.46,Refunded
RET039585,ORD0098961,C08767,P02610,Defective Product,2022-05-20,7151.26,Refunded
RET039586,ORD0102345,C02046,P00716,Defective Product,2022-08-02,1469.94,Requested
RET039587,ORD0123630,C07184,P03842,Better Price Found,2024-09-11,9613.91,Refunded
RET039588,ORD0047426,C03468,P03910,Quality Issue,2022-04-06,179.15,Requested
RET039589,ORD0122234,C07961,P00097,Quality Issue,2023-07-19,8327.55,Refunded
RET039590,ORD0100785,C04249,P01426,Quality Issue,2024-01-29,148.42,Refunded
RET039591,ORD0145840,C01237,P04855,Duplicate Order,2024-09-05,4929.41,Picked Up
RET039592,ORD0185697,C04698,P01883,Quality Issue,2024-08-15,14177.21,Picked Up
RET039593,ORD0063516,C09677,P00498,Duplicate Order,2023-07-17,5241.56,Picked Up
RET039594,ORD0181821,C01460,P04401,Quality Issue,2024-11-10,2766.31,Picked Up
RET039595,ORD0185526,C02325,P03398,Changed Mind,2024-01-07,3648.31,Picked Up
RET039596,ORD0088800,C03718,P04683,Defective Product,2023-01-14,1439.29,Requested
RET039597,ORD0080941,C04362,P03281,Duplicate Order,2024-10-23,19985.07,Refunded
RET039598,ORD0196486,C03149,P03161,Wrong Item Delivered,2024-12-10,18533.13,Picked Up
RET039599,ORD0017639,C08230,P02146,Defective Product,2022-09-24,5110.93,Refunded
RET039600,ORD0086483,C04550,P04553,Wrong Size,2023-10-28,5699.08,Picked Up
RET039601,ORD0068751,C05947,P03166,Wrong Size,2022-04-13,18728.2,Refunded
RET039602,ORD0000464,C03603,P00083,Defective Product,2024-05-06,5434.74,Approved
RET039603,ORD0090723,C07729,P03308,Duplicate Order,2024-12-24,6520.73,Refunded
RET039604,ORD0000972,C08604,P04831,Not as Described,2022-09-12,19877.29,Refunded
RET039605,ORD0178377,C03275,P01723,Better Price Found,2023-02-22,13528.56,Refunded
RET039606,ORD0066252,C00670,P02579,Defective Product,2022-12-14,15041.75,Refunded
RET039607,ORD0006506,C00415,P01107,Quality Issue,2022-05-10,11754.0,Requested
RET039608,ORD0114356,C07944,P04589,Duplicate Order,2024-08-02,1315.06,Picked Up
RET039609,ORD0186187,C07967,P00091,Quality Issue,2023-01-23,1342.83,Refunded
RET039610,ORD0093244,C05124,P00429,Wrong Item Delivered,2024-02-15,8132.77,Picked Up
RET039611,ORD0037644,C07979,P00854,Quality Issue,2023-01-02,21706.2,Refunded
RET039612,ORD0099012,C01216,P01221,Defective Product,2023-11-23,835.32,Rejected
RET039613,ORD0016765,C06386,P00566,Defective Product,2022-03-14,3668.75,Refunded
RET039614,ORD0156606,C03508,P03588,Changed Mind,2023-01-01,5762.87,Picked Up
RET039615,ORD0181732,C01509,P03837,Duplicate Order,2024-05-31,7908.67,Approved
RET039616,ORD0087579,C01166,P01767,Quality Issue,2024-03-30,125.68,Picked Up
RET039617,ORD0118306,C05758,P04699,Not as Described,2023-01-29,10469.55,Approved
RET039618,ORD0164780,C06295,P04422,Quality Issue,2024-06-29,12339.52,Refunded
RET039619,ORD0117528,C06122,P01906,Duplicate Order,2024-11-17,9518.19,Refunded
RET039620,ORD0172138,C06529,P01659,Changed Mind,2024-05-15,2662.3,Picked Up
RET039621,ORD0196496,C01727,P02061,Wrong Size,2023-09-14,5741.93,Refunded
RET039622,ORD0196045,C07702,P00464,Not as Described,2023-01-10,588.17,Rejected
RET039623,ORD0121040,C09023,P04079,Defective Product,2022-03-13,4312.45,Refunded
RET039624,ORD0170065,C08831,P03930,Wrong Item Delivered,2023-10-26,9476.18,Picked Up
RET039625,ORD0062154,C09062,P03546,Defective Product,2024-06-01,19636.72,Refunded
RET039626,ORD0152080,C07952,P02835,Duplicate Order,2022-01-12,7245.95,Refunded
RET039627,ORD0027094,C09478,P00676,Wrong Size,2023-05-02,2998.15,Refunded
RET039628,ORD0118919,C06107,P04598,Wrong Size,2024-12-20,2118.1,Approved
RET039629,ORD0032093,C05695,P01614,Better Price Found,2023-08-02,8368.07,Refunded
RET039630,ORD0185410,C08206,P02360,Wrong Item Delivered,2024-10-12,1710.34,Refunded
RET039631,ORD0060949,C01451,P00632,Duplicate Order,2022-06-04,2484.06,Refunded
RET039632,ORD0192502,C08989,P03564,Not as Described,2024-02-01,1455.32,Refunded
RET039633,ORD0052373,C06696,P02785,Defective Product,2023-02-13,3146.98,Requested
RET039634,ORD0134219,C05819,P04228,Wrong Size,2022-12-13,1211.82,Refunded
RET039635,ORD0190086,C09366,P03973,Wrong Size,2023-05-04,3846.72,Refunded
RET039636,ORD0159650,C05614,P02501,Quality Issue,2022-06-25,566.37,Picked Up
RET039637,ORD0109380,C03437,P01593,Wrong Size,2022-11-03,389.71,Picked Up
RET039638,ORD0032319,C06502,P02946,Wrong Size,2024-08-03,6274.31,Rejected
RET039639,ORD0022767,C03174,P02049,Wrong Size,2023-10-14,11880.36,Refunded
RET039640,ORD0149651,C09751,P00979,Better Price Found,2022-04-26,7979.73,Refunded
RET039641,ORD0012060,C05671,P02791,Defective Product,2023-05-28,5889.41,Refunded
RET039642,ORD0169905,C07295,P03027,Defective Product,2022-05-15,1961.26,Refunded
RET039643,ORD0146778,C06566,P03131,Changed Mind,2024-08-19,7499.67,Approved
RET039644,ORD0032307,C05606,P01536,Defective Product,2024-12-05,8520.81,Approved
RET039645,ORD0107742,C05610,P01018,Better Price Found,2024-12-29,2047.82,Refunded
RET039646,ORD0195126,C03205,P01707,Quality Issue,2022-04-22,8540.31,Picked Up
RET039647,ORD0187634,C03186,P01817,Wrong Item Delivered,2023-02-17,12190.38,Picked Up
RET039648,ORD0048009,C07230,P04986,Wrong Size,2023-12-10,4481.9,Requested
RET039649,ORD0023075,C08512,P01271,Duplicate Order,2024-12-16,945.26,Approved
RET039650,ORD0133547,C05532,P03216,Better Price Found,2022-12-03,41594.05,Refunded
