shipment_id,order_id,supplier_id,warehouse_id,product_id,quantity,ship_date,expected_arrival,actual_arrival,status,carrier,freight_cost,delay_days
SHP065613,ORD0145617,SUP0102,W010,P03504,2,2022-02-04,2022-02-11,2022-02-11,Delivered,Ekart,297.04,0
SHP065614,ORD0041032,SUP0024,W017,P00777,2,2024-11-11,2024-11-13,2024-11-16,In Transit,Ekart,333.08,3
SHP065615,ORD0010092,SUP0226,W009,P00770,2,2023-09-28,2023-09-30,2023-10-05,Delivered,Delhivery,107.19,5
SHP065616,ORD0032687,SUP0232,W007,P03799,3,2022-04-27,2022-05-03,2022-05-01,Delivered,Delhivery,67.24,-2
SHP065617,ORD0197033,SUP0304,W023,P03644,3,2023-04-15,2023-04-25,2023-04-30,Delivered,Blue Dart,139.69,5
SHP065618,ORD0070167,SUP0085,W015,P04772,3,2024-04-02,2024-04-11,2024-04-15,Delivered,Shadowfax,420.36,4
SHP065619,ORD0089694,SUP0188,W025,P03800,3,2023-10-27,2023-11-04,2023-11-03,Delivered,Shadowfax,491.38,-1
SHP065620,ORD0176413,SUP0314,W025,P00901,1,2023-04-20,2023-05-01,2023-05-05,Delivered,Blue Dart,369.93,4
SHP065621,ORD0119509,SUP0159,W017,P01921,2,2022-09-22,2022-09-24,2022-09-24,Delivered,Blue Dart,250.87,0
SHP065622,ORD0120834,SUP0097,W010,P01242,2,2023-10-12,2023-10-26,2023-10-30,Delivered,Delhivery,418.48,4
SHP065623,ORD0158370,SUP0296,W020,P03376,3,2022-03-21,2022-03-25,2022-03-30,Lost,Ekart,200.26,5
SHP065624,ORD0074107,SUP0384,W015,P00678,2,2023-01-13,2023-01-16,2023-01-20,Delivered,DTDC,96.9,4
SHP065625,ORD0107484,SUP0374,W020,P01120,2,2023-05-04,2023-05-09,2023-05-09,Delivered,Blue Dart,298.5,0
SHP065626,ORD0166423,SUP0060,W029,P02060,3,2024-01-23,2024-01-27,2024-01-28,Delivered,Ekart,112.01,1
SHP065627,ORD0040358,SUP0112,W021,P03850,1,2023-06-05,2023-06-18,2023-06-16,Delivered,Blue Dart,374.52,-2
SHP065628,ORD0044521,SUP0171,W005,P03417,3,2023-01-06,2023-01-16,2023-01-20,Delivered,Shadowfax,188.47,4
SHP065629,ORD0039448,SUP0261,W007,P04653,2,2023-01-27,2023-02-07,2023-02-11,In Transit,Shadowfax,187.7,4
SHP065630,ORD0133116,SUP0295,W023,P03929,3,2022-09-17,2022-09-22,2022-09-26,Delivered,Shadowfax,223.48,4
SHP065631,ORD0164725,SUP0298,W025,P02724,3,2024-05-20,2024-05-23,2024-05-27,Delivered,Ekart,208.23,4
SHP065632,ORD0086252,SUP0045,W012,P04269,3,2022-11-05,2022-11-11,2022-11-13,Delivered,Blue Dart,238.08,2
SHP065633,ORD0060807,SUP0398,W013,P03294,1,2024-06-13,2024-06-28,2024-07-03,Lost,Ekart,399.25,5
SHP065634,ORD0119075,SUP0178,W011,P01610,2,2023-01-09,2023-01-19,2023-01-20,In Transit,Blue Dart,84.59,1
SHP065635,ORD0057876,SUP0166,W020,P03092,1,2024-11-25,2024-12-09,2024-12-11,Delayed,Ekart,414.35,2
SHP065636,ORD0098927,SUP0013,W010,P02494,2,2024-01-11,2024-01-23,2024-01-21,Delivered,Shadowfax,331.87,-2
SHP065637,ORD0131642,SUP0322,W014,P01551,1,2024-02-05,2024-02-12,2024-02-14,Delivered,Blue Dart,424.59,2
SHP065638,ORD0023293,SUP0265,W017,P04009,2,2023-04-24,2023-05-03,2023-05-08,Delivered,Ekart,129.73,5
SHP065639,ORD0173348,SUP0150,W026,P01616,2,2023-01-19,2023-01-25,2023-01-26,Delivered,Blue Dart,193.2,1
SHP065640,ORD0100495,SUP0340,W019,P04738,2,2024-03-14,2024-03-21,2024-03-22,Delivered,DTDC,255.52,1
SHP065641,ORD0143157,SUP0112,W026,P03826,2,2023-05-26,2023-06-01,2023-06-06,In Transit,Delhivery,281.8,5
SHP065642,ORD0000378,SUP0394,W015,P04110,1,2024-10-15,2024-10-25,2024-10-25,Delivered,Ekart,366.03,0
SHP065643,ORD0016745,SUP0308,W012,P01972,2,2022-05-24,2022-05-30,2022-05-29,Delivered,Ekart,401.14,-1
SHP065644,ORD0021772,SUP0115,W023,P02146,3,2023-02-20,2023-03-05,2023-03-09,Delivered,Blue Dart,378.53,4
SHP065645,ORD0108949,SUP0240,W012,P03334,2,2023-07-02,2023-07-09,2023-07-07,Delivered,Ekart,252.67,-2
SHP065646,ORD0151722,SUP0100,W001,P04519,1,2023-01-01,2023-01-15,2023-01-14,Delivered,Blue Dart,231.18,-1
SHP065647,ORD0070115,SUP0160,W011,P01809,3,2022-10-01,2022-10-03,2022-10-04,Delivered,Shadowfax,239.64,1
SHP065648,ORD0067707,SUP0301,W006,P03113,3,2024-04-22,2024-05-01,2024-04-30,Delayed,Delhivery,68.86,-1
SHP065649,ORD0159105,SUP0051,W004,P02103,1,2022-06-17,2022-06-24,2022-06-22,Delivered,Ekart,261.63,-2
SHP065650,ORD0077829,SUP0156,W013,P01742,3,2024-01-24,2024-02-01,2024-02-02,In Transit,DTDC,174.26,1
SHP065651,ORD0151159,SUP0055,W011,P03718,2,2022-11-27,2022-11-29,2022-11-29,Delivered,DTDC,185.11,0
SHP065652,ORD0127298,SUP0242,W011,P02794,3,2024-11-21,2024-11-24,2024-11-24,Delivered,Shadowfax,212.85,0
SHP065653,ORD0099320,SUP0249,W013,P01515,2,2022-10-02,2022-10-07,2022-10-10,Delivered,Ekart,226.65,3
SHP065654,ORD0108454,SUP0239,W024,P01653,2,2024-03-23,2024-03-27,2024-03-25,Delivered,Blue Dart,470.69,-2
SHP065655,ORD0115448,SUP0147,W008,P00449,1,2022-03-23,2022-04-07,2022-04-10,In Transit,Ekart,298.35,3
SHP065656,ORD0199992,SUP0093,W005,P03869,3,2024-01-03,2024-01-11,2024-01-10,In Transit,Delhivery,408.03,-1
SHP065657,ORD0164436,SUP0257,W004,P02341,2,2023-04-14,2023-04-16,2023-04-14,Delivered,DTDC,456.3,-2
SHP065658,ORD0063100,SUP0079,W002,P04673,3,2023-02-10,2023-02-25,2023-02-26,Delivered,Delhivery,396.55,1
SHP065659,ORD0119637,SUP0039,W021,P04985,3,2022-04-27,2022-05-04,2022-05-07,In Transit,Shadowfax,236.23,3
SHP065660,ORD0108767,SUP0291,W006,P04676,2,2023-11-22,2023-11-26,2023-12-01,Delivered,Ekart,384.44,5
SHP065661,ORD0194646,SUP0167,W004,P02645,3,2024-11-10,2024-11-23,2024-11-22,Delivered,Ekart,223.72,-1
SHP065662,ORD0187840,SUP0236,W027,P00885,3,2024-10-17,2024-10-26,2024-10-26,Delivered,Shadowfax,242.64,0
SHP065663,ORD0064888,SUP0015,W014,P03810,3,2024-08-11,2024-08-20,2024-08-22,Delivered,Shadowfax,481.61,2
SHP065664,ORD0047693,SUP0400,W009,P04419,3,2023-06-14,2023-06-17,2023-06-22,In Transit,DTDC,404.33,5
SHP065665,ORD0066259,SUP0198,W012,P00508,2,2023-01-22,2023-01-29,2023-02-02,Delivered,Blue Dart,91.45,4
SHP065666,ORD0087549,SUP0100,W030,P03935,3,2022-03-10,2022-03-14,2022-03-14,Delivered,Ekart,308.1,0
SHP065667,ORD0038061,SUP0245,W023,P01914,3,2024-07-02,2024-07-12,2024-07-10,Delivered,Delhivery,83.17,-2
SHP065668,ORD0078482,SUP0356,W003,P02527,3,2023-09-11,2023-09-16,2023-09-21,Delivered,Ekart,364.33,5
SHP065669,ORD0172689,SUP0045,W020,P00721,2,2023-10-16,2023-10-20,2023-10-20,In Transit,Blue Dart,92.5,0
SHP065670,ORD0056377,SUP0199,W022,P03076,1,2022-02-11,2022-02-17,2022-02-18,Delivered,Blue Dart,270.78,1
SHP065671,ORD0070544,SUP0325,W008,P02205,3,2024-05-04,2024-05-09,2024-05-13,Lost,Ekart,131.27,4
SHP065672,ORD0048343,SUP0261,W030,P03057,1,2024-10-07,2024-10-13,2024-10-16,Delivered,Delhivery,93.38,3
SHP065673,ORD0183776,SUP0023,W002,P04782,2,2024-06-05,2024-06-08,2024-06-09,In Transit,Blue Dart,136.6,1
SHP065674,ORD0176396,SUP0015,W027,P04325,1,2024-02-29,2024-03-02,2024-03-02,Delivered,DTDC,403.55,0
SHP065675,ORD0093235,SUP0189,W005,P01113,1,2023-04-01,2023-04-13,2023-04-17,Delivered,Shadowfax,442.92,4
SHP065676,ORD0080930,SUP0121,W020,P02772,3,2022-12-02,2022-12-06,2022-12-07,Delivered,Delhivery,160.73,1
SHP065677,ORD0159420,SUP0195,W016,P02982,1,2022-12-17,2022-12-19,2022-12-23,Delivered,DTDC,52.4,4
SHP065678,ORD0137896,SUP0088,W013,P02123,3,2024-12-09,2024-12-15,2024-12-14,Delivered,DTDC,352.86,-1
SHP065679,ORD0097637,SUP0393,W004,P03102,1,2022-01-27,2022-01-30,2022-02-04,Delivered,Delhivery,374.57,5
SHP065680,ORD0038371,SUP0042,W004,P00454,1,2022-03-17,2022-03-22,2022-03-20,Delivered,DTDC,159.16,-2
SHP065681,ORD0034336,SUP0024,W013,P01025,1,2024-07-13,2024-07-24,2024-07-24,Delivered,Delhivery,212.1,0
SHP065682,ORD0014477,SUP0380,W010,P02263,2,2024-10-29,2024-11-12,2024-11-14,Delivered,Ekart,112.15,2
SHP065683,ORD0014942,SUP0321,W022,P01025,2,2024-06-27,2024-06-30,2024-06-29,Delivered,DTDC,140.09,-1
SHP065684,ORD0187052,SUP0083,W030,P00879,3,2024-08-30,2024-09-02,2024-09-04,Delivered,Ekart,328.66,2
SHP065685,ORD0117998,SUP0006,W025,P01009,3,2023-08-26,2023-09-03,2023-09-03,Delivered,Ekart,365.38,0
SHP065686,ORD0160178,SUP0176,W009,P03186,1,2022-08-28,2022-09-12,2022-09-14,Delivered,Delhivery,341.56,2
SHP065687,ORD0151894,SUP0333,W001,P00655,1,2022-01-21,2022-02-02,2022-01-31,Delivered,Shadowfax,188.91,-2
SHP065688,ORD0173339,SUP0195,W028,P04895,3,2022-02-26,2022-02-28,2022-02-28,Delivered,Shadowfax,105.54,0
SHP065689,ORD0129727,SUP0185,W006,P00320,2,2023-04-07,2023-04-14,2023-04-14,Delivered,Blue Dart,95.41,0
SHP065690,ORD0150576,SUP0187,W019,P04031,1,2022-07-07,2022-07-22,2022-07-22,In Transit,Shadowfax,369.79,0
SHP065691,ORD0154923,SUP0081,W013,P01422,2,2024-08-23,2024-09-05,2024-09-05,In Transit,Blue Dart,333.67,0
SHP065692,ORD0162417,SUP0051,W023,P01684,1,2022-08-20,2022-08-25,2022-08-27,In Transit,Delhivery,239.27,2
SHP065693,ORD0038495,SUP0102,W004,P04343,2,2023-12-26,2024-01-08,2024-01-09,Delivered,Ekart,480.61,1
SHP065694,ORD0094416,SUP0259,W025,P01638,3,2024-05-03,2024-05-08,2024-05-10,Delivered,Shadowfax,130.6,2
SHP065695,ORD0005302,SUP0157,W030,P00437,3,2022-08-04,2022-08-19,2022-08-22,Delivered,Blue Dart,182.36,3
SHP065696,ORD0130469,SUP0068,W002,P04191,1,2022-04-14,2022-04-24,2022-04-22,In Transit,Delhivery,398.1,-2
SHP065697,ORD0019268,SUP0146,W018,P01125,3,2023-07-10,2023-07-24,2023-07-22,Delivered,Blue Dart,422.94,-2
SHP065698,ORD0116614,SUP0326,W006,P03058,3,2023-05-21,2023-06-04,2023-06-08,Delivered,Ekart,458.7,4
SHP065699,ORD0022361,SUP0128,W013,P00762,3,2023-08-15,2023-08-18,2023-08-17,Delivered,Shadowfax,392.8,-1
SHP065700,ORD0034720,SUP0190,W020,P03020,2,2024-06-12,2024-06-15,2024-06-15,Delivered,DTDC,221.39,0
SHP065701,ORD0034019,SUP0052,W018,P03116,3,2023-10-08,2023-10-15,2023-10-16,Delivered,Blue Dart,230.01,1
SHP065702,ORD0036280,SUP0261,W004,P00433,3,2024-01-01,2024-01-12,2024-01-14,Delivered,Shadowfax,211.26,2
SHP065703,ORD0139647,SUP0309,W007,P03365,2,2022-04-10,2022-04-13,2022-04-13,Delivered,Ekart,373.41,0
SHP065704,ORD0106726,SUP0054,W002,P04643,1,2024-12-11,2024-12-23,2024-12-26,Delivered,Delhivery,155.45,3
SHP065705,ORD0099588,SUP0054,W020,P02039,2,2022-03-19,2022-03-28,2022-03-31,Delivered,Shadowfax,492.8,3
SHP065706,ORD0015408,SUP0182,W016,P04807,3,2023-09-22,2023-09-26,2023-09-28,Delivered,DTDC,110.96,2
SHP065707,ORD0070435,SUP0091,W009,P01134,2,2022-09-09,2022-09-18,2022-09-20,Delivered,DTDC,398.15,2
SHP065708,ORD0145683,SUP0220,W019,P02574,1,2023-05-03,2023-05-18,2023-05-22,Delivered,DTDC,177.1,4
SHP065709,ORD0083367,SUP0064,W022,P00295,2,2022-04-04,2022-04-09,2022-04-13,Delivered,Delhivery,94.72,4
SHP065710,ORD0150764,SUP0114,W021,P04212,2,2023-09-17,2023-10-02,2023-10-02,Delayed,Ekart,188.85,0
SHP065711,ORD0076660,SUP0130,W029,P00340,3,2024-06-17,2024-07-02,2024-07-07,Delivered,Ekart,383.81,5
SHP065712,ORD0047576,SUP0114,W026,P00446,2,2023-04-29,2023-05-11,2023-05-11,In Transit,Delhivery,230.37,0
SHP065713,ORD0197395,SUP0234,W025,P01065,2,2023-05-12,2023-05-16,2023-05-16,Delivered,DTDC,440.18,0
SHP065714,ORD0136820,SUP0061,W017,P00019,1,2022-12-20,2023-01-04,2023-01-08,In Transit,Blue Dart,455.37,4
SHP065715,ORD0090955,SUP0366,W011,P02868,3,2024-11-17,2024-11-21,2024-11-23,Delivered,Delhivery,264.86,2
SHP065716,ORD0160191,SUP0110,W028,P04187,2,2024-01-04,2024-01-11,2024-01-15,Delivered,DTDC,377.27,4
SHP065717,ORD0038261,SUP0290,W008,P01499,2,2023-06-15,2023-06-28,2023-06-30,Delivered,Ekart,331.89,2
SHP065718,ORD0048340,SUP0338,W007,P00060,2,2023-06-13,2023-06-22,2023-06-23,Delivered,Ekart,393.29,1
SHP065719,ORD0003768,SUP0377,W016,P00987,2,2024-08-02,2024-08-07,2024-08-11,Delivered,Shadowfax,145.27,4
SHP065720,ORD0045837,SUP0282,W019,P00789,1,2023-04-20,2023-04-27,2023-04-30,Delivered,Delhivery,135.16,3
SHP065721,ORD0097774,SUP0167,W010,P02148,1,2022-11-03,2022-11-14,2022-11-16,Delivered,Ekart,103.15,2
SHP065722,ORD0085673,SUP0193,W023,P01515,1,2022-07-04,2022-07-12,2022-07-13,Delivered,Delhivery,119.76,1
SHP065723,ORD0187081,SUP0388,W003,P04000,1,2022-04-18,2022-05-02,2022-05-06,Delivered,DTDC,361.64,4
SHP065724,ORD0173063,SUP0366,W026,P01167,1,2024-06-08,2024-06-11,2024-06-14,Delivered,Delhivery,51.42,3
SHP065725,ORD0182868,SUP0376,W013,P01343,2,2024-01-14,2024-01-17,2024-01-16,Delivered,Ekart,163.26,-1
SHP065726,ORD0183133,SUP0066,W019,P01491,1,2024-12-06,2024-12-08,2024-12-06,Delivered,Shadowfax,484.46,-2
SHP065727,ORD0006280,SUP0064,W007,P02252,1,2022-06-28,2022-07-04,2022-07-04,Delivered,DTDC,224.75,0
SHP065728,ORD0068859,SUP0349,W019,P02787,1,2023-11-27,2023-12-11,2023-12-09,Delivered,Shadowfax,396.76,-2
SHP065729,ORD0183516,SUP0113,W007,P04828,1,2022-05-09,2022-05-18,2022-05-18,Delayed,DTDC,456.26,0
SHP065730,ORD0006742,SUP0059,W021,P02166,3,2023-12-28,2024-01-04,2024-01-05,Delivered,Shadowfax,360.74,1
SHP065731,ORD0153387,SUP0217,W012,P00238,1,2024-12-28,2025-01-07,2025-01-06,Delivered,Shadowfax,57.17,-1
SHP065732,ORD0114051,SUP0391,W007,P04414,1,2024-07-23,2024-08-07,2024-08-11,Delivered,DTDC,285.82,4
SHP065733,ORD0021559,SUP0041,W003,P03299,2,2023-10-05,2023-10-13,2023-10-11,Delayed,Delhivery,442.61,-2
SHP065734,ORD0053240,SUP0268,W011,P00974,3,2023-04-30,2023-05-02,2023-05-03,Delivered,Blue Dart,379.13,1
SHP065735,ORD0188890,SUP0315,W014,P04238,2,2022-01-03,2022-01-05,2022-01-05,Lost,DTDC,493.69,0
SHP065736,ORD0122973,SUP0094,W012,P02525,1,2023-02-06,2023-02-17,2023-02-15,Delivered,Shadowfax,480.7,-2
SHP065737,ORD0014268,SUP0011,W023,P01855,3,2023-04-12,2023-04-23,2023-04-25,In Transit,Shadowfax,192.39,2
SHP065738,ORD0149390,SUP0282,W013,P02255,3,2023-01-14,2023-01-26,2023-01-25,Delivered,Ekart,105.22,-1
SHP065739,ORD0157862,SUP0254,W013,P03160,1,2023-11-04,2023-11-17,2023-11-17,Delivered,Ekart,390.7,0
SHP065740,ORD0157074,SUP0021,W029,P03303,2,2022-09-09,2022-09-21,2022-09-23,Delivered,Blue Dart,381.81,2
SHP065741,ORD0029350,SUP0286,W016,P00653,1,2022-05-27,2022-06-01,2022-05-30,Delivered,Shadowfax,135.47,-2
SHP065742,ORD0059114,SUP0299,W011,P00939,2,2022-08-09,2022-08-18,2022-08-20,Delivered,Delhivery,254.56,2
SHP065743,ORD0185743,SUP0335,W007,P01022,1,2022-08-07,2022-08-12,2022-08-12,Delivered,Blue Dart,409.08,0
SHP065744,ORD0175250,SUP0242,W026,P03740,1,2023-07-23,2023-07-26,2023-07-26,Delivered,Shadowfax,63.08,0
SHP065745,ORD0045149,SUP0282,W010,P04546,3,2022-08-17,2022-08-24,2022-08-26,Delivered,Blue Dart,489.69,2
SHP065746,ORD0160263,SUP0302,W029,P03633,2,2023-06-28,2023-07-09,2023-07-10,Delivered,Shadowfax,149.56,1
SHP065747,ORD0160838,SUP0329,W006,P03493,1,2023-09-08,2023-09-12,2023-09-11,Delivered,Delhivery,178.17,-1
SHP065748,ORD0112164,SUP0113,W030,P00873,1,2022-11-17,2022-11-25,2022-11-23,Delivered,Shadowfax,331.52,-2
SHP065749,ORD0139269,SUP0040,W002,P03508,3,2024-04-27,2024-05-11,2024-05-12,Delivered,DTDC,359.83,1
SHP065750,ORD0179279,SUP0046,W010,P00635,2,2023-10-22,2023-11-03,2023-11-04,Delivered,Delhivery,253.87,1
SHP065751,ORD0133694,SUP0157,W027,P02058,2,2024-01-08,2024-01-20,2024-01-25,Delayed,Blue Dart,239.83,5
SHP065752,ORD0015146,SUP0375,W006,P01538,3,2023-11-26,2023-12-10,2023-12-11,Delivered,DTDC,487.45,1
SHP065753,ORD0112397,SUP0334,W014,P02225,1,2022-01-22,2022-02-03,2022-02-03,Delivered,Delhivery,55.84,0
SHP065754,ORD0110321,SUP0173,W023,P00251,3,2022-11-26,2022-12-09,2022-12-11,Delivered,Delhivery,359.4,2
SHP065755,ORD0159936,SUP0359,W012,P03904,3,2023-12-26,2024-01-07,2024-01-09,Delayed,Ekart,136.93,2
SHP065756,ORD0078314,SUP0345,W029,P02667,2,2022-07-13,2022-07-16,2022-07-21,Delivered,Ekart,205.02,5
SHP065757,ORD0150416,SUP0014,W018,P01235,1,2023-04-23,2023-04-30,2023-05-01,Delivered,DTDC,210.58,1
SHP065758,ORD0147057,SUP0047,W016,P02179,3,2022-06-01,2022-06-09,2022-06-13,Delivered,Shadowfax,296.14,4
SHP065759,ORD0004088,SUP0162,W025,P04426,1,2024-10-09,2024-10-22,2024-10-22,Delivered,Shadowfax,484.51,0
SHP065760,ORD0170484,SUP0308,W009,P00924,2,2022-06-15,2022-06-23,2022-06-23,Delivered,Blue Dart,369.6,0
SHP065761,ORD0086552,SUP0273,W019,P02153,2,2022-04-30,2022-05-02,2022-05-04,Delivered,Delhivery,407.75,2
SHP065762,ORD0009459,SUP0049,W028,P04293,3,2024-04-27,2024-05-04,2024-05-03,Delivered,Ekart,361.39,-1
SHP065763,ORD0086143,SUP0240,W028,P02679,3,2023-04-19,2023-04-29,2023-05-04,Delivered,Delhivery,75.13,5
SHP065764,ORD0083059,SUP0328,W009,P03932,1,2023-02-26,2023-02-28,2023-03-03,Delivered,Blue Dart,132.83,3
SHP065765,ORD0001233,SUP0240,W026,P03328,1,2023-11-11,2023-11-25,2023-11-25,Delivered,Ekart,338.99,0
SHP065766,ORD0133478,SUP0352,W030,P02805,3,2024-04-28,2024-04-30,2024-05-05,Delivered,DTDC,428.69,5
SHP065767,ORD0180435,SUP0076,W010,P00445,3,2023-06-11,2023-06-19,2023-06-23,Delivered,Delhivery,197.9,4
SHP065768,ORD0186802,SUP0230,W016,P04419,3,2024-10-06,2024-10-14,2024-10-17,Delivered,Shadowfax,300.88,3
SHP065769,ORD0076363,SUP0278,W001,P00387,2,2022-07-27,2022-08-07,2022-08-05,Delivered,Ekart,301.08,-2
SHP065770,ORD0197326,SUP0304,W014,P04258,2,2024-08-18,2024-08-24,2024-08-26,Delivered,Delhivery,494.57,2
SHP065771,ORD0137962,SUP0225,W030,P03162,3,2023-11-01,2023-11-13,2023-11-11,Delivered,Delhivery,98.22,-2
SHP065772,ORD0048097,SUP0248,W004,P02095,2,2024-10-13,2024-10-20,2024-10-18,Delivered,Ekart,150.52,-2
SHP065773,ORD0179057,SUP0187,W024,P00777,1,2024-09-03,2024-09-09,2024-09-07,Delivered,Delhivery,169.17,-2
SHP065774,ORD0035767,SUP0286,W014,P00254,3,2023-11-01,2023-11-09,2023-11-12,Delivered,Blue Dart,385.64,3
SHP065775,ORD0020994,SUP0017,W015,P00666,1,2024-05-25,2024-06-06,2024-06-11,Delivered,Delhivery,277.33,5
SHP065776,ORD0136191,SUP0118,W017,P03073,1,2022-04-15,2022-04-20,2022-04-22,Delivered,Blue Dart,258.7,2
SHP065777,ORD0047372,SUP0136,W013,P00310,3,2023-03-17,2023-03-30,2023-04-04,Delivered,Blue Dart,316.66,5
SHP065778,ORD0158728,SUP0008,W010,P00060,2,2023-03-21,2023-04-05,2023-04-07,Delivered,Ekart,168.91,2
SHP065779,ORD0013657,SUP0177,W024,P03694,2,2022-09-26,2022-10-09,2022-10-12,Delivered,Delhivery,378.58,3
SHP065780,ORD0076079,SUP0079,W008,P03968,2,2022-08-29,2022-09-13,2022-09-14,Delivered,Delhivery,214.36,1
SHP065781,ORD0128134,SUP0274,W004,P00621,1,2024-06-27,2024-07-02,2024-07-03,Delivered,Blue Dart,462.85,1
SHP065782,ORD0164998,SUP0243,W009,P01412,3,2023-01-30,2023-02-13,2023-02-12,Delivered,Shadowfax,250.87,-1
SHP065783,ORD0155917,SUP0251,W024,P03903,1,2024-01-12,2024-01-27,2024-02-01,Delivered,DTDC,377.47,5
SHP065784,ORD0195418,SUP0333,W011,P01825,2,2024-10-26,2024-10-29,2024-10-30,Delivered,Blue Dart,432.08,1
SHP065785,ORD0061251,SUP0166,W015,P01299,2,2024-08-02,2024-08-14,2024-08-13,Delivered,Ekart,103.19,-1
SHP065786,ORD0159415,SUP0268,W013,P02294,2,2024-05-05,2024-05-14,2024-05-12,Delayed,Delhivery,183.74,-2
SHP065787,ORD0028033,SUP0045,W014,P02816,2,2023-03-24,2023-03-31,2023-03-29,Delivered,Delhivery,96.02,-2
SHP065788,ORD0188288,SUP0097,W003,P04742,1,2022-09-27,2022-10-07,2022-10-05,Delivered,Delhivery,287.4,-2
SHP065789,ORD0157866,SUP0200,W030,P01631,2,2022-04-29,2022-05-10,2022-05-14,Delivered,Delhivery,394.19,4
SHP065790,ORD0018395,SUP0268,W018,P02573,2,2022-09-30,2022-10-06,2022-10-05,Delivered,Ekart,484.7,-1
SHP065791,ORD0013490,SUP0320,W014,P04685,1,2022-11-13,2022-11-19,2022-11-17,Delivered,Delhivery,199.06,-2
SHP065792,ORD0088721,SUP0174,W013,P04522,3,2022-04-03,2022-04-06,2022-04-10,In Transit,Delhivery,66.53,4
SHP065793,ORD0082637,SUP0030,W026,P02042,2,2022-04-20,2022-04-27,2022-04-26,Delivered,Delhivery,272.42,-1
SHP065794,ORD0128181,SUP0226,W001,P00400,3,2024-12-12,2024-12-17,2024-12-20,In Transit,Ekart,77.21,3
SHP065795,ORD0034009,SUP0056,W021,P02602,1,2022-11-15,2022-11-30,2022-12-04,Delivered,Delhivery,348.13,4
SHP065796,ORD0074937,SUP0250,W025,P04245,3,2023-05-25,2023-06-09,2023-06-12,In Transit,Shadowfax,129.63,3
SHP065797,ORD0114222,SUP0062,W008,P01182,1,2022-04-01,2022-04-06,2022-04-09,In Transit,Blue Dart,176.99,3
SHP065798,ORD0131894,SUP0213,W006,P03236,3,2023-05-24,2023-06-08,2023-06-11,Delivered,Blue Dart,396.13,3
SHP065799,ORD0172705,SUP0296,W030,P04118,1,2023-10-16,2023-10-27,2023-10-31,Delivered,Ekart,92.55,4
SHP065800,ORD0192515,SUP0136,W012,P03003,2,2024-08-03,2024-08-06,2024-08-04,Delivered,Shadowfax,119.34,-2
SHP065801,ORD0010106,SUP0044,W016,P03522,1,2022-04-29,2022-05-09,2022-05-07,In Transit,Blue Dart,158.54,-2
SHP065802,ORD0003540,SUP0188,W027,P04403,2,2023-02-09,2023-02-23,2023-02-22,Delayed,Delhivery,375.52,-1
SHP065803,ORD0120072,SUP0387,W004,P01898,2,2024-12-31,2025-01-05,2025-01-09,In Transit,Ekart,124.74,4
SHP065804,ORD0007562,SUP0171,W010,P02945,3,2024-06-20,2024-06-30,2024-06-29,Delayed,Delhivery,332.44,-1
SHP065805,ORD0153484,SUP0329,W007,P02533,2,2023-01-20,2023-01-27,2023-02-01,Delivered,Shadowfax,382.33,5
SHP065806,ORD0143464,SUP0081,W016,P00466,1,2023-01-03,2023-01-17,2023-01-18,Delivered,Delhivery,373.74,1
SHP065807,ORD0125430,SUP0258,W016,P01534,1,2024-11-16,2024-11-30,2024-12-01,Delivered,Shadowfax,483.01,1
SHP065808,ORD0104811,SUP0343,W029,P03098,3,2022-07-18,2022-07-21,2022-07-25,In Transit,Shadowfax,493.03,4
SHP065809,ORD0081385,SUP0393,W004,P04189,2,2022-07-19,2022-08-01,2022-08-01,Delivered,Delhivery,494.43,0
SHP065810,ORD0199352,SUP0368,W003,P03780,1,2023-01-03,2023-01-08,2023-01-08,Delayed,Blue Dart,330.25,0
SHP065811,ORD0024581,SUP0316,W027,P00497,2,2024-05-17,2024-05-22,2024-05-23,Delivered,Blue Dart,266.62,1
SHP065812,ORD0118515,SUP0356,W026,P03052,1,2022-11-10,2022-11-19,2022-11-18,Delivered,Shadowfax,51.4,-1
SHP065813,ORD0168718,SUP0163,W005,P00609,1,2022-08-18,2022-08-25,2022-08-23,Delivered,Blue Dart,427.14,-2
SHP065814,ORD0089416,SUP0216,W023,P01636,2,2022-07-20,2022-07-26,2022-07-25,Delivered,Delhivery,259.89,-1
SHP065815,ORD0049846,SUP0235,W028,P02613,1,2024-12-07,2024-12-21,2024-12-23,Delayed,Blue Dart,232.12,2
SHP065816,ORD0157927,SUP0256,W024,P01794,1,2024-01-06,2024-01-17,2024-01-21,In Transit,Blue Dart,366.58,4
SHP065817,ORD0037196,SUP0156,W016,P02532,1,2024-12-25,2025-01-06,2025-01-07,Delivered,Ekart,142.09,1
SHP065818,ORD0132347,SUP0120,W022,P04766,2,2022-07-19,2022-07-27,2022-07-25,Delivered,DTDC,185.92,-2
SHP065819,ORD0109811,SUP0042,W006,P04727,1,2022-06-08,2022-06-16,2022-06-15,Delivered,DTDC,261.75,-1
SHP065820,ORD0035303,SUP0145,W026,P02919,3,2023-11-17,2023-11-24,2023-11-28,Delayed,Delhivery,454.77,4
SHP065821,ORD0146885,SUP0246,W015,P01672,3,2024-05-02,2024-05-14,2024-05-19,Delivered,Delhivery,353.48,5
SHP065822,ORD0037600,SUP0328,W028,P02410,1,2022-01-28,2022-02-05,2022-02-10,Delivered,Shadowfax,445.75,5
