movement_id,inventory_id,from_location,to_location,quantity,movement_date,reason,approved_by
MV0043862,INV006359,W023,W007,65,2023-03-03,Return,E02041
MV0043863,INV000135,W009,W022,138,2023-02-15,Replenishment,E01950
MV0043864,INV007269,W003,W006,10,2022-07-01,Damage Write-off,E01233
MV0043865,INV023999,W021,W021,1,2024-07-08,Damage Write-off,E00955
MV0043866,INV001491,W018,W005,77,2024-10-26,Return,E02480
MV0043867,INV007636,W007,W008,161,2024-09-10,Inter-store Transfer,E00861
MV0043868,INV003510,W008,W008,27,2024-02-26,Inter-store Transfer,E01236
MV0043869,INV001683,W012,W001,187,2022-06-07,Damage Write-off,E00353
MV0043870,INV014612,W008,W016,98,2024-08-30,Damage Write-off,E00175
MV0043871,INV000360,W008,W022,63,2024-05-13,Return,E00816
MV0043872,INV007204,W022,W020,40,2023-03-01,Return,E00710
MV0043873,INV006612,W011,W012,161,2024-01-01,Damage Write-off,E01123
MV0043874,INV016041,W023,W009,148,2022-01-03,Stocktake Adjustment,E01015
MV0043875,INV020541,W003,W025,17,2022-07-09,Replenishment,E00963
MV0043876,INV015839,W020,W022,43,2023-09-23,Stocktake Adjustment,E02225
MV0043877,INV014488,W013,W024,86,2024-11-18,Inter-store Transfer,E01103
MV0043878,INV024156,W028,W003,99,2022-03-14,Replenishment,E01902
MV0043879,INV021631,W018,W028,179,2023-03-23,Inter-store Transfer,E02066
MV0043880,INV017694,W017,W015,41,2022-07-25,Stocktake Adjustment,E01407
MV0043881,INV002569,W006,W013,142,2024-01-06,Damage Write-off,E00055
MV0043882,INV020604,W023,W009,186,2022-03-15,Inter-store Transfer,E02462
MV0043883,INV001243,W030,W021,27,2022-06-23,Return,E01556
MV0043884,INV013529,W004,W012,168,2023-01-09,Replenishment,E00474
MV0043885,INV001332,W001,W006,181,2024-09-23,Replenishment,E02319
MV0043886,INV002207,W019,W008,176,2023-12-18,Return,E01934
MV0043887,INV020858,W024,W007,65,2024-11-08,Damage Write-off,E02239
MV0043888,INV023585,W027,W006,127,2024-01-05,Inter-store Transfer,E00519
MV0043889,INV000170,W023,W020,128,2024-06-22,Inter-store Transfer,E02038
MV0043890,INV023906,W024,W013,169,2024-11-11,Inter-store Transfer,E02342
MV0043891,INV024722,W019,W028,3,2024-10-19,Return,E00498
MV0043892,INV003655,W007,W007,137,2023-05-14,Stocktake Adjustment,E01480
MV0043893,INV016384,W021,W011,112,2023-10-30,Stocktake Adjustment,E01755
MV0043894,INV006579,W001,W015,155,2023-04-17,Stocktake Adjustment,E01695
MV0043895,INV005923,W026,W012,107,2022-12-16,Replenishment,E01811
MV0043896,INV016576,W001,W007,22,2023-07-15,Inter-store Transfer,E00462
MV0043897,INV011333,W026,W010,86,2024-07-03,Replenishment,E00763
MV0043898,INV003507,W027,W022,157,2022-09-26,Replenishment,E01821
MV0043899,INV004022,W024,W027,194,2022-10-29,Inter-store Transfer,E02055
MV0043900,INV017477,W020,W012,46,2023-07-09,Stocktake Adjustment,E02032
MV0043901,INV004033,W002,W008,127,2022-01-07,Replenishment,E00179
MV0043902,INV024014,W003,W022,31,2022-05-27,Damage Write-off,E01739
MV0043903,INV003396,W016,W012,14,2022-03-12,Damage Write-off,E00092
MV0043904,INV009234,W017,W004,124,2024-07-06,Stocktake Adjustment,E02447
MV0043905,INV013559,W007,W020,79,2023-03-16,Damage Write-off,E01206
MV0043906,INV005072,W023,W017,112,2024-04-07,Inter-store Transfer,E01353
MV0043907,INV003949,W004,W013,117,2023-05-03,Replenishment,E00802
MV0043908,INV024989,W009,W014,138,2022-01-17,Replenishment,E00667
MV0043909,INV017830,W025,W013,106,2022-04-11,Damage Write-off,E01741
MV0043910,INV011335,W029,W015,99,2024-06-24,Inter-store Transfer,E02000
MV0043911,INV009679,W007,W006,96,2024-12-02,Damage Write-off,E02067
MV0043912,INV024201,W023,W016,7,2024-08-22,Inter-store Transfer,E02490
MV0043913,INV004190,W001,W019,145,2023-04-05,Return,E01453
MV0043914,INV011985,W019,W028,90,2022-12-24,Replenishment,E00486
MV0043915,INV013474,W020,W023,154,2023-10-25,Return,E01256
MV0043916,INV010692,W001,W006,187,2022-08-27,Return,E00408
MV0043917,INV009426,W003,W027,113,2023-11-03,Stocktake Adjustment,E00170
MV0043918,INV010547,W027,W014,193,2024-07-23,Inter-store Transfer,E00647
MV0043919,INV013723,W008,W029,57,2024-08-08,Replenishment,E00022
MV0043920,INV002906,W010,W005,47,2023-11-03,Replenishment,E00355
MV0043921,INV004414,W027,W022,189,2022-11-09,Stocktake Adjustment,E00649
MV0043922,INV021087,W012,W020,61,2022-05-20,Stocktake Adjustment,E00787
MV0043923,INV008983,W009,W015,189,2023-02-09,Damage Write-off,E00417
MV0043924,INV023686,W009,W025,153,2022-09-10,Damage Write-off,E00760
MV0043925,INV024487,W021,W019,160,2024-03-21,Stocktake Adjustment,E00372
MV0043926,INV010477,W017,W003,50,2024-07-08,Replenishment,E01645
MV0043927,INV002649,W028,W011,154,2022-08-23,Replenishment,E02375
MV0043928,INV008949,W003,W025,183,2023-11-29,Inter-store Transfer,E00622
MV0043929,INV022357,W029,W003,153,2023-03-01,Replenishment,E01778
MV0043930,INV015441,W014,W030,156,2024-04-06,Damage Write-off,E01481
MV0043931,INV019055,W025,W004,169,2022-07-24,Replenishment,E02033
MV0043932,INV016252,W009,W025,167,2023-07-20,Stocktake Adjustment,E01914
MV0043933,INV024123,W015,W027,188,2022-06-20,Replenishment,E01716
MV0043934,INV006212,W025,W026,131,2023-08-26,Damage Write-off,E00523
MV0043935,INV021398,W020,W020,170,2022-09-03,Inter-store Transfer,E02218
MV0043936,INV017839,W006,W014,147,2023-08-19,Stocktake Adjustment,E02340
MV0043937,INV004272,W006,W023,89,2022-07-25,Damage Write-off,E01172
MV0043938,INV009124,W030,W002,122,2024-04-14,Stocktake Adjustment,E02433
MV0043939,INV002473,W029,W026,146,2024-01-21,Stocktake Adjustment,E02073
MV0043940,INV017818,W024,W004,173,2022-05-26,Return,E02267
MV0043941,INV000048,W003,W006,102,2024-10-30,Replenishment,E00884
MV0043942,INV009532,W029,W024,108,2022-02-21,Damage Write-off,E02308
MV0043943,INV014772,W007,W004,130,2022-11-28,Damage Write-off,E01314
MV0043944,INV023590,W007,W008,70,2023-05-09,Return,E00380
MV0043945,INV024219,W030,W021,141,2024-06-19,Return,E02100
MV0043946,INV023721,W021,W023,90,2024-03-18,Damage Write-off,E02223
MV0043947,INV017788,W020,W001,198,2023-07-29,Damage Write-off,E01328
MV0043948,INV023208,W001,W006,184,2022-02-22,Return,E00187
MV0043949,INV005556,W021,W018,122,2024-09-03,Damage Write-off,E00161
MV0043950,INV014651,W016,W018,56,2022-07-09,Return,E00643
MV0043951,INV012150,W030,W003,70,2024-03-11,Replenishment,E01624
MV0043952,INV021556,W026,W008,73,2024-01-27,Damage Write-off,E00663
MV0043953,INV015978,W017,W002,182,2024-10-23,Damage Write-off,E01355
MV0043954,INV017750,W023,W016,144,2024-09-02,Damage Write-off,E01710
MV0043955,INV004261,W003,W023,48,2024-05-11,Damage Write-off,E01272
MV0043956,INV001685,W005,W019,190,2024-10-18,Inter-store Transfer,E00603
MV0043957,INV015874,W027,W006,58,2022-08-16,Inter-store Transfer,E01879
MV0043958,INV016405,W027,W011,27,2024-11-08,Replenishment,E00333
MV0043959,INV015898,W003,W008,142,2022-01-10,Inter-store Transfer,E00755
MV0043960,INV003269,W010,W010,67,2023-04-30,Return,E01591
MV0043961,INV012093,W027,W002,178,2023-10-03,Inter-store Transfer,E01678
MV0043962,INV016676,W020,W004,49,2023-03-08,Damage Write-off,E02277
MV0043963,INV001861,W003,W007,189,2022-02-16,Inter-store Transfer,E00424
MV0043964,INV006025,W018,W002,143,2023-12-17,Return,E00101
MV0043965,INV014569,W014,W018,124,2023-02-25,Damage Write-off,E00376
MV0043966,INV012470,W011,W011,12,2024-09-22,Damage Write-off,E02126
MV0043967,INV004014,W023,W019,9,2022-02-24,Inter-store Transfer,E00425
MV0043968,INV018906,W023,W017,10,2024-08-17,Stocktake Adjustment,E00367
MV0043969,INV012588,W019,W027,32,2024-01-29,Replenishment,E01442
MV0043970,INV002934,W004,W023,67,2024-09-23,Return,E01677
MV0043971,INV014286,W026,W016,83,2024-09-08,Stocktake Adjustment,E02115
MV0043972,INV006989,W010,W019,7,2022-09-16,Replenishment,E02205
MV0043973,INV008543,W023,W009,71,2023-04-10,Damage Write-off,E02201
MV0043974,INV001105,W020,W002,104,2024-04-29,Damage Write-off,E01909
MV0043975,INV013748,W013,W004,69,2023-08-10,Return,E01545
MV0043976,INV008286,W021,W005,37,2023-11-24,Inter-store Transfer,E02028
MV0043977,INV002392,W024,W015,85,2022-06-06,Inter-store Transfer,E02359
MV0043978,INV003912,W018,W024,92,2024-06-16,Inter-store Transfer,E00677
MV0043979,INV005363,W006,W011,68,2022-01-04,Inter-store Transfer,E02164
MV0043980,INV018337,W003,W003,81,2022-06-08,Inter-store Transfer,E02411
MV0043981,INV015305,W017,W029,28,2022-10-20,Damage Write-off,E00060
MV0043982,INV001105,W026,W007,74,2023-02-24,Return,E01820
MV0043983,INV016006,W027,W019,100,2024-06-22,Inter-store Transfer,E00627
MV0043984,INV006251,W005,W029,196,2023-09-05,Damage Write-off,E01294
MV0043985,INV010752,W025,W025,171,2022-03-26,Inter-store Transfer,E02302
MV0043986,INV001997,W029,W016,55,2022-08-26,Damage Write-off,E01089
MV0043987,INV018249,W023,W010,42,2022-06-29,Replenishment,E00294
MV0043988,INV010243,W026,W020,77,2024-03-27,Return,E01108
MV0043989,INV011125,W006,W023,79,2023-04-06,Inter-store Transfer,E02461
MV0043990,INV007912,W030,W016,197,2022-07-15,Return,E01424
MV0043991,INV023804,W003,W003,131,2023-04-03,Replenishment,E01104
MV0043992,INV012662,W008,W030,86,2024-08-14,Stocktake Adjustment,E01153
MV0043993,INV015172,W002,W027,46,2024-10-26,Replenishment,E00412
MV0043994,INV000067,W022,W018,125,2022-11-09,Stocktake Adjustment,E02195
MV0043995,INV008750,W015,W024,111,2023-05-10,Stocktake Adjustment,E01947
MV0043996,INV008251,W023,W028,33,2022-09-26,Inter-store Transfer,E00594
MV0043997,INV021790,W015,W019,121,2024-08-22,Return,E00998
MV0043998,INV000513,W017,W029,200,2024-08-03,Inter-store Transfer,E00125
MV0043999,INV002261,W001,W004,178,2023-07-09,Inter-store Transfer,E01393
MV0044000,INV013049,W009,W006,4,2022-07-10,Damage Write-off,E01634
MV0044001,INV009096,W012,W019,86,2024-03-14,Replenishment,E01291
MV0044002,INV007214,W030,W024,26,2023-09-01,Replenishment,E00506
MV0044003,INV012409,W020,W005,100,2024-07-07,Return,E00920
MV0044004,INV019128,W008,W011,139,2023-06-16,Damage Write-off,E02368
MV0044005,INV007648,W023,W011,148,2022-03-09,Damage Write-off,E02364
MV0044006,INV018031,W002,W027,81,2023-08-30,Inter-store Transfer,E01229
MV0044007,INV021483,W013,W001,197,2023-05-09,Damage Write-off,E02412
MV0044008,INV024737,W024,W008,32,2023-01-14,Inter-store Transfer,E00202
MV0044009,INV022073,W010,W020,53,2024-12-19,Replenishment,E01406
MV0044010,INV016730,W025,W017,106,2023-09-23,Damage Write-off,E01587
MV0044011,INV000518,W025,W024,79,2022-06-21,Damage Write-off,E01235
MV0044012,INV016594,W027,W028,141,2022-02-25,Damage Write-off,E00792
MV0044013,INV007115,W020,W025,126,2022-03-18,Replenishment,E00384
MV0044014,INV016848,W003,W004,70,2023-04-09,Stocktake Adjustment,E00931
MV0044015,INV014646,W005,W020,30,2022-05-15,Replenishment,E00373
MV0044016,INV022532,W026,W016,97,2023-06-12,Inter-store Transfer,E02073
MV0044017,INV013549,W011,W027,155,2024-08-30,Return,E02084
MV0044018,INV005646,W010,W022,76,2023-11-24,Inter-store Transfer,E01082
MV0044019,INV001345,W030,W024,149,2023-01-20,Replenishment,E01748
MV0044020,INV000780,W010,W024,44,2023-05-06,Inter-store Transfer,E00353
MV0044021,INV005096,W011,W007,133,2022-08-18,Replenishment,E00994
MV0044022,INV006190,W019,W005,20,2022-10-22,Stocktake Adjustment,E00709
MV0044023,INV008741,W016,W017,132,2024-07-12,Return,E01534
MV0044024,INV005342,W018,W012,39,2023-05-03,Damage Write-off,E00902
MV0044025,INV018001,W004,W009,13,2022-06-22,Inter-store Transfer,E01497
MV0044026,INV008390,W027,W016,186,2024-06-13,Replenishment,E00856
MV0044027,INV019307,W022,W025,183,2023-10-21,Return,E02075
MV0044028,INV019470,W025,W014,75,2024-10-20,Return,E01462
MV0044029,INV021277,W013,W017,78,2023-02-26,Replenishment,E00184
MV0044030,INV020762,W013,W022,101,2022-08-29,Stocktake Adjustment,E00170
MV0044031,INV023913,W003,W008,82,2023-01-12,Inter-store Transfer,E01372
MV0044032,INV012428,W020,W029,119,2024-02-08,Inter-store Transfer,E01341
MV0044033,INV011396,W001,W001,137,2023-01-09,Stocktake Adjustment,E02480
MV0044034,INV006052,W003,W011,39,2023-02-01,Damage Write-off,E02096
MV0044035,INV001730,W003,W022,102,2022-03-30,Replenishment,E02398
MV0044036,INV020447,W013,W021,67,2024-01-29,Damage Write-off,E02284
MV0044037,INV015501,W006,W021,16,2023-05-08,Stocktake Adjustment,E00887
MV0044038,INV007752,W019,W001,81,2024-06-05,Damage Write-off,E01997
MV0044039,INV024126,W028,W011,26,2022-09-15,Return,E01723
MV0044040,INV016542,W020,W023,77,2024-04-18,Replenishment,E00976
MV0044041,INV007030,W010,W017,7,2022-12-16,Return,E02064
MV0044042,INV013224,W011,W010,57,2023-07-17,Stocktake Adjustment,E00079
MV0044043,INV005202,W027,W009,152,2024-09-26,Replenishment,E01153
MV0044044,INV001378,W023,W008,141,2024-08-22,Replenishment,E02418
MV0044045,INV004389,W014,W020,102,2022-12-09,Inter-store Transfer,E00868
MV0044046,INV002055,W007,W022,145,2024-01-14,Stocktake Adjustment,E00042
MV0044047,INV021126,W017,W005,30,2024-06-02,Replenishment,E01223
MV0044048,INV011593,W019,W013,10,2024-06-24,Damage Write-off,E01891
MV0044049,INV008311,W010,W025,51,2024-02-08,Damage Write-off,E00137
MV0044050,INV020700,W011,W013,69,2024-10-08,Replenishment,E02122
MV0044051,INV015385,W020,W007,67,2023-01-05,Stocktake Adjustment,E02400
MV0044052,INV020577,W021,W009,136,2022-04-04,Inter-store Transfer,E00353
MV0044053,INV006106,W026,W008,165,2023-04-13,Damage Write-off,E01136
MV0044054,INV014002,W020,W024,30,2022-08-28,Replenishment,E00122
MV0044055,INV002575,W020,W008,87,2022-01-19,Stocktake Adjustment,E02192
MV0044056,INV020046,W012,W008,66,2024-12-19,Inter-store Transfer,E02007
MV0044057,INV015980,W017,W020,158,2023-11-23,Replenishment,E01041
MV0044058,INV019166,W006,W029,167,2024-12-18,Damage Write-off,E00210
MV0044059,INV021649,W009,W011,95,2022-02-11,Replenishment,E00243
MV0044060,INV007138,W021,W001,89,2024-11-27,Damage Write-off,E00277
MV0044061,INV019442,W010,W014,190,2022-11-20,Return,E01093
MV0044062,INV022667,W007,W027,184,2022-12-27,Replenishment,E01511
MV0044063,INV007755,W011,W007,189,2022-05-07,Damage Write-off,E00010
MV0044064,INV012309,W027,W003,68,2022-12-13,Replenishment,E02332
MV0044065,INV019013,W010,W004,81,2022-01-12,Replenishment,E01217
MV0044066,INV006360,W030,W003,27,2024-10-09,Return,E00087
MV0044067,INV021251,W015,W020,99,2022-11-12,Stocktake Adjustment,E02175
MV0044068,INV006939,W022,W019,68,2022-06-10,Stocktake Adjustment,E00435
MV0044069,INV017447,W008,W018,125,2022-04-21,Replenishment,E02465
MV0044070,INV022673,W030,W005,148,2023-07-20,Replenishment,E00877
MV0044071,INV001253,W018,W026,10,2022-01-21,Replenishment,E00659
MV0044072,INV015270,W005,W030,40,2023-07-26,Damage Write-off,E01458
MV0044073,INV008761,W021,W012,148,2022-07-19,Stocktake Adjustment,E00002
MV0044074,INV005817,W023,W010,137,2024-02-12,Return,E00202
MV0044075,INV014652,W015,W027,99,2022-04-11,Return,E02378
MV0044076,INV015630,W028,W027,97,2024-01-02,Damage Write-off,E00348
MV0044077,INV016446,W020,W014,21,2024-06-01,Replenishment,E01497
MV0044078,INV017627,W021,W026,182,2023-11-30,Stocktake Adjustment,E00852
MV0044079,INV021633,W026,W024,19,2024-06-17,Return,E01479
MV0044080,INV010233,W015,W006,31,2024-01-02,Stocktake Adjustment,E01112
MV0044081,INV000344,W023,W009,168,2022-12-26,Return,E02469
MV0044082,INV002289,W010,W011,42,2022-01-25,Return,E02277
MV0044083,INV010774,W017,W024,188,2023-07-29,Inter-store Transfer,E00665
MV0044084,INV015631,W026,W024,193,2022-07-01,Inter-store Transfer,E02395
MV0044085,INV009688,W015,W018,46,2024-10-14,Replenishment,E02355
MV0044086,INV010062,W022,W024,97,2022-12-28,Return,E00703
MV0044087,INV006589,W005,W025,170,2022-11-16,Stocktake Adjustment,E01866
MV0044088,INV011470,W024,W022,175,2023-04-01,Replenishment,E01785
MV0044089,INV005686,W026,W018,111,2022-02-23,Inter-store Transfer,E01608
MV0044090,INV024571,W017,W018,50,2024-07-17,Return,E01307
MV0044091,INV022010,W016,W004,118,2023-10-22,Return,E01516
MV0044092,INV011109,W024,W028,158,2022-10-20,Return,E01545
MV0044093,INV024854,W009,W026,159,2024-05-24,Replenishment,E00954
MV0044094,INV006076,W023,W009,24,2023-05-03,Damage Write-off,E00730
MV0044095,INV022006,W028,W004,56,2024-03-23,Replenishment,E01442
MV0044096,INV018691,W022,W014,189,2023-11-19,Replenishment,E02258
MV0044097,INV019904,W005,W016,135,2024-08-17,Damage Write-off,E01135
MV0044098,INV018065,W022,W027,23,2022-08-01,Replenishment,E01413
MV0044099,INV018669,W030,W028,92,2024-01-17,Inter-store Transfer,E01978
MV0044100,INV004598,W028,W020,150,2023-09-04,Return,E00416
MV0044101,INV003216,W003,W014,90,2023-09-22,Inter-store Transfer,E00201
MV0044102,INV006896,W025,W026,126,2022-08-18,Inter-store Transfer,E00238
MV0044103,INV004173,W030,W008,11,2024-11-08,Inter-store Transfer,E01324
MV0044104,INV021308,W004,W018,67,2023-03-02,Inter-store Transfer,E00056
MV0044105,INV016076,W015,W014,183,2023-05-23,Damage Write-off,E01432
MV0044106,INV023032,W009,W027,21,2022-04-19,Return,E01382
MV0044107,INV024663,W013,W013,128,2023-08-07,Stocktake Adjustment,E00573
MV0044108,INV018832,W011,W028,8,2024-05-24,Stocktake Adjustment,E00538
MV0044109,INV016512,W008,W007,38,2022-09-05,Stocktake Adjustment,E01460
MV0044110,INV003500,W011,W002,93,2024-09-15,Replenishment,E01684
MV0044111,INV007991,W029,W019,12,2024-09-18,Stocktake Adjustment,E00640
MV0044112,INV001493,W023,W024,103,2023-07-14,Replenishment,E01871
MV0044113,INV022600,W016,W001,64,2024-12-20,Damage Write-off,E00809
MV0044114,INV002894,W005,W029,114,2023-04-27,Damage Write-off,E00974
MV0044115,INV011434,W002,W023,168,2022-08-26,Return,E00550
MV0044116,INV002368,W011,W025,80,2022-05-27,Replenishment,E00472
MV0044117,INV018207,W011,W002,67,2022-05-17,Damage Write-off,E00004
MV0044118,INV010159,W017,W014,141,2022-01-20,Inter-store Transfer,E01760
MV0044119,INV015016,W004,W023,151,2023-04-04,Damage Write-off,E00189
MV0044120,INV011360,W018,W004,59,2024-11-17,Inter-store Transfer,E02024
MV0044121,INV024450,W005,W013,190,2023-02-26,Damage Write-off,E00388
MV0044122,INV022337,W006,W012,100,2023-05-08,Return,E01754
MV0044123,INV021742,W024,W019,163,2024-07-20,Stocktake Adjustment,E01886
MV0044124,INV018524,W021,W028,40,2023-04-02,Return,E00215
MV0044125,INV021082,W025,W003,84,2022-01-05,Stocktake Adjustment,E00400
MV0044126,INV019840,W015,W018,171,2022-05-15,Return,E00075
MV0044127,INV011520,W006,W013,141,2022-01-15,Stocktake Adjustment,E00052
MV0044128,INV010013,W024,W014,152,2024-06-11,Return,E00029
MV0044129,INV003676,W006,W009,109,2024-01-31,Damage Write-off,E00395
MV0044130,INV003266,W008,W010,14,2024-10-21,Damage Write-off,E01633
MV0044131,INV009473,W028,W009,2,2023-08-17,Stocktake Adjustment,E01925
MV0044132,INV012550,W014,W025,172,2023-02-01,Inter-store Transfer,E00653
MV0044133,INV001284,W012,W022,182,2023-05-30,Stocktake Adjustment,E00080
MV0044134,INV006761,W004,W027,6,2024-04-23,Damage Write-off,E01202
MV0044135,INV003879,W005,W014,189,2023-11-21,Replenishment,E02163
MV0044136,INV000429,W009,W022,109,2023-09-23,Replenishment,E00864
MV0044137,INV018910,W018,W005,55,2023-07-01,Replenishment,E02329
MV0044138,INV003476,W028,W026,197,2023-12-21,Stocktake Adjustment,E00805
MV0044139,INV020069,W008,W029,127,2024-05-27,Replenishment,E01230
MV0044140,INV015269,W004,W001,173,2023-06-02,Damage Write-off,E02429
MV0044141,INV012800,W023,W006,133,2022-09-17,Damage Write-off,E02020
MV0044142,INV005601,W002,W024,34,2022-09-21,Inter-store Transfer,E02479
MV0044143,INV011572,W025,W024,168,2024-04-16,Stocktake Adjustment,E00957
MV0044144,INV022325,W025,W020,21,2022-01-22,Inter-store Transfer,E01911
MV0044145,INV005214,W019,W016,166,2023-05-09,Stocktake Adjustment,E00073
MV0044146,INV021877,W012,W007,148,2024-01-12,Stocktake Adjustment,E02217
MV0044147,INV012631,W018,W030,101,2022-06-30,Inter-store Transfer,E00388
MV0044148,INV001582,W014,W015,193,2024-09-24,Damage Write-off,E02136
MV0044149,INV000602,W022,W012,197,2024-10-15,Stocktake Adjustment,E01045
MV0044150,INV021756,W018,W005,70,2022-01-26,Replenishment,E00731
MV0044151,INV023055,W018,W016,113,2023-08-03,Inter-store Transfer,E01171
MV0044152,INV011286,W003,W008,99,2024-01-26,Replenishment,E00781
MV0044153,INV024592,W004,W021,191,2022-05-06,Inter-store Transfer,E01319
MV0044154,INV005322,W027,W030,130,2022-10-22,Return,E01548
MV0044155,INV001644,W012,W025,180,2024-05-31,Inter-store Transfer,E02106
MV0044156,INV006647,W002,W002,192,2022-01-29,Inter-store Transfer,E00656
MV0044157,INV000675,W009,W004,59,2022-08-04,Inter-store Transfer,E02171
MV0044158,INV016023,W013,W016,117,2022-03-29,Damage Write-off,E02072
MV0044159,INV022701,W009,W016,163,2024-05-04,Replenishment,E00639
MV0044160,INV016901,W018,W013,105,2024-08-05,Inter-store Transfer,E02196
MV0044161,INV007599,W003,W025,79,2022-06-27,Damage Write-off,E02089
MV0044162,INV014901,W026,W015,15,2023-06-05,Stocktake Adjustment,E01923
MV0044163,INV006416,W030,W030,105,2023-11-16,Stocktake Adjustment,E02016
MV0044164,INV018972,W010,W012,155,2024-02-28,Stocktake Adjustment,E02310
MV0044165,INV005693,W029,W006,39,2022-03-22,Replenishment,E02105
MV0044166,INV001931,W015,W018,97,2022-01-17,Inter-store Transfer,E01876
MV0044167,INV010656,W011,W027,134,2024-02-06,Stocktake Adjustment,E01300
MV0044168,INV018375,W023,W006,125,2022-05-08,Replenishment,E00096
MV0044169,INV008426,W021,W015,43,2024-07-22,Stocktake Adjustment,E00897
MV0044170,INV015683,W023,W028,146,2024-02-10,Damage Write-off,E01783
MV0044171,INV016929,W012,W016,22,2022-07-16,Stocktake Adjustment,E02113
MV0044172,INV000430,W022,W001,199,2023-07-17,Inter-store Transfer,E00558
MV0044173,INV023442,W020,W006,88,2024-07-21,Damage Write-off,E01681
MV0044174,INV011362,W008,W019,14,2022-03-25,Damage Write-off,E00656
MV0044175,INV013944,W010,W008,127,2024-02-14,Replenishment,E01711
MV0044176,INV008746,W004,W028,122,2024-12-31,Stocktake Adjustment,E00760
MV0044177,INV004302,W024,W027,132,2024-01-01,Damage Write-off,E00964
MV0044178,INV008197,W014,W019,119,2024-03-02,Inter-store Transfer,E01524
MV0044179,INV012528,W008,W011,107,2023-06-16,Return,E01645
MV0044180,INV008525,W009,W018,47,2024-12-26,Stocktake Adjustment,E00694
MV0044181,INV007027,W013,W018,190,2024-03-22,Replenishment,E00624
MV0044182,INV011846,W004,W024,166,2022-01-03,Stocktake Adjustment,E00455
MV0044183,INV024090,W008,W019,114,2024-11-30,Damage Write-off,E02314
MV0044184,INV000023,W021,W006,198,2022-05-31,Inter-store Transfer,E00357
MV0044185,INV018406,W007,W021,93,2022-06-07,Damage Write-off,E01654
MV0044186,INV020506,W015,W005,192,2023-01-20,Damage Write-off,E01080
MV0044187,INV020749,W026,W004,141,2022-01-19,Return,E00072
MV0044188,INV000997,W008,W001,192,2023-08-06,Return,E00019
MV0044189,INV007098,W004,W027,181,2023-03-09,Return,E01111
MV0044190,INV006596,W026,W011,106,2022-01-19,Replenishment,E02311
MV0044191,INV022868,W008,W005,98,2022-08-23,Inter-store Transfer,E01909
MV0044192,INV010383,W029,W014,163,2024-12-17,Replenishment,E01862
MV0044193,INV016261,W006,W014,184,2022-02-28,Stocktake Adjustment,E01351
MV0044194,INV008837,W018,W003,151,2023-11-06,Stocktake Adjustment,E02075
MV0044195,INV015803,W006,W024,180,2023-09-24,Damage Write-off,E01059
MV0044196,INV006838,W014,W023,19,2024-04-27,Replenishment,E00322
MV0044197,INV008501,W027,W011,54,2022-10-30,Stocktake Adjustment,E01656
MV0044198,INV001141,W023,W012,65,2022-02-01,Damage Write-off,E02013
MV0044199,INV013371,W030,W027,158,2023-10-19,Replenishment,E00519
MV0044200,INV001948,W015,W001,178,2024-09-10,Inter-store Transfer,E00288
MV0044201,INV003262,W008,W006,39,2022-01-23,Return,E00080
MV0044202,INV023618,W018,W011,164,2023-04-30,Inter-store Transfer,E00693
MV0044203,INV002631,W018,W012,127,2023-06-05,Return,E01115
MV0044204,INV017888,W024,W030,76,2024-12-19,Inter-store Transfer,E01873
MV0044205,INV009481,W028,W014,67,2024-10-25,Inter-store Transfer,E01040
MV0044206,INV012375,W003,W003,17,2024-09-14,Damage Write-off,E00059
MV0044207,INV000022,W018,W028,62,2024-06-09,Return,E01830
MV0044208,INV017607,W016,W016,85,2024-02-03,Return,E00319
MV0044209,INV019149,W019,W022,104,2024-04-16,Damage Write-off,E00563
MV0044210,INV004648,W004,W008,187,2022-05-12,Damage Write-off,E00399
MV0044211,INV006051,W030,W019,38,2024-01-17,Inter-store Transfer,E01764
MV0044212,INV002100,W002,W029,137,2023-10-20,Return,E00929
MV0044213,INV015246,W002,W005,15,2023-06-13,Replenishment,E00094
MV0044214,INV021862,W015,W030,78,2022-06-20,Stocktake Adjustment,E02188
MV0044215,INV023240,W026,W019,85,2023-06-26,Return,E01140
MV0044216,INV012535,W018,W018,122,2023-01-30,Stocktake Adjustment,E01028
MV0044217,INV024986,W012,W007,178,2024-02-01,Inter-store Transfer,E01273
MV0044218,INV020779,W021,W030,156,2024-02-15,Return,E00998
MV0044219,INV012263,W002,W011,127,2023-12-04,Return,E01167
MV0044220,INV006102,W002,W028,177,2022-07-03,Return,E01081
MV0044221,INV013744,W012,W008,13,2024-10-15,Replenishment,E02011
MV0044222,INV016520,W022,W019,38,2022-08-18,Return,E00330
MV0044223,INV019180,W013,W026,82,2022-10-16,Damage Write-off,E00551
MV0044224,INV022608,W002,W018,50,2024-10-16,Replenishment,E00479
MV0044225,INV004728,W014,W006,199,2023-09-11,Stocktake Adjustment,E02317
MV0044226,INV019089,W014,W005,104,2023-01-22,Return,E00835
MV0044227,INV018411,W017,W013,64,2024-08-06,Return,E00083
MV0044228,INV001934,W004,W009,153,2022-05-27,Replenishment,E00153
MV0044229,INV000285,W015,W005,21,2022-10-29,Damage Write-off,E01453
MV0044230,INV009338,W005,W004,40,2022-06-23,Inter-store Transfer,E00104
MV0044231,INV014351,W015,W028,46,2022-02-15,Damage Write-off,E00630
MV0044232,INV006362,W021,W012,158,2024-01-21,Return,E01277
