product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams,margin_pct
P04515,Tommy Hilfiger Dupatta Coral,Ethnic Wear,Dupatta,Tommy Hilfiger,Olive,L,bohemian,Festive,4257,5965.27,1794.88,2022-06-28,True,SUP0007,1878,57.84
P04516,All About You Boxers Grey,Innerwear,Boxers,All About You,Beige,XL,office,All Season,146,190.16,57.51,2020-06-02,True,SUP0109,1231,60.61
P04517,Roadster Leggings Navy,Bottoms,Leggings,Roadster,Beige,XS,luxury,Monsoon,3093,4091.96,1574.54,2020-08-19,True,SUP0045,1995,49.09
P04518,Nike Salwar Suit Teal,Dresses,Salwar Suit,Nike,Navy,XS,formal,Festive,11022,13299.93,4209.28,2022-01-24,True,SUP0092,1376,61.81
P04519,All About You Mini Dress Pink,Dresses,Mini Dress,All About You,Cream,XS,streetwear,Winter,7520,10684.4,3154.63,2022-12-20,True,SUP0250,403,58.05
P04520,AND Wallet White,Accessories,Wallet,AND,Teal,XS,party,Festive,1074,1509.97,537.67,2021-09-20,True,SUP0129,1851,49.94
P04521,Nike Anarkali Cream,Ethnic Wear,Anarkali,Nike,Olive,Free Size,formal,Summer,2791,3356.72,1358.98,2023-05-13,True,SUP0370,1731,51.31
P04522,Kazo Jacket Teal,Outerwear,Jacket,Kazo,Mint,XXL,ethnic,Winter,9238,13074.64,5241.62,2021-10-31,True,SUP0182,861,43.26
P04523,Biba Wallet Navy,Accessories,Wallet,Biba,Black,L,ethnic,All Season,2421,3091.1,855.2,2021-10-20,True,SUP0349,134,64.68
P04524,Puma Evening Gown Orange,Dresses,Evening Gown,Puma,Cream,XL,party,Summer,10804,15790.05,5394.9,2020-01-31,True,SUP0245,1808,50.07
P04525,Blackberrys Churidar Cream,Ethnic Wear,Churidar,Blackberrys,Teal,XS,minimalist,Festive,4462,5564.69,1747.33,2020-12-06,True,SUP0063,1367,60.84
P04526,AND T-Shirt White,Tops,T-Shirt,AND,Beige,M,formal,Monsoon,4516,5595.47,2056.02,2020-04-12,True,SUP0330,450,54.47
P04527,Roadster Heels Cream,Footwear,Heels,Roadster,Grey,S,casual,Festive,4140,4803.68,2098.75,2023-02-17,True,SUP0385,1779,49.31
P04528,Blackberrys Gym Vest Yellow,Activewear,Gym Vest,Blackberrys,Grey,L,sporty,Summer,684,807.52,272.54,2022-10-24,True,SUP0318,1386,60.15
P04529,Here&Now Casual Dress Cream,Dresses,Casual Dress,Here&Now,Red,L,party,All Season,897,1177.84,363.56,2020-10-24,True,SUP0119,745,59.47
P04530,W Belt Brown,Accessories,Belt,W,Navy,S,luxury,Festive,2018,2626.48,868.91,2020-11-28,True,SUP0138,301,56.94
P04531,Nike Maxi Dress White,Dresses,Maxi Dress,Nike,Olive,XL,minimalist,Winter,7717,10537.06,2993.36,2021-11-11,True,SUP0370,370,61.21
P04532,Nykaa Fashion Cap Coral,Accessories,Cap,Nykaa Fashion,Grey,XS,casual,All Season,646,797.62,230.53,2021-02-24,True,SUP0043,233,64.31
P04533,Marks & Spencer Gym Vest Mint,Activewear,Gym Vest,Marks & Spencer,Pink,L,streetwear,All Season,754,1015.75,426.36,2023-06-15,True,SUP0295,1027,43.45
P04534,Myntra Jeans Grey,Bottoms,Jeans,Myntra,Mint,M,streetwear,All Season,1221,1572.55,643.17,2022-02-07,True,SUP0093,316,47.32
P04535,Aurelia Socks Orange,Innerwear,Socks,Aurelia,Blue,XS,ethnic,All Season,235,317.8,134.64,2020-08-03,True,SUP0246,210,42.71
P04536,LIFE Sweatshirt Mustard,Tops,Sweatshirt,LIFE,Brown,M,bohemian,Festive,815,926.43,395.29,2022-12-09,True,SUP0133,441,51.5
P04537,Kazo Loafers Purple,Footwear,Loafers,Kazo,Cream,XS,minimalist,All Season,5760,6392.93,2894.6,2021-03-10,True,SUP0087,860,49.75
P04538,Aurelia Boxers Navy,Innerwear,Boxers,Aurelia,Orange,XXL,ethnic,All Season,470,530.07,185.06,2021-06-17,True,SUP0238,767,60.63
P04539,Marks & Spencer Running Shoes Olive,Activewear,Running Shoes,Marks & Spencer,Mustard,L,party,Summer,618,741.56,260.84,2022-03-21,True,SUP0368,781,57.79
P04540,Zara Sunglasses Black,Accessories,Sunglasses,Zara,Blue,Free Size,minimalist,Monsoon,4369,5415.18,2408.77,2021-11-08,False,SUP0158,761,44.87
P04541,Bewakoof Sunglasses Beige,Accessories,Sunglasses,Bewakoof,White,XXL,streetwear,Festive,4103,5395.19,1457.07,2024-02-25,False,SUP0389,548,64.49
P04542,Puma Bra Maroon,Innerwear,Bra,Puma,Grey,XXL,casual,Winter,479,582.95,220.38,2022-06-05,True,SUP0343,1381,53.99
P04543,The Souled Store Shirt Mint,Tops,Shirt,The Souled Store,Olive,XS,luxury,Summer,1477,1860.01,546.12,2023-01-20,True,SUP0324,1429,63.03
P04544,Blackberrys Running Shoes Navy,Activewear,Running Shoes,Blackberrys,White,Free Size,minimalist,Festive,1353,1815.09,773.42,2020-09-20,False,SUP0388,619,42.84
P04545,Biba Boots Maroon,Footwear,Boots,Biba,Mint,XXL,sporty,Festive,4086,4891.02,2421.7,2022-07-28,True,SUP0097,856,40.73
P04546,Lee Track Pants Olive,Activewear,Track Pants,Lee,Navy,M,bohemian,Festive,1553,2299.29,882.17,2021-05-20,True,SUP0044,1799,43.2
P04547,Spykar Hoodie White,Tops,Hoodie,Spykar,Cream,M,luxury,Festive,3088,4462.32,1357.9,2023-11-15,True,SUP0017,1378,56.03
P04548,Allen Solly T-Shirt Purple,Tops,T-Shirt,Allen Solly,Coral,L,luxury,Winter,2951,3559.49,1308.65,2021-01-30,True,SUP0090,922,55.65
P04549,Biba Maxi Dress Mint,Dresses,Maxi Dress,Biba,Pink,L,minimalist,Summer,11877,17438.13,5168.55,2022-02-17,True,SUP0034,1033,56.48
P04550,Only Kurti Grey,Tops,Kurti,Only,Red,XS,formal,Winter,4368,5255.81,1959.86,2023-12-05,True,SUP0270,1149,55.13
P04551,Decathlon Dhoti Red,Ethnic Wear,Dhoti,Decathlon,Grey,L,minimalist,Winter,1098,1460.73,545.46,2023-07-15,False,SUP0331,101,50.32
P04552,AND T-Shirt Olive,Tops,T-Shirt,AND,Orange,Free Size,luxury,Festive,3810,4816.4,2177.67,2022-05-20,True,SUP0324,733,42.84
P04553,Here&Now Sherwani Grey,Ethnic Wear,Sherwani,Here&Now,Navy,Free Size,luxury,Monsoon,2954,3924.54,1724.93,2023-02-26,True,SUP0205,1303,41.61
P04554,Mango Boxers Coral,Innerwear,Boxers,Mango,Beige,L,sporty,Monsoon,191,281.85,86.99,2021-03-22,True,SUP0110,761,54.46
P04555,Roadster Churidar Black,Ethnic Wear,Churidar,Roadster,Brown,XS,bohemian,Summer,1573,1921.51,663.65,2023-08-29,True,SUP0382,1460,57.81
P04556,Mango Dupatta Orange,Ethnic Wear,Dupatta,Mango,Mint,L,formal,Festive,1330,1471.7,761.6,2021-02-28,True,SUP0232,1977,42.74
P04557,Levis Compression Tights Pink,Activewear,Compression Tights,Levis,Pink,M,ethnic,Festive,4101,5820.93,1512.67,2022-08-29,True,SUP0078,392,63.11
P04558,Levis Denim Jacket Mustard,Outerwear,Denim Jacket,Levis,Mustard,Free Size,minimalist,Summer,5801,8297.31,2092.55,2022-11-01,True,SUP0364,365,63.93
P04559,Jack & Jones Oxford Red,Footwear,Oxford,Jack & Jones,Pink,XS,bohemian,Summer,1922,2279.2,684.04,2020-01-16,True,SUP0190,1632,64.41
P04560,Bewakoof Boots Teal,Footwear,Boots,Bewakoof,Cream,S,formal,Monsoon,3868,5797.71,2280.32,2023-03-06,True,SUP0057,1951,41.05
P04561,Libas Palazzo Yellow,Bottoms,Palazzo,Libas,Yellow,XXL,casual,Summer,2967,4309.01,1331.33,2020-06-25,True,SUP0252,1254,55.13
P04562,Wrangler Boxers Mint,Innerwear,Boxers,Wrangler,Maroon,S,minimalist,Summer,561,731.18,304.97,2023-11-08,True,SUP0005,213,45.64
P04563,AND Polo Orange,Tops,Polo,AND,White,M,party,Monsoon,336,431.41,151.09,2021-11-18,True,SUP0274,933,55.03
P04564,Puma Handbag Pink,Accessories,Handbag,Puma,Black,S,formal,All Season,3553,5242.32,1980.21,2023-03-19,True,SUP0105,410,44.27
P04565,Calvin Klein Chinos Teal,Bottoms,Chinos,Calvin Klein,Beige,Free Size,party,Summer,1028,1227.69,466.04,2022-08-18,True,SUP0099,1407,54.67
P04566,AND Blazer Purple,Outerwear,Blazer,AND,White,XS,sporty,Winter,8022,11192.1,4561.52,2023-12-30,True,SUP0242,661,43.14
P04567,Aurelia Heels Brown,Footwear,Heels,Aurelia,Teal,L,office,Winter,1333,1708.49,506.39,2022-12-04,False,SUP0211,1380,62.01
P04568,Adidas Jeans Mustard,Bottoms,Jeans,Adidas,Teal,XL,bohemian,Festive,2806,3807.7,1294.46,2023-02-11,True,SUP0383,1340,53.87
P04569,Puma Briefs Coral,Innerwear,Briefs,Puma,Teal,XL,luxury,Festive,609,690.04,348.53,2022-07-29,True,SUP0335,1059,42.77
P04570,Koovs Chinos Green,Bottoms,Chinos,Koovs,Mustard,S,formal,Festive,2019,2520.07,1065.72,2021-06-14,True,SUP0172,914,47.22
P04571,Marks & Spencer Hoodie Orange,Tops,Hoodie,Marks & Spencer,Coral,Free Size,casual,Festive,2319,3161.17,1136.24,2021-08-06,True,SUP0077,1335,51.0
P04572,Blackberrys Kurta Blue,Ethnic Wear,Kurta,Blackberrys,Purple,Free Size,office,Monsoon,669,758.0,253.55,2023-03-24,True,SUP0175,680,62.1
P04573,Allen Solly Loafers Teal,Footwear,Loafers,Allen Solly,Blue,Free Size,sporty,Monsoon,4712,6655.9,2495.2,2020-05-21,True,SUP0194,623,47.05
P04574,Spykar Track Pants Purple,Activewear,Track Pants,Spykar,Yellow,XS,ethnic,Monsoon,1231,1506.68,507.76,2021-04-22,True,SUP0318,669,58.75
P04575,Adidas Heels Cream,Footwear,Heels,Adidas,Black,XL,minimalist,Summer,3480,4095.89,1800.69,2020-08-15,True,SUP0029,167,48.26
P04576,Cover Story Handbag Brown,Accessories,Handbag,Cover Story,Purple,XXL,formal,Festive,5248,7213.83,3056.39,2022-04-24,True,SUP0264,925,41.76
P04577,Nike Denim Jacket Navy,Outerwear,Denim Jacket,Nike,Navy,XXL,ethnic,All Season,11033,14331.22,3944.61,2022-10-27,True,SUP0188,1406,64.25
P04578,Cover Story Loafers Pink,Footwear,Loafers,Cover Story,Navy,XXL,party,Summer,4660,5789.92,2421.74,2022-04-03,True,SUP0100,1498,48.03
P04579,Levis Compression Tights Maroon,Activewear,Compression Tights,Levis,Coral,S,luxury,Festive,848,1263.98,327.65,2020-01-03,True,SUP0180,179,61.36
P04580,FabIndia Crop Top Grey,Tops,Crop Top,FabIndia,Maroon,XXL,streetwear,Summer,2229,2762.52,1302.15,2021-09-18,False,SUP0351,889,41.58
P04581,Pepe Jeans Palazzo Cream,Bottoms,Palazzo,Pepe Jeans,Beige,XXL,luxury,Festive,2482,3363.71,1027.38,2023-12-20,False,SUP0161,1333,58.61
P04582,Reebok Wallet Brown,Accessories,Wallet,Reebok,Red,Free Size,luxury,Winter,1818,2515.76,693.52,2021-11-09,True,SUP0099,905,61.85
P04583,Dressberry Leggings Grey,Bottoms,Leggings,Dressberry,Maroon,M,sporty,Summer,526,616.16,191.27,2023-10-09,True,SUP0243,606,63.64
P04584,Vero Moda Kurta Cream,Ethnic Wear,Kurta,Vero Moda,Beige,XS,sporty,Festive,1824,2030.06,643.32,2023-10-17,True,SUP0048,1687,64.73
P04585,Pepe Jeans Kurta Navy,Ethnic Wear,Kurta,Pepe Jeans,Grey,Free Size,luxury,Summer,3906,5751.29,2273.78,2021-06-19,True,SUP0385,1160,41.79
P04586,Van Heusen Palazzo Olive,Bottoms,Palazzo,Van Heusen,Navy,XS,minimalist,Monsoon,3093,3494.2,1855.5,2024-05-27,True,SUP0255,1789,40.01
P04587,Adidas Skirt Purple,Bottoms,Skirt,Adidas,Beige,S,party,All Season,2180,3150.98,1046.97,2022-12-17,True,SUP0079,1306,51.97
P04588,Arrow Wallet Grey,Accessories,Wallet,Arrow,Coral,M,streetwear,Festive,4302,5891.72,1786.04,2023-08-28,True,SUP0225,1183,58.48
P04589,Arrow Dhoti Mustard,Ethnic Wear,Dhoti,Arrow,Black,XS,office,Festive,1584,1799.89,726.53,2020-05-07,True,SUP0036,252,54.13
P04590,W Casual Dress Maroon,Dresses,Casual Dress,W,Mint,XXL,luxury,Winter,8498,12108.22,3323.62,2021-06-01,True,SUP0019,1054,60.89
P04591,Blackberrys Blazer Black,Outerwear,Blazer,Blackberrys,Olive,Free Size,formal,Monsoon,1339,1551.63,497.12,2022-04-30,False,SUP0042,1394,62.87
P04592,Mango Tank Top Beige,Tops,Tank Top,Mango,Red,XL,formal,All Season,2007,2295.88,721.42,2024-03-28,True,SUP0248,1661,64.05
P04593,Nike Oxford Orange,Footwear,Oxford,Nike,Coral,M,sporty,Winter,4771,5912.06,1744.01,2023-05-12,True,SUP0251,542,63.45
P04594,Numero Uno Skirt White,Bottoms,Skirt,Numero Uno,Yellow,L,sporty,Monsoon,3196,3632.29,1240.08,2022-10-28,True,SUP0198,1404,61.2
P04595,Reebok Joggers Beige,Bottoms,Joggers,Reebok,Brown,XL,casual,Winter,1082,1361.13,544.62,2021-07-15,True,SUP0104,345,49.67
P04596,Spykar Boxers Beige,Innerwear,Boxers,Spykar,Blue,L,streetwear,Summer,710,882.03,328.88,2020-10-19,True,SUP0177,191,53.68
P04597,U.S. Polo Compression Tights Mint,Activewear,Compression Tights,U.S. Polo,Green,S,sporty,Winter,3604,3974.91,1771.79,2023-06-06,False,SUP0180,940,50.84
P04598,H&M Bra Beige,Innerwear,Bra,H&M,Navy,XL,luxury,Winter,784,1081.78,379.8,2023-06-20,True,SUP0314,772,51.56
P04599,Libas Tank Top Beige,Tops,Tank Top,Libas,Navy,Free Size,casual,Summer,459,631.3,256.41,2024-05-14,True,SUP0360,299,44.14
P04600,Cover Story Hoodie Blue,Tops,Hoodie,Cover Story,Pink,XXL,formal,Summer,3436,4239.68,1788.38,2022-04-18,True,SUP0212,1477,47.95
P04601,AND Puffer Jacket Purple,Outerwear,Puffer Jacket,AND,Yellow,XL,party,Winter,10681,11839.54,5305.14,2023-08-15,True,SUP0295,518,50.33
P04602,The Souled Store Handbag Cream,Accessories,Handbag,The Souled Store,Black,XXL,sporty,Winter,5775,6853.0,2852.46,2022-07-18,True,SUP0079,689,50.61
P04603,Here&Now Kurta Grey,Ethnic Wear,Kurta,Here&Now,Orange,XL,casual,Festive,4152,5602.01,1496.89,2020-01-06,True,SUP0235,1623,63.95
P04604,Levis Blouse White,Tops,Blouse,Levis,Mustard,XXL,formal,Festive,498,663.46,295.49,2023-07-09,True,SUP0118,1441,40.66
P04605,Uniqlo Palazzo Purple,Bottoms,Palazzo,Uniqlo,Green,XL,minimalist,All Season,2944,3843.45,1599.91,2022-09-27,True,SUP0217,1884,45.66
P04606,Lee Handbag Grey,Accessories,Handbag,Lee,Pink,XL,minimalist,Winter,1113,1420.94,466.71,2024-04-14,True,SUP0056,1966,58.07
P04607,FabIndia Socks Purple,Innerwear,Socks,FabIndia,Coral,XXL,minimalist,Monsoon,507,610.17,288.48,2020-05-14,True,SUP0121,1536,43.1
P04608,Vero Moda Socks Blue,Innerwear,Socks,Vero Moda,Yellow,S,party,Summer,594,797.28,301.61,2022-06-20,True,SUP0368,1303,49.22
P04609,All About You Blouse Brown,Tops,Blouse,All About You,Cream,S,streetwear,Winter,4550,6115.96,1892.76,2022-10-12,True,SUP0336,582,58.4
P04610,Marks & Spencer Crop Top Red,Tops,Crop Top,Marks & Spencer,Grey,XS,party,Summer,1825,2555.28,825.52,2022-10-26,True,SUP0239,225,54.77
P04611,Uniqlo Saree Mustard,Dresses,Saree,Uniqlo,White,L,party,Summer,4294,5198.34,2073.79,2020-03-09,True,SUP0063,604,51.7
P04612,Pepe Jeans Dhoti Yellow,Ethnic Wear,Dhoti,Pepe Jeans,Black,S,formal,Festive,3662,5073.43,1663.46,2022-06-22,True,SUP0383,860,54.58
P04613,Adidas Denim Jacket Olive,Outerwear,Denim Jacket,Adidas,Red,Free Size,casual,Festive,1290,1848.07,463.62,2022-04-09,True,SUP0238,1546,64.06
P04614,H&M Lehenga Pink,Dresses,Lehenga,H&M,Grey,XXL,streetwear,Summer,10067,12140.23,5594.94,2021-03-01,True,SUP0244,570,44.42
P04615,Levis Windbreaker Coral,Outerwear,Windbreaker,Levis,Maroon,XXL,formal,Monsoon,9233,10650.11,4293.59,2020-05-25,True,SUP0222,720,53.5
P04616,Nike Scarf Yellow,Accessories,Scarf,Nike,Black,XL,ethnic,All Season,3303,4303.08,1311.46,2020-12-29,True,SUP0142,1511,60.29
P04617,Jack & Jones Track Pants Brown,Activewear,Track Pants,Jack & Jones,Coral,XL,streetwear,Monsoon,2390,3025.46,1087.8,2021-12-12,True,SUP0102,619,54.49
P04618,Nike Evening Gown Cream,Dresses,Evening Gown,Nike,Teal,Free Size,office,Summer,4709,5943.48,2343.86,2022-05-28,True,SUP0006,1542,50.23
P04619,H&M Lehenga Orange,Dresses,Lehenga,H&M,Red,XL,ethnic,Monsoon,5149,7723.25,2777.31,2021-09-25,True,SUP0060,1618,46.06
P04620,Allen Solly Cap White,Accessories,Cap,Allen Solly,Teal,M,party,Winter,1569,1943.63,875.88,2021-01-08,True,SUP0248,1826,44.18
P04621,Puma Denim Jacket Red,Outerwear,Denim Jacket,Puma,Grey,L,ethnic,Summer,8312,12443.35,2990.22,2023-09-04,True,SUP0216,113,64.03
P04622,Peter England Gym Vest Orange,Activewear,Gym Vest,Peter England,Beige,Free Size,ethnic,Monsoon,3971,5818.41,2051.87,2024-04-14,True,SUP0370,1726,48.33
P04623,Spykar Chinos Green,Bottoms,Chinos,Spykar,Coral,XS,casual,All Season,727,967.81,404.42,2020-09-30,True,SUP0376,1192,44.37
P04624,LIFE Bra Navy,Innerwear,Bra,LIFE,White,XXL,office,Monsoon,453,511.27,200.2,2022-05-29,True,SUP0370,1881,55.81
P04625,Libas Chinos Brown,Bottoms,Chinos,Libas,Red,XL,streetwear,All Season,2098,2375.6,967.7,2021-02-03,True,SUP0069,876,53.88
P04626,Global Desi Jacket Yellow,Outerwear,Jacket,Global Desi,Black,XL,office,Summer,3858,4806.52,1692.17,2023-12-10,True,SUP0268,1026,56.14
P04627,Tommy Hilfiger Dupatta Yellow,Ethnic Wear,Dupatta,Tommy Hilfiger,Yellow,M,office,Monsoon,3398,4622.81,1334.63,2021-12-16,True,SUP0333,1196,60.72
P04628,Lee T-Shirt Maroon,Tops,T-Shirt,Lee,Orange,XS,sporty,Festive,4260,4970.49,2135.53,2024-03-28,True,SUP0184,1177,49.87
P04629,W Palazzo Grey,Bottoms,Palazzo,W,Black,L,bohemian,Winter,401,542.77,146.45,2021-12-01,True,SUP0328,1852,63.48
P04630,Nykaa Fashion Briefs Coral,Innerwear,Briefs,Nykaa Fashion,Yellow,M,luxury,All Season,144,198.45,64.85,2020-07-07,False,SUP0235,813,54.97
P04631,Zara Skirt Red,Bottoms,Skirt,Zara,Navy,XS,luxury,Monsoon,2546,2915.2,1380.75,2020-11-16,False,SUP0202,1425,45.77
P04632,Reebok Kurti Beige,Tops,Kurti,Reebok,Navy,Free Size,minimalist,All Season,3495,4514.7,1559.12,2024-03-25,True,SUP0217,1906,55.39
P04633,Mango Socks Blue,Innerwear,Socks,Mango,Mustard,M,luxury,Monsoon,716,916.85,338.0,2021-09-28,True,SUP0295,1474,52.79
P04634,Peter England Hoodie Cream,Tops,Hoodie,Peter England,Teal,XS,party,Festive,4406,6377.54,2045.73,2023-04-15,False,SUP0286,954,53.57
P04635,Adidas Skirt White,Bottoms,Skirt,Adidas,Coral,L,formal,Winter,724,1069.35,350.65,2020-01-18,False,SUP0079,392,51.57
P04636,Mamaearth Scarf Grey,Accessories,Scarf,Mamaearth,Mint,S,ethnic,Monsoon,2890,3326.42,1307.74,2021-05-12,True,SUP0322,1196,54.75
P04637,Peter England Evening Gown Grey,Dresses,Evening Gown,Peter England,Mint,Free Size,luxury,Winter,5611,7827.65,2396.55,2021-03-15,True,SUP0077,106,57.29
P04638,Only Puffer Jacket Grey,Outerwear,Puffer Jacket,Only,Green,XL,minimalist,Festive,5867,8759.5,2339.62,2022-02-14,True,SUP0306,1594,60.12
P04639,Zara Dhoti Teal,Ethnic Wear,Dhoti,Zara,Black,XXL,formal,Summer,1637,2237.08,600.07,2022-03-04,True,SUP0343,325,63.34
P04640,Kazo Socks Olive,Innerwear,Socks,Kazo,Yellow,Free Size,office,All Season,541,686.74,304.87,2022-01-16,True,SUP0003,753,43.65
P04641,FabIndia Thermal Innerwear Olive,Innerwear,Thermal Innerwear,FabIndia,Coral,M,bohemian,Winter,141,156.79,58.92,2021-08-31,True,SUP0302,1561,58.21
P04642,Mamaearth Casual Dress Brown,Dresses,Casual Dress,Mamaearth,Grey,XL,luxury,Summer,2780,3970.4,1023.76,2021-07-18,False,SUP0249,944,63.17
P04643,Mamaearth Track Pants Grey,Activewear,Track Pants,Mamaearth,Orange,M,sporty,Summer,1782,2452.73,863.77,2020-07-14,True,SUP0208,664,51.53
P04644,Reebok Shorts Beige,Bottoms,Shorts,Reebok,Brown,L,bohemian,All Season,605,794.93,314.26,2021-02-26,True,SUP0317,1599,48.06
P04645,True Blue Track Pants White,Activewear,Track Pants,True Blue,Green,XXL,minimalist,Summer,828,1214.27,293.48,2023-11-17,False,SUP0324,441,64.56
P04646,Numero Uno Loafers Green,Footwear,Loafers,Numero Uno,Yellow,XXL,bohemian,Festive,493,569.77,292.45,2022-05-31,True,SUP0311,636,40.68
P04647,Puma Boots Coral,Footwear,Boots,Puma,Pink,XXL,party,Winter,5225,7288.32,2574.69,2022-05-26,True,SUP0024,947,50.72
P04648,Mamaearth Sandals Navy,Footwear,Sandals,Mamaearth,Olive,XL,minimalist,All Season,1753,2376.51,867.91,2021-12-29,True,SUP0216,912,50.49
P04649,Here&Now Leggings Pink,Bottoms,Leggings,Here&Now,Maroon,M,formal,Monsoon,306,357.69,171.46,2022-10-25,False,SUP0270,1433,43.97
P04650,Cover Story Bra Beige,Innerwear,Bra,Cover Story,Coral,Free Size,party,Winter,215,252.76,102.75,2020-01-12,True,SUP0246,332,52.21
P04651,Biba Sandals Maroon,Footwear,Sandals,Biba,Yellow,Free Size,streetwear,Monsoon,2747,3864.17,1218.57,2024-01-18,False,SUP0119,471,55.64
P04652,Libas Anarkali Mint,Ethnic Wear,Anarkali,Libas,Cream,XXL,minimalist,Monsoon,2811,3102.56,1420.27,2022-08-31,True,SUP0077,1130,49.47
P04653,LIFE Gym Vest Coral,Activewear,Gym Vest,LIFE,Green,XS,luxury,Winter,4574,5282.12,2697.68,2023-12-14,True,SUP0131,226,41.02
P04654,Nike Scarf Yellow,Accessories,Scarf,Nike,Green,L,ethnic,All Season,6793,7504.56,3985.54,2020-01-29,True,SUP0266,1210,41.33
P04655,Wrangler Skirt Mint,Bottoms,Skirt,Wrangler,Black,XXL,luxury,Summer,4316,5624.11,2450.41,2021-01-21,True,SUP0379,366,43.22
P04656,W Blazer Beige,Outerwear,Blazer,W,Beige,M,minimalist,All Season,2221,2694.28,1003.92,2023-01-25,True,SUP0224,116,54.8
P04657,Numero Uno Handbag Red,Accessories,Handbag,Numero Uno,Blue,L,party,Winter,4383,4979.74,1815.31,2020-01-03,False,SUP0237,1493,58.58
P04658,Uniqlo Sports Shoes Black,Footwear,Sports Shoes,Uniqlo,Beige,S,minimalist,Monsoon,2911,3455.6,1688.44,2021-07-04,True,SUP0048,1253,42.0
P04659,Spykar Sweatshirt Grey,Tops,Sweatshirt,Spykar,Teal,XS,luxury,Summer,4743,6237.21,2565.61,2021-08-08,True,SUP0144,1982,45.91
P04660,Cover Story Shorts Mint,Bottoms,Shorts,Cover Story,Grey,M,party,All Season,2199,2885.25,1296.89,2023-07-31,False,SUP0104,125,41.02
P04661,Mango Watch Beige,Accessories,Watch,Mango,Maroon,XL,party,Winter,3992,5665.27,1577.02,2021-10-23,True,SUP0033,1754,60.5
P04662,Aurelia Joggers Black,Bottoms,Joggers,Aurelia,Black,M,office,Summer,389,433.34,224.63,2023-05-08,False,SUP0116,764,42.25
P04663,True Blue Shorts Black,Bottoms,Shorts,True Blue,Red,S,minimalist,All Season,2513,3077.03,1286.23,2021-05-21,True,SUP0314,1605,48.82
P04664,U.S. Polo T-Shirt Pink,Tops,T-Shirt,U.S. Polo,Coral,XXL,office,Festive,2940,4242.43,1228.48,2024-04-19,True,SUP0010,253,58.21
P04665,Wrangler Belt Brown,Accessories,Belt,Wrangler,Black,L,formal,Winter,327,376.31,118.67,2020-07-06,True,SUP0357,1018,63.71
P04666,H&M Trousers Brown,Bottoms,Trousers,H&M,Red,Free Size,casual,All Season,3370,4527.52,1398.83,2022-05-24,True,SUP0340,581,58.49
P04667,Mango Jewellery White,Accessories,Jewellery,Mango,Pink,M,formal,All Season,4949,5889.48,1938.27,2023-02-20,False,SUP0320,1755,60.84
P04668,Blackberrys Evening Gown Pink,Dresses,Evening Gown,Blackberrys,White,L,sporty,Festive,4076,5570.17,1485.49,2022-06-25,True,SUP0057,1142,63.56
P04669,Puma Skirt Olive,Bottoms,Skirt,Puma,Blue,XXL,casual,Winter,1214,1640.54,530.27,2020-09-21,True,SUP0342,1242,56.32
P04670,Bewakoof Trousers Cream,Bottoms,Trousers,Bewakoof,Maroon,L,bohemian,All Season,3908,4985.55,2241.35,2020-03-05,True,SUP0355,560,42.65
P04671,U.S. Polo Boots Blue,Footwear,Boots,U.S. Polo,Black,XXL,party,Winter,3902,5190.75,1663.79,2022-12-22,True,SUP0388,805,57.36
P04672,Jack & Jones Palazzo Purple,Bottoms,Palazzo,Jack & Jones,Mint,XXL,streetwear,All Season,4631,5598.71,1947.85,2020-03-13,True,SUP0394,349,57.94
P04673,Jack & Jones Scarf Purple,Accessories,Scarf,Jack & Jones,White,XL,casual,Festive,7079,8819.06,2890.65,2021-12-18,True,SUP0083,393,59.17
P04674,Nike Puffer Jacket Maroon,Outerwear,Puffer Jacket,Nike,Red,XL,party,Winter,13884,17844.35,6031.91,2023-04-08,True,SUP0061,199,56.55
P04675,LIFE Thermal Innerwear Purple,Innerwear,Thermal Innerwear,LIFE,Mustard,M,party,Monsoon,416,610.11,164.54,2022-04-10,True,SUP0235,766,60.45
P04676,W Sunglasses Coral,Accessories,Sunglasses,W,Beige,XS,sporty,Festive,4777,5528.77,2324.9,2020-10-19,True,SUP0172,975,51.33
P04677,Blackberrys Jeans Navy,Bottoms,Jeans,Blackberrys,Orange,M,office,Monsoon,2408,3082.38,1261.97,2020-11-24,False,SUP0256,835,47.59
P04678,Allen Solly Jewellery Blue,Accessories,Jewellery,Allen Solly,Mint,XS,minimalist,Festive,6269,8651.74,2919.14,2023-08-03,True,SUP0221,1793,53.44
P04679,Mango Mini Dress Blue,Dresses,Mini Dress,Mango,Beige,XS,formal,Summer,9688,12154.79,4932.9,2020-06-28,False,SUP0182,744,49.08
P04680,The Souled Store Oxford Cream,Footwear,Oxford,The Souled Store,Cream,XXL,casual,Monsoon,2078,2786.05,732.78,2022-01-02,True,SUP0333,1247,64.74
P04681,Peter England Thermal Innerwear Maroon,Innerwear,Thermal Innerwear,Peter England,Teal,XXL,casual,Summer,166,243.7,68.21,2024-01-18,True,SUP0244,1735,58.91
P04682,Libas Palazzo Black,Bottoms,Palazzo,Libas,Cream,XXL,formal,Monsoon,3648,4807.17,1374.31,2020-07-13,True,SUP0360,303,62.33
