promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active,duration_days
PR013688,P02374,Bundle,0.21,Offline,Student,2022-03-09,2022-03-19,92530,False,10
PR013689,P02604,Cashback,0.08,Offline,Working Professional,2023-06-17,2023-07-10,223884,False,23
PR013690,P04591,Bundle,0.11,Online,Brand Loyalist,2023-06-11,2023-07-10,288260,False,29
PR013691,P01671,Bundle,0.09,Online,Impulse Buyer,2024-01-15,2024-02-14,341143,False,30
PR013692,P03159,Bundle,0.35,Offline,Working Professional,2022-09-11,2022-10-06,401329,False,25
PR013693,P01378,Free Shipping,0.58,Online,Brand Loyalist,2023-11-15,2023-12-05,426615,True,20
PR013694,P02474,Cashback,0.17,Both,Brand Loyalist,2023-07-08,2023-07-26,473422,False,18
PR013695,P03940,Cashback,0.53,Offline,Luxury Shopper,2022-10-24,2022-10-28,213288,False,4
PR013696,P04775,Flat Discount,0.06,Online,Fashion Enthusiast,2023-10-18,2023-10-24,125966,True,6
PR013697,P04567,Flat Discount,0.37,Online,Student,2022-06-04,2022-06-27,489945,True,23
PR013698,P00833,BOGO,0.36,Online,Frequent Buyer,2022-06-23,2022-07-08,358591,False,15
PR013699,P01432,Percentage Off,0.1,Online,Student,2022-11-17,2022-11-20,190363,False,3
PR013700,P01614,Flat Discount,0.16,Both,Frequent Buyer,2024-10-12,2024-10-17,378584,False,5
PR013701,P00214,Percentage Off,0.37,Online,Family Shopper,2023-10-17,2023-10-28,46530,False,11
PR013702,P02983,Free Shipping,0.2,Both,Budget Shopper,2024-06-04,2024-06-28,300151,True,24
PR013703,P01482,Flat Discount,0.49,Offline,Luxury Shopper,2023-01-17,2023-02-12,320742,True,26
PR013704,P04639,Cashback,0.53,Both,Seasonal Buyer,2023-08-08,2023-08-31,10054,False,23
PR013705,P04077,Flat Discount,0.26,Online,Family Shopper,2022-08-27,2022-09-22,372750,True,26
PR013706,P02599,Percentage Off,0.55,Online,Budget Shopper,2022-11-06,2022-11-09,181737,False,3
PR013707,P02960,Percentage Off,0.24,Offline,Luxury Shopper,2022-04-30,2022-05-11,452867,True,11
PR013708,P02885,Free Shipping,0.35,Both,Frequent Buyer,2023-08-25,2023-09-17,91230,True,23
PR013709,P02044,Bundle,0.35,Both,Family Shopper,2023-09-18,2023-10-15,198376,False,27
PR013710,P00846,Flat Discount,0.05,Offline,Seasonal Buyer,2024-06-12,2024-06-20,268806,False,8
PR013711,P02775,Bundle,0.36,Online,Brand Loyalist,2023-03-20,2023-04-14,222065,True,25
PR013712,P04787,BOGO,0.22,Offline,Family Shopper,2024-09-06,2024-10-05,434173,True,29
PR013713,P01774,Flat Discount,0.16,Both,Working Professional,2022-04-15,2022-04-23,191642,True,8
PR013714,P04124,Cashback,0.2,Offline,Working Professional,2024-02-16,2024-02-27,323604,False,11
PR013715,P03576,Free Shipping,0.54,Online,Frequent Buyer,2023-05-28,2023-06-13,48873,True,16
PR013716,P01733,Bundle,0.17,Online,Student,2023-04-06,2023-04-11,466591,False,5
PR013717,P02404,Flat Discount,0.23,Both,Luxury Shopper,2022-09-05,2022-09-23,320485,True,18
PR013718,P01037,Percentage Off,0.27,Both,Student,2024-03-02,2024-03-12,475597,True,10
PR013719,P04956,BOGO,0.1,Offline,Impulse Buyer,2022-02-24,2022-02-26,375368,False,2
PR013720,P01233,Free Shipping,0.56,Both,Impulse Buyer,2023-11-09,2023-11-20,389910,False,11
PR013721,P04973,Free Shipping,0.3,Offline,Frequent Buyer,2022-07-10,2022-07-26,369121,True,16
PR013722,P03081,Flat Discount,0.19,Online,Working Professional,2023-07-24,2023-08-13,366234,True,20
PR013723,P04583,BOGO,0.54,Both,Impulse Buyer,2024-04-26,2024-04-28,476241,False,2
PR013724,P00690,Flat Discount,0.56,Offline,Brand Loyalist,2023-01-18,2023-02-17,462002,True,30
PR013725,P02467,Bundle,0.14,Offline,Working Professional,2024-04-12,2024-05-08,68416,True,26
PR013726,P01455,Cashback,0.33,Offline,Seasonal Buyer,2022-05-06,2022-05-22,165001,False,16
PR013727,P04001,Free Shipping,0.28,Offline,Family Shopper,2022-05-27,2022-06-16,183304,False,20
PR013728,P03882,Flat Discount,0.46,Offline,Impulse Buyer,2024-01-14,2024-01-30,213279,True,16
PR013729,P03746,Flat Discount,0.3,Online,Working Professional,2023-04-18,2023-05-15,437587,False,27
PR013730,P04752,Flat Discount,0.18,Offline,Luxury Shopper,2022-04-10,2022-04-27,112948,True,17
PR013731,P01590,Bundle,0.14,Offline,Family Shopper,2023-02-11,2023-02-14,371152,True,3
PR013732,P02510,Cashback,0.53,Offline,Seasonal Buyer,2024-08-15,2024-09-03,388451,True,19
PR013733,P02487,Flat Discount,0.39,Both,Luxury Shopper,2022-11-05,2022-11-19,52835,True,14
PR013734,P01283,BOGO,0.49,Both,Seasonal Buyer,2022-06-04,2022-07-03,138821,False,29
PR013735,P02980,Flat Discount,0.34,Online,Seasonal Buyer,2023-05-03,2023-05-23,344256,False,20
PR013736,P00281,Flat Discount,0.17,Both,Fashion Enthusiast,2022-08-20,2022-08-29,30842,True,9
PR013737,P03476,Cashback,0.09,Offline,Student,2022-12-03,2022-12-28,377565,True,25
PR013738,P01688,BOGO,0.43,Both,Impulse Buyer,2023-07-05,2023-07-09,66224,True,4
PR013739,P00858,Flat Discount,0.18,Both,Working Professional,2024-02-12,2024-02-15,249349,False,3
PR013740,P01849,Percentage Off,0.06,Both,Impulse Buyer,2023-04-04,2023-04-21,431055,False,17
PR013741,P03201,Free Shipping,0.26,Offline,Impulse Buyer,2024-11-02,2024-11-27,399491,False,25
PR013742,P00392,Flat Discount,0.4,Both,Working Professional,2024-05-23,2024-06-21,243890,True,29
PR013743,P03159,Bundle,0.4,Online,Budget Shopper,2024-06-04,2024-06-27,192046,False,23
PR013744,P03797,Bundle,0.32,Both,Luxury Shopper,2023-10-12,2023-10-26,353597,False,14
PR013745,P03205,BOGO,0.1,Online,Working Professional,2022-09-06,2022-09-08,346964,False,2
PR013746,P01880,Cashback,0.18,Online,Budget Shopper,2024-11-24,2024-12-21,413199,False,27
PR013747,P04479,Flat Discount,0.48,Online,Seasonal Buyer,2023-11-19,2023-12-02,77026,False,13
PR013748,P03630,Free Shipping,0.28,Offline,Student,2024-09-19,2024-10-09,105634,False,20
PR013749,P03373,Cashback,0.52,Both,Impulse Buyer,2022-10-09,2022-10-25,304800,False,16
PR013750,P03483,Flat Discount,0.13,Offline,Frequent Buyer,2024-01-25,2024-02-18,175418,False,24
PR013751,P03804,Bundle,0.2,Online,Fashion Enthusiast,2023-07-02,2023-07-18,197981,False,16
PR013752,P02231,Bundle,0.44,Online,Budget Shopper,2024-11-03,2024-12-02,115463,True,29
PR013753,P03939,BOGO,0.16,Both,Student,2022-03-18,2022-04-06,161027,True,19
PR013754,P00267,BOGO,0.43,Online,Impulse Buyer,2023-07-04,2023-07-14,90591,False,10
PR013755,P03532,Cashback,0.38,Both,Seasonal Buyer,2024-02-24,2024-02-29,452005,False,5
PR013756,P00181,Bundle,0.21,Online,Frequent Buyer,2022-12-28,2022-12-30,349284,False,2
PR013757,P02907,Cashback,0.27,Online,Fashion Enthusiast,2024-08-06,2024-08-19,115265,True,13
PR013758,P01326,Percentage Off,0.2,Online,Fashion Enthusiast,2022-10-27,2022-11-20,484049,False,24
PR013759,P01454,Percentage Off,0.56,Online,Budget Shopper,2023-02-17,2023-02-28,83590,True,11
PR013760,P04271,Flat Discount,0.43,Offline,Student,2022-06-25,2022-06-30,138917,False,5
PR013761,P03358,Free Shipping,0.12,Both,Seasonal Buyer,2023-10-09,2023-10-21,189802,False,12
PR013762,P01018,Flat Discount,0.47,Both,Family Shopper,2024-01-22,2024-01-31,372306,True,9
PR013763,P00057,Free Shipping,0.38,Both,Student,2024-01-05,2024-02-01,222592,False,27
PR013764,P04868,Flat Discount,0.35,Both,Budget Shopper,2024-07-24,2024-08-16,96334,False,23
PR013765,P00326,Flat Discount,0.52,Both,Fashion Enthusiast,2022-09-16,2022-09-28,22214,True,12
PR013766,P03892,Flat Discount,0.38,Offline,Fashion Enthusiast,2024-09-18,2024-09-22,481797,False,4
PR013767,P04761,Cashback,0.17,Both,Frequent Buyer,2023-05-12,2023-06-11,178004,True,30
PR013768,P02857,Percentage Off,0.53,Both,Family Shopper,2023-06-22,2023-06-23,398445,False,1
PR013769,P03377,Free Shipping,0.26,Online,Family Shopper,2023-04-12,2023-05-11,299255,False,29
PR013770,P01555,Cashback,0.42,Online,Student,2024-03-25,2024-03-31,212498,False,6
PR013771,P02652,Cashback,0.25,Both,Working Professional,2022-04-30,2022-05-05,292229,False,5
PR013772,P01981,Cashback,0.17,Both,Budget Shopper,2023-09-20,2023-10-01,215031,False,11
PR013773,P00674,Cashback,0.16,Both,Seasonal Buyer,2024-03-09,2024-03-14,77847,False,5
PR013774,P01132,Cashback,0.15,Both,Working Professional,2022-05-09,2022-05-26,393387,True,17
PR013775,P02550,Free Shipping,0.24,Online,Impulse Buyer,2023-05-03,2023-05-10,424087,True,7
PR013776,P00307,Percentage Off,0.55,Offline,Student,2023-08-28,2023-09-10,250551,True,13
PR013777,P00010,Flat Discount,0.37,Both,Fashion Enthusiast,2022-04-01,2022-04-19,494284,False,18
PR013778,P04731,Percentage Off,0.58,Offline,Family Shopper,2023-05-03,2023-05-15,108284,True,12
PR013779,P03152,Flat Discount,0.54,Both,Luxury Shopper,2024-07-03,2024-07-04,308612,False,1
PR013780,P01795,Percentage Off,0.42,Both,Working Professional,2024-04-24,2024-05-17,379152,True,23
PR013781,P00494,Free Shipping,0.5,Both,Impulse Buyer,2022-05-31,2022-06-15,65748,False,15
PR013782,P04609,Bundle,0.4,Both,Student,2022-11-01,2022-11-20,350400,False,19
PR013783,P03049,Bundle,0.16,Offline,Family Shopper,2023-12-17,2023-12-20,138332,False,3
PR013784,P02887,Free Shipping,0.06,Online,Seasonal Buyer,2022-11-03,2022-11-20,30033,False,17
PR013785,P04929,Bundle,0.54,Online,Working Professional,2024-04-16,2024-05-14,17994,False,28
PR013786,P02732,Free Shipping,0.11,Online,Budget Shopper,2023-01-30,2023-02-12,493707,False,13
PR013787,P00470,BOGO,0.48,Both,Impulse Buyer,2024-07-31,2024-08-18,390209,False,18
PR013788,P04605,Bundle,0.16,Both,Fashion Enthusiast,2022-09-18,2022-09-24,63062,False,6
PR013789,P00684,Cashback,0.11,Both,Family Shopper,2023-10-07,2023-10-25,257800,False,18
PR013790,P01580,Flat Discount,0.39,Both,Family Shopper,2023-07-09,2023-07-23,489164,False,14
PR013791,P03487,BOGO,0.49,Offline,Family Shopper,2023-06-13,2023-07-06,66445,False,23
PR013792,P01489,Bundle,0.45,Offline,Fashion Enthusiast,2023-03-24,2023-04-21,292452,True,28
PR013793,P00676,Cashback,0.55,Offline,Working Professional,2024-12-27,2025-01-25,137043,True,29
PR013794,P03958,Percentage Off,0.32,Both,Luxury Shopper,2022-02-28,2022-03-19,363854,True,19
PR013795,P04338,Flat Discount,0.38,Online,Frequent Buyer,2022-10-24,2022-11-09,250877,True,16
PR013796,P01904,BOGO,0.46,Online,Impulse Buyer,2022-02-01,2022-02-08,445868,False,7
PR013797,P04961,Cashback,0.33,Offline,Student,2023-05-25,2023-06-23,32757,False,29
PR013798,P02308,Bundle,0.35,Offline,Student,2022-07-09,2022-07-13,390120,True,4
PR013799,P04497,Free Shipping,0.42,Offline,Seasonal Buyer,2024-07-16,2024-08-14,312492,False,29
PR013800,P03610,Flat Discount,0.48,Offline,Budget Shopper,2022-08-05,2022-08-18,256374,False,13
PR013801,P01988,Free Shipping,0.25,Both,Impulse Buyer,2022-06-11,2022-07-05,138191,True,24
PR013802,P00393,Cashback,0.57,Both,Brand Loyalist,2023-11-02,2023-11-13,176404,False,11
PR013803,P03588,Flat Discount,0.18,Offline,Luxury Shopper,2023-08-03,2023-08-17,12083,True,14
PR013804,P00104,Cashback,0.44,Offline,Brand Loyalist,2022-03-10,2022-04-07,174270,False,28
PR013805,P04482,Free Shipping,0.08,Offline,Budget Shopper,2023-06-17,2023-07-05,256474,True,18
PR013806,P00479,Free Shipping,0.3,Offline,Family Shopper,2024-11-15,2024-11-18,112632,True,3
PR013807,P01440,Bundle,0.15,Online,Impulse Buyer,2023-09-30,2023-10-13,450981,False,13
PR013808,P04773,Cashback,0.32,Online,Student,2023-06-02,2023-06-22,327187,True,20
PR013809,P02979,Free Shipping,0.56,Online,Seasonal Buyer,2024-05-07,2024-06-05,145245,True,29
PR013810,P01363,Cashback,0.46,Offline,Seasonal Buyer,2022-06-20,2022-07-11,368977,True,21
PR013811,P04430,Percentage Off,0.56,Offline,Student,2022-11-01,2022-11-28,424567,False,27
PR013812,P01607,Cashback,0.12,Both,Fashion Enthusiast,2024-04-06,2024-04-30,331321,False,24
PR013813,P04661,Cashback,0.14,Offline,Impulse Buyer,2024-10-15,2024-10-24,220681,True,9
PR013814,P02664,Cashback,0.22,Offline,Luxury Shopper,2022-08-20,2022-09-01,45724,True,12
PR013815,P02039,Free Shipping,0.24,Offline,Frequent Buyer,2023-10-11,2023-11-02,52608,True,22
PR013816,P02452,Flat Discount,0.31,Online,Student,2023-09-03,2023-09-06,156694,False,3
PR013817,P01423,Percentage Off,0.36,Online,Working Professional,2024-12-01,2024-12-08,10054,False,7
PR013818,P00347,Free Shipping,0.38,Offline,Budget Shopper,2023-01-16,2023-02-14,164404,True,29
PR013819,P01829,Percentage Off,0.38,Online,Working Professional,2022-06-17,2022-07-03,348489,True,16
PR013820,P04802,Cashback,0.05,Online,Student,2022-06-03,2022-06-06,173720,True,3
PR013821,P03967,BOGO,0.28,Online,Student,2022-06-05,2022-06-06,259191,True,1
PR013822,P02668,Free Shipping,0.36,Online,Working Professional,2022-01-11,2022-02-07,102646,True,27
PR013823,P00420,Flat Discount,0.56,Offline,Seasonal Buyer,2024-06-07,2024-07-01,77306,False,24
PR013824,P04786,Flat Discount,0.23,Both,Family Shopper,2024-03-09,2024-03-28,98522,False,19
PR013825,P02133,Cashback,0.26,Online,Fashion Enthusiast,2022-01-20,2022-01-25,346541,True,5
PR013826,P03473,Percentage Off,0.51,Online,Working Professional,2023-02-12,2023-02-14,130118,True,2
PR013827,P04839,Free Shipping,0.22,Offline,Fashion Enthusiast,2022-04-16,2022-04-21,186813,False,5
PR013828,P00942,Cashback,0.13,Offline,Working Professional,2023-02-26,2023-03-28,81628,False,30
PR013829,P04076,Flat Discount,0.09,Both,Brand Loyalist,2023-04-14,2023-05-07,468958,False,23
PR013830,P02674,Bundle,0.55,Offline,Fashion Enthusiast,2022-04-19,2022-04-27,431884,False,8
PR013831,P01137,Bundle,0.18,Online,Seasonal Buyer,2023-11-28,2023-12-09,308919,False,11
PR013832,P01678,Percentage Off,0.17,Both,Luxury Shopper,2023-01-12,2023-01-21,157394,False,9
PR013833,P03709,Percentage Off,0.53,Offline,Budget Shopper,2022-12-17,2023-01-04,476336,True,18
PR013834,P00993,Flat Discount,0.19,Online,Fashion Enthusiast,2023-03-23,2023-04-09,139461,True,17
PR013835,P04687,Cashback,0.11,Online,Seasonal Buyer,2022-04-30,2022-05-25,265946,True,25
PR013836,P01877,Cashback,0.4,Both,Budget Shopper,2024-02-15,2024-03-10,112171,False,24
PR013837,P03364,Bundle,0.33,Offline,Impulse Buyer,2023-07-22,2023-08-16,181338,False,25
PR013838,P02228,Percentage Off,0.37,Both,Budget Shopper,2024-08-19,2024-08-28,130233,True,9
PR013839,P00934,Free Shipping,0.23,Online,Frequent Buyer,2024-08-18,2024-08-20,127764,False,2
PR013840,P02187,Free Shipping,0.41,Offline,Fashion Enthusiast,2022-02-28,2022-03-11,402162,True,11
PR013841,P00082,Flat Discount,0.48,Offline,Family Shopper,2023-06-06,2023-06-12,492101,True,6
PR013842,P03070,Cashback,0.2,Offline,Seasonal Buyer,2024-05-19,2024-06-13,90087,False,25
PR013843,P04844,Cashback,0.12,Both,Brand Loyalist,2023-11-06,2023-11-09,209678,False,3
PR013844,P02840,Free Shipping,0.18,Online,Budget Shopper,2024-04-24,2024-05-14,215982,False,20
PR013845,P03905,Flat Discount,0.21,Online,Frequent Buyer,2023-01-22,2023-01-27,290738,True,5
PR013846,P02086,Flat Discount,0.19,Offline,Fashion Enthusiast,2022-07-15,2022-08-02,429642,False,18
PR013847,P02397,Flat Discount,0.56,Offline,Student,2023-07-16,2023-08-14,435198,False,29
PR013848,P04213,Bundle,0.23,Offline,Budget Shopper,2022-02-16,2022-02-20,232297,False,4
PR013849,P02088,Percentage Off,0.54,Both,Brand Loyalist,2023-02-15,2023-03-10,386306,False,23
PR013850,P04564,Percentage Off,0.06,Online,Working Professional,2022-01-22,2022-02-09,443036,False,18
PR013851,P04873,Cashback,0.58,Both,Impulse Buyer,2024-08-19,2024-09-06,392299,False,18
PR013852,P00645,Flat Discount,0.44,Online,Frequent Buyer,2023-03-22,2023-04-04,58839,False,13
PR013853,P02369,Bundle,0.51,Online,Family Shopper,2022-07-25,2022-08-06,305200,False,12
PR013854,P02939,Free Shipping,0.22,Offline,Brand Loyalist,2024-01-14,2024-01-17,116391,True,3
PR013855,P02287,Free Shipping,0.38,Online,Student,2024-09-20,2024-09-21,80371,False,1
PR013856,P03535,Cashback,0.17,Offline,Budget Shopper,2023-08-17,2023-09-04,230672,True,18
PR013857,P03634,Flat Discount,0.39,Offline,Working Professional,2023-02-28,2023-03-12,42780,False,12
PR013858,P02893,Free Shipping,0.46,Both,Frequent Buyer,2023-05-29,2023-06-14,394224,True,16
PR013859,P03474,Flat Discount,0.54,Online,Frequent Buyer,2022-05-13,2022-05-30,109265,True,17
PR013860,P04658,Flat Discount,0.18,Both,Brand Loyalist,2022-10-17,2022-11-07,317923,False,21
PR013861,P01138,Cashback,0.09,Online,Frequent Buyer,2024-08-31,2024-09-04,102963,True,4
PR013862,P04739,Percentage Off,0.39,Online,Student,2022-04-20,2022-05-11,211354,False,21
PR013863,P01712,Free Shipping,0.33,Both,Frequent Buyer,2022-09-09,2022-09-30,261195,True,21
PR013864,P01124,BOGO,0.53,Offline,Budget Shopper,2024-06-19,2024-06-30,391259,True,11
PR013865,P00447,Cashback,0.06,Online,Brand Loyalist,2022-05-12,2022-05-16,149660,False,4
PR013866,P02783,Percentage Off,0.07,Offline,Student,2024-05-25,2024-06-06,446798,False,12
PR013867,P00723,BOGO,0.29,Online,Budget Shopper,2023-07-15,2023-07-27,352388,True,12
PR013868,P01979,Free Shipping,0.2,Online,Brand Loyalist,2023-05-09,2023-05-12,419441,False,3
PR013869,P04144,Bundle,0.27,Online,Seasonal Buyer,2024-02-01,2024-02-14,266316,True,13
PR013870,P01117,Free Shipping,0.14,Both,Student,2023-05-10,2023-06-08,55902,False,29
PR013871,P03965,Percentage Off,0.12,Both,Budget Shopper,2023-11-19,2023-12-14,421633,True,25
PR013872,P01383,Free Shipping,0.42,Online,Seasonal Buyer,2024-02-19,2024-03-11,165323,False,21
PR013873,P01792,BOGO,0.46,Both,Family Shopper,2023-01-10,2023-02-07,402622,False,28
PR013874,P01549,BOGO,0.27,Offline,Frequent Buyer,2024-04-17,2024-04-25,136272,False,8
PR013875,P03847,Flat Discount,0.4,Offline,Fashion Enthusiast,2024-09-04,2024-09-06,382724,False,2
PR013876,P03040,Cashback,0.59,Online,Impulse Buyer,2022-10-28,2022-11-18,101901,False,21
PR013877,P03270,Flat Discount,0.21,Both,Family Shopper,2023-11-12,2023-11-28,212387,False,16
PR013878,P00002,Cashback,0.31,Online,Family Shopper,2022-09-07,2022-09-12,287418,True,5
PR013879,P00742,Free Shipping,0.54,Both,Student,2023-03-01,2023-03-05,447344,False,4
PR013880,P03418,Percentage Off,0.1,Both,Luxury Shopper,2023-07-03,2023-07-14,164782,False,11
PR013881,P02130,Percentage Off,0.12,Offline,Family Shopper,2022-01-08,2022-01-20,424005,False,12
PR013882,P04338,BOGO,0.09,Offline,Budget Shopper,2023-03-10,2023-04-06,17925,True,27
PR013883,P02553,Percentage Off,0.57,Both,Impulse Buyer,2022-09-24,2022-10-08,296117,False,14
PR013884,P01273,Bundle,0.5,Both,Budget Shopper,2023-12-04,2023-12-12,298249,False,8
PR013885,P00603,Flat Discount,0.17,Both,Seasonal Buyer,2024-06-30,2024-07-30,27105,False,30
PR013886,P00762,Bundle,0.36,Online,Luxury Shopper,2024-06-04,2024-06-13,12424,False,9
PR013887,P01944,Percentage Off,0.51,Offline,Brand Loyalist,2023-09-25,2023-10-12,26752,True,17
PR013888,P00670,Flat Discount,0.19,Both,Seasonal Buyer,2024-05-07,2024-05-13,469861,True,6
PR013889,P02834,Flat Discount,0.56,Online,Family Shopper,2023-04-09,2023-04-18,152003,False,9
PR013890,P00314,Percentage Off,0.23,Online,Family Shopper,2022-07-18,2022-07-23,271350,False,5
PR013891,P02039,Cashback,0.22,Online,Brand Loyalist,2023-04-28,2023-05-06,485242,True,8
PR013892,P00523,BOGO,0.21,Offline,Seasonal Buyer,2024-11-13,2024-11-15,485868,False,2
PR013893,P01326,Cashback,0.19,Offline,Working Professional,2023-07-23,2023-08-16,441798,False,24
PR013894,P02364,Cashback,0.15,Offline,Fashion Enthusiast,2024-01-15,2024-01-26,373546,False,11
PR013895,P00226,BOGO,0.2,Online,Frequent Buyer,2022-10-05,2022-10-21,339219,False,16
PR013896,P03180,Flat Discount,0.42,Online,Seasonal Buyer,2024-07-16,2024-07-17,432943,False,1
PR013897,P00365,Bundle,0.55,Online,Budget Shopper,2022-01-09,2022-02-05,395578,False,27
PR013898,P01271,Flat Discount,0.38,Both,Student,2023-02-22,2023-03-01,100947,True,7
PR013899,P01767,Percentage Off,0.08,Online,Working Professional,2022-05-23,2022-06-09,363475,False,17
PR013900,P01211,Bundle,0.11,Online,Student,2023-03-10,2023-04-08,241469,False,29
PR013901,P00007,Free Shipping,0.6,Offline,Working Professional,2024-07-23,2024-08-03,157398,False,11
PR013902,P02044,Cashback,0.53,Both,Working Professional,2022-09-29,2022-10-25,126258,True,26
PR013903,P02593,Flat Discount,0.33,Both,Impulse Buyer,2024-08-11,2024-08-12,340448,False,1
PR013904,P00565,Cashback,0.42,Both,Student,2022-09-26,2022-10-18,451262,True,22
PR013905,P02181,Bundle,0.4,Both,Fashion Enthusiast,2024-02-04,2024-03-02,423962,False,27
PR013906,P04980,Bundle,0.19,Both,Working Professional,2023-08-08,2023-08-19,273086,False,11
PR013907,P04696,Flat Discount,0.16,Online,Family Shopper,2023-03-01,2023-03-12,419873,True,11
PR013908,P01954,Free Shipping,0.16,Both,Student,2024-03-10,2024-03-11,334798,False,1
PR013909,P04805,Cashback,0.13,Online,Family Shopper,2022-03-29,2022-03-30,92473,True,1
PR013910,P04311,Flat Discount,0.13,Both,Seasonal Buyer,2022-06-24,2022-07-22,183648,False,28
PR013911,P04757,Flat Discount,0.15,Offline,Impulse Buyer,2024-01-14,2024-02-13,85561,True,30
PR013912,P00173,BOGO,0.37,Offline,Seasonal Buyer,2023-06-21,2023-07-04,485686,False,13
PR013913,P03825,Bundle,0.23,Offline,Seasonal Buyer,2024-10-01,2024-10-11,359607,True,10
PR013914,P02553,Free Shipping,0.14,Both,Working Professional,2023-03-30,2023-04-21,266041,True,22
PR013915,P03634,Cashback,0.07,Both,Working Professional,2024-07-12,2024-07-30,477707,False,18
PR013916,P04960,Free Shipping,0.46,Online,Luxury Shopper,2024-03-26,2024-04-18,209597,False,23
PR013917,P00572,Cashback,0.54,Online,Brand Loyalist,2022-10-02,2022-10-26,83821,False,24
PR013918,P03380,Percentage Off,0.41,Offline,Seasonal Buyer,2023-12-17,2024-01-09,237336,False,23
PR013919,P03853,Free Shipping,0.2,Online,Working Professional,2023-10-04,2023-10-08,472986,False,4
PR013920,P02249,Cashback,0.37,Both,Budget Shopper,2024-10-26,2024-11-08,281209,False,13
PR013921,P02222,Free Shipping,0.09,Offline,Seasonal Buyer,2023-03-22,2023-04-06,360789,False,15
PR013922,P00829,BOGO,0.49,Offline,Budget Shopper,2022-09-05,2022-09-18,125826,False,13
PR013923,P03037,Free Shipping,0.34,Online,Student,2023-07-25,2023-07-26,265925,False,1
PR013924,P01556,Bundle,0.55,Offline,Budget Shopper,2022-10-08,2022-10-27,117783,True,19
PR013925,P01002,Bundle,0.51,Offline,Brand Loyalist,2024-03-01,2024-03-20,215936,False,19
PR013926,P00883,BOGO,0.58,Online,Frequent Buyer,2024-04-15,2024-04-29,382738,False,14
PR013927,P01985,BOGO,0.27,Online,Fashion Enthusiast,2022-07-06,2022-07-07,447567,False,1
PR013928,P04034,BOGO,0.07,Both,Seasonal Buyer,2023-11-07,2023-12-03,311962,False,26
PR013929,P00344,Bundle,0.44,Both,Brand Loyalist,2022-07-03,2022-07-25,244295,False,22
PR013930,P03153,Percentage Off,0.43,Both,Seasonal Buyer,2022-07-01,2022-07-24,343395,False,23
PR013931,P03485,BOGO,0.05,Online,Impulse Buyer,2023-10-19,2023-10-29,96294,True,10
PR013932,P02701,Flat Discount,0.5,Offline,Fashion Enthusiast,2023-10-10,2023-10-28,71992,True,18
PR013933,P01865,Free Shipping,0.17,Online,Luxury Shopper,2023-04-11,2023-05-01,268981,False,20
PR013934,P00216,Flat Discount,0.25,Both,Family Shopper,2022-09-28,2022-09-30,72772,False,2
PR013935,P04768,Percentage Off,0.28,Online,Frequent Buyer,2023-06-02,2023-07-02,173006,True,30
PR013936,P03348,Bundle,0.54,Online,Impulse Buyer,2022-07-24,2022-08-09,246632,False,16
PR013937,P04738,Free Shipping,0.15,Offline,Seasonal Buyer,2023-12-10,2023-12-23,60489,False,13
PR013938,P02436,Percentage Off,0.57,Offline,Working Professional,2023-07-25,2023-08-05,311816,True,11
PR013939,P04125,Cashback,0.37,Online,Brand Loyalist,2022-10-02,2022-10-30,446646,False,28
PR013940,P03983,Cashback,0.44,Offline,Fashion Enthusiast,2022-01-05,2022-01-25,168071,True,20
PR013941,P00118,Cashback,0.56,Online,Budget Shopper,2024-09-24,2024-10-17,197534,False,23
PR013942,P04448,Flat Discount,0.38,Both,Brand Loyalist,2023-11-12,2023-11-17,332377,False,5
PR013943,P00403,BOGO,0.43,Offline,Seasonal Buyer,2023-03-21,2023-03-27,347199,False,6
PR013944,P00606,Percentage Off,0.18,Offline,Fashion Enthusiast,2022-12-16,2022-12-29,156538,False,13
PR013945,P02329,Free Shipping,0.35,Online,Student,2024-08-05,2024-08-22,178976,True,17
PR013946,P04291,BOGO,0.53,Online,Frequent Buyer,2023-07-02,2023-07-25,65710,False,23
PR013947,P04822,BOGO,0.16,Offline,Frequent Buyer,2023-09-24,2023-09-27,156054,False,3
PR013948,P03216,Free Shipping,0.14,Both,Student,2023-11-25,2023-12-19,418821,True,24
PR013949,P03426,Percentage Off,0.53,Online,Family Shopper,2023-09-30,2023-10-22,422162,False,22
PR013950,P01706,Percentage Off,0.21,Online,Frequent Buyer,2022-03-30,2022-04-29,41135,False,30
PR013951,P04449,Flat Discount,0.54,Online,Impulse Buyer,2023-12-14,2023-12-30,481500,True,16
PR013952,P02553,Percentage Off,0.43,Online,Family Shopper,2022-02-21,2022-03-16,430919,True,23
PR013953,P03099,Cashback,0.59,Online,Brand Loyalist,2023-03-25,2023-04-01,179280,False,7
PR013954,P03848,Free Shipping,0.17,Both,Budget Shopper,2022-01-16,2022-02-15,66452,False,30
PR013955,P01122,Flat Discount,0.21,Both,Fashion Enthusiast,2023-02-04,2023-02-17,335453,True,13
PR013956,P02562,Flat Discount,0.5,Both,Student,2024-07-03,2024-07-10,222550,True,7
PR013957,P01755,Cashback,0.18,Offline,Budget Shopper,2024-10-29,2024-11-06,272932,False,8
PR013958,P03693,BOGO,0.41,Offline,Budget Shopper,2024-01-11,2024-01-15,240136,True,4
